rho,centre,pid,auc
0.4,tau_beh,e5ce6bba1c9ee577,0.004724409448818871
0.4,tau_beh,e5ee8a3a0749123d,0.0039840637450199
0.4,tau_beh,ea600ad97c3853cc,0.0
0.4,tau_beh,ec2ff11ddd180eea,0.0
0.4,tau_beh,edab2e22229a341f,0.0027522935779816194
0.4,tau_beh,efaae1a392de4953,0.00414937759336095
0.4,tau_beh,f0bcdb3438d5d6f5,0.00279069767441859
0.4,tau_beh,f118ea4ba6a39159,0.0
0.4,tau_beh,f4147c365767e9ee,0.00897297297297294
0.4,tau_beh,f5aca89e174a4a67,0.7153846153846154
0.4,tau_beh,f8035d7686a6d848,0.7
0.4,tau_beh,fa8bb19129c5885c,0.2
0.4,tau_beh,ffd4fc00ad884d43,0.5
