family,n,seed,field,A,logA,r_star
B7_cantor,2,0,linear,0.14125375446227545,-0.85,0.2
B7_cantor,2,0,linear,0.15667510701081488,-0.805,0.2
B7_cantor,2,0,linear,0.17378008287493754,-0.76,0.2
B7_cantor,2,0,linear,0.1927524913190936,-0.715,0.2
B7_cantor,2,0,linear,0.2137962089502232,-0.67,0.2
B7_cantor,2,0,linear,0.23713737056616552,-0.625,0.2
B7_cantor,2,0,linear,0.2630267991895382,-0.58,0.2
B7_cantor,2,0,linear,0.29174270140011666,-0.535,0.2
B7_cantor,2,0,linear,0.32359365692962827,-0.49,0.2
B7_cantor,2,0,linear,0.3589219346450052,-0.445,0.2
B7_cantor,2,0,linear,0.39810717055349726,-0.39999999999999997,0.2
B7_cantor,2,0,linear,0.4415704473533125,-0.355,0.2
B7_cantor,2,0,linear,0.4897788193684462,-0.31,0.2
B7_cantor,2,0,linear,0.5432503314924332,-0.265,0.2
B7_cantor,2,0,linear,0.6025595860743578,-0.21999999999999997,0.2
B7_cantor,2,0,linear,0.6683439175686147,-0.17499999999999996,0.2
B7_cantor,2,0,linear,0.7413102413009175,-0.13,0.2
B7_cantor,2,0,linear,0.8222426499470711,-0.08500000000000003,0.2
B7_cantor,2,0,linear,0.9120108393559098,-0.03999999999999999,0.2
B7_cantor,2,0,linear,1.0115794542598986,0.005000000000000029,0.2
B7_cantor,2,0,linear,1.1220184543019633,0.04999999999999996,0.2
B7_cantor,2,0,linear,1.244514611771385,0.09499999999999997,0.2
B7_cantor,2,0,linear,1.3803842646028848,0.13999999999999999,0.2
B7_cantor,2,0,linear,1.53108746168203,0.18499999999999997,0.2
B7_cantor,2,0,linear,1.6982436524617444,0.23,0.2
B7_cantor,2,0,linear,1.8836490894898006,0.275,0.2
B7_cantor,2,0,linear,2.0892961308540396,0.32,0.2
B7_cantor,2,0,linear,2.3173946499684783,0.36499999999999994,0.452235
B7_cantor,2,0,linear,2.5703957827688635,0.4099999999999999,0.797525
B7_cantor,2,0,linear,2.8510182675039095,0.455,0.801255
B7_cantor,2,0,linear,3.1622776601683795,0.5,0.805975
B7_cantor,2,0,linear,3.5075187395256804,0.545,0.812385
B7_cantor,2,0,linear,3.890451449942806,0.59,0.8234
B7_cantor,2,0,linear,4.3151907682776525,0.635,1.0
B7_cantor,2,0,linear,4.786300923226384,0.68,1.0
B7_cantor,2,0,linear,5.3088444423098835,0.725,1.0
B7_cantor,2,0,linear,5.88843655355589,0.77,1.0
B7_cantor,2,0,linear,6.531305526474723,0.815,1.0
B7_cantor,2,0,linear,7.244359600749901,0.86,1.0
B7_cantor,2,0,linear,8.035261221856173,0.905,1.0
B7_cantor,2,0,linear,8.912509381337454,0.95,1.0
B7_cantor,2,0,linear,9.885530946569387,0.995,1.0
B7_cantor,2,0,linear,10.964781961431852,1.04,1.0
B7_cantor,2,0,linear,12.161860006463678,1.085,1.0
B7_cantor,2,0,linear,13.489628825916533,1.13,1.0
B7_cantor,2,0,linear,14.962356560944336,1.175,1.0
B7_cantor,2,0,linear,16.595869074375607,1.22,1.0
B7_cantor,2,0,linear,18.407720014689556,1.265,1.0
B7_cantor,2,0,linear,20.417379446695296,1.31,1.0
B7_cantor,2,0,linear,22.646443075930595,1.355,1.0
B7_cantor,2,0,linear,25.118864315095795,1.4,1.0
B4_random,2,1,linear,0.05011872336272722,-1.3,0.2
B4_random,2,1,linear,0.05559042572704037,-1.255,0.2
B4_random,2,1,linear,0.06165950018614822,-1.21,0.2
B4_random,2,1,linear,0.06839116472814293,-1.165,0.2
B4_random,2,1,linear,0.07585775750291836,-1.12,0.2
B4_random,2,1,linear,0.08413951416451952,-1.075,0.2
B4_random,2,1,linear,0.0933254300796991,-1.03,0.2
B4_random,2,1,linear,0.10351421666793438,-0.985,0.2
B4_random,2,1,linear,0.1148153621496883,-0.94,0.2
B4_random,2,1,linear,0.12735030810166617,-0.895,0.2
B4_random,2,1,linear,0.14125375446227545,-0.85,0.2
B4_random,2,1,linear,0.15667510701081488,-0.805,0.2
B4_random,2,1,linear,0.17378008287493754,-0.76,0.2
B4_random,2,1,linear,0.1927524913190936,-0.715,0.2
B4_random,2,1,linear,0.2137962089502232,-0.67,0.2
B4_random,2,1,linear,0.23713737056616552,-0.625,0.2
B4_random,2,1,linear,0.2630267991895382,-0.58,0.2
B4_random,2,1,linear,0.29174270140011666,-0.535,0.2
B4_random,2,1,linear,0.32359365692962827,-0.49,0.2
B4_random,2,1,linear,0.3589219346450052,-0.445,0.2
B4_random,2,1,linear,0.39810717055349726,-0.39999999999999997,0.2
B4_random,2,1,linear,0.4415704473533125,-0.355,0.2
B4_random,2,1,linear,0.4897788193684462,-0.31,0.2
B4_random,2,1,linear,0.5432503314924332,-0.265,0.2
B4_random,2,1,linear,0.6025595860743578,-0.21999999999999997,0.2
B4_random,2,1,linear,0.6683439175686147,-0.17499999999999996,0.2
B4_random,2,1,linear,0.7413102413009175,-0.13,0.2
B4_random,2,1,linear,0.8222426499470711,-0.08500000000000003,0.2
B4_random,2,1,linear,0.9120108393559098,-0.03999999999999999,0.2
B4_random,2,1,linear,1.0115794542598986,0.005000000000000029,0.2
B4_random,2,1,linear,1.1220184543019633,0.04999999999999996,0.2
B4_random,2,1,linear,1.244514611771385,0.09499999999999997,0.2
B4_random,2,1,linear,1.3803842646028848,0.13999999999999999,0.2
B4_random,2,1,linear,1.53108746168203,0.18499999999999997,0.2
B4_random,2,1,linear,1.6982436524617444,0.23,0.2
B4_random,2,1,linear,1.8836490894898006,0.275,0.2
B4_random,2,1,linear,2.0892961308540396,0.32,0.528335
B4_random,2,1,linear,2.3173946499684783,0.36499999999999994,0.547255
B4_random,2,1,linear,2.5703957827688635,0.4099999999999999,0.57911
B4_random,2,1,linear,2.8510182675039095,0.455,0.903945
B4_random,2,1,linear,3.1622776601683795,0.5,0.90843
B4_random,2,1,linear,3.5075187395256804,0.545,0.91439
B4_random,2,1,linear,3.890451449942806,0.59,0.923655
B4_random,2,1,linear,4.3151907682776525,0.635,1.0
B4_random,2,1,linear,4.786300923226384,0.68,1.0
B4_random,2,1,linear,5.3088444423098835,0.725,1.0
B4_random,2,1,linear,5.88843655355589,0.77,1.0
B4_random,2,1,linear,6.531305526474723,0.815,1.0
B4_random,2,1,linear,7.244359600749901,0.86,1.0
B4_random,2,1,linear,8.035261221856173,0.905,1.0
B4_random,2,1,linear,8.912509381337454,0.95,1.0
B4_random,2,1,linear,9.885530946569387,0.995,1.0
B4_random,2,1,linear,10.964781961431852,1.04,1.0
B4_random,2,1,linear,12.161860006463678,1.085,1.0
B4_random,2,1,linear,13.489628825916533,1.13,1.0
B4_random,2,1,linear,14.962356560944336,1.175,1.0
B4_random,2,1,linear,16.595869074375607,1.22,1.0
B4_random,2,1,linear,18.407720014689556,1.265,1.0
B4_random,2,1,linear,20.417379446695296,1.31,1.0
B4_random,2,1,linear,22.646443075930595,1.355,1.0
B4_random,2,1,linear,25.118864315095795,1.4,1.0
B4_random,2,2,linear,0.05011872336272722,-1.3,0.2
B4_random,2,2,linear,0.05559042572704037,-1.255,0.2
B4_random,2,2,linear,0.06165950018614822,-1.21,0.2
B4_random,2,2,linear,0.06839116472814293,-1.165,0.2
B4_random,2,2,linear,0.07585775750291836,-1.12,0.2
B4_random,2,2,linear,0.08413951416451952,-1.075,0.2
B4_random,2,2,linear,0.0933254300796991,-1.03,0.2
B4_random,2,2,linear,0.10351421666793438,-0.985,0.2
B4_random,2,2,linear,0.1148153621496883,-0.94,0.2
B4_random,2,2,linear,0.12735030810166617,-0.895,0.2
B4_random,2,2,linear,0.14125375446227545,-0.85,0.2
B4_random,2,2,linear,0.15667510701081488,-0.805,0.2
B4_random,2,2,linear,0.17378008287493754,-0.76,0.2
B4_random,2,2,linear,0.1927524913190936,-0.715,0.2
B4_random,2,2,linear,0.2137962089502232,-0.67,0.2
B4_random,2,2,linear,0.23713737056616552,-0.625,0.2
B4_random,2,2,linear,0.2630267991895382,-0.58,0.2
B4_random,2,2,linear,0.29174270140011666,-0.535,0.2
B4_random,2,2,linear,0.32359365692962827,-0.49,0.2
B4_random,2,2,linear,0.3589219346450052,-0.445,0.2
B4_random,2,2,linear,0.39810717055349726,-0.39999999999999997,0.2
B4_random,2,2,linear,0.4415704473533125,-0.355,0.2
B4_random,2,2,linear,0.4897788193684462,-0.31,0.2
B4_random,2,2,linear,0.5432503314924332,-0.265,0.2
B4_random,2,2,linear,0.6025595860743578,-0.21999999999999997,0.2
B4_random,2,2,linear,0.6683439175686147,-0.17499999999999996,0.2
B4_random,2,2,linear,0.7413102413009175,-0.13,0.2
B4_random,2,2,linear,0.8222426499470711,-0.08500000000000003,0.2
B4_random,2,2,linear,0.9120108393559098,-0.03999999999999999,0.2
B4_random,2,2,linear,1.0115794542598986,0.005000000000000029,0.2
B4_random,2,2,linear,1.1220184543019633,0.04999999999999996,0.2
B4_random,2,2,linear,1.244514611771385,0.09499999999999997,0.2
B4_random,2,2,linear,1.3803842646028848,0.13999999999999999,0.2
B4_random,2,2,linear,1.53108746168203,0.18499999999999997,0.2
B4_random,2,2,linear,1.6982436524617444,0.23,0.2
B4_random,2,2,linear,1.8836490894898006,0.275,0.2
B4_random,2,2,linear,2.0892961308540396,0.32,0.2
B4_random,2,2,linear,2.3173946499684783,0.36499999999999994,0.72444
B4_random,2,2,linear,2.5703957827688635,0.4099999999999999,0.727575
B4_random,2,2,linear,2.8510182675039095,0.455,0.73141
B4_random,2,2,linear,3.1622776601683795,0.5,0.736305
B4_random,2,2,linear,3.5075187395256804,0.545,0.7431
B4_random,2,2,linear,3.890451449942806,0.59,0.75636
B4_random,2,2,linear,4.3151907682776525,0.635,1.0
B4_random,2,2,linear,4.786300923226384,0.68,1.0
B4_random,2,2,linear,5.3088444423098835,0.725,1.0
B4_random,2,2,linear,5.88843655355589,0.77,1.0
B4_random,2,2,linear,6.531305526474723,0.815,1.0
B4_random,2,2,linear,7.244359600749901,0.86,1.0
B4_random,2,2,linear,8.035261221856173,0.905,1.0
B4_random,2,2,linear,8.912509381337454,0.95,1.0
B4_random,2,2,linear,9.885530946569387,0.995,1.0
B4_random,2,2,linear,10.964781961431852,1.04,1.0
B4_random,2,2,linear,12.161860006463678,1.085,1.0
B4_random,2,2,linear,13.489628825916533,1.13,1.0
B4_random,2,2,linear,14.962356560944336,1.175,1.0
B4_random,2,2,linear,16.595869074375607,1.22,1.0
B4_random,2,2,linear,18.407720014689556,1.265,1.0
B4_random,2,2,linear,20.417379446695296,1.31,1.0
B4_random,2,2,linear,22.646443075930595,1.355,1.0
B4_random,2,2,linear,25.118864315095795,1.4,1.0
B4_random,2,3,linear,0.05011872336272722,-1.3,0.249765
B4_random,2,3,linear,0.05559042572704037,-1.255,0.24981
B4_random,2,3,linear,0.06165950018614822,-1.21,0.249855
B4_random,2,3,linear,0.06839116472814293,-1.165,0.24991
B4_random,2,3,linear,0.07585775750291836,-1.12,0.249975
B4_random,2,3,linear,0.08413951416451952,-1.075,0.25004
B4_random,2,3,linear,0.0933254300796991,-1.03,0.250115
B4_random,2,3,linear,0.10351421666793438,-0.985,0.2502
B4_random,2,3,linear,0.1148153621496883,-0.94,0.250295
B4_random,2,3,linear,0.12735030810166617,-0.895,0.250395
B4_random,2,3,linear,0.14125375446227545,-0.85,0.25051
B4_random,2,3,linear,0.15667510701081488,-0.805,0.25064
B4_random,2,3,linear,0.17378008287493754,-0.76,0.25078
B4_random,2,3,linear,0.1927524913190936,-0.715,0.25094
B4_random,2,3,linear,0.2137962089502232,-0.67,0.251115
B4_random,2,3,linear,0.23713737056616552,-0.625,0.25131
B4_random,2,3,linear,0.2630267991895382,-0.58,0.25153
B4_random,2,3,linear,0.29174270140011666,-0.535,0.25177
B4_random,2,3,linear,0.32359365692962827,-0.49,0.25204
B4_random,2,3,linear,0.3589219346450052,-0.445,0.252345
B4_random,2,3,linear,0.39810717055349726,-0.39999999999999997,0.25268
B4_random,2,3,linear,0.4415704473533125,-0.355,0.253055
B4_random,2,3,linear,0.4897788193684462,-0.31,0.253475
B4_random,2,3,linear,0.5432503314924332,-0.265,0.253945
B4_random,2,3,linear,0.6025595860743578,-0.21999999999999997,0.25447
B4_random,2,3,linear,0.6683439175686147,-0.17499999999999996,0.25506
B4_random,2,3,linear,0.7413102413009175,-0.13,0.255725
B4_random,2,3,linear,0.8222426499470711,-0.08500000000000003,0.25647
B4_random,2,3,linear,0.9120108393559098,-0.03999999999999999,0.257305
B4_random,2,3,linear,1.0115794542598986,0.005000000000000029,0.258255
B4_random,2,3,linear,1.1220184543019633,0.04999999999999996,0.25933
B4_random,2,3,linear,1.244514611771385,0.09499999999999997,0.260555
B4_random,2,3,linear,1.3803842646028848,0.13999999999999999,0.26195
B4_random,2,3,linear,1.53108746168203,0.18499999999999997,0.26355
B4_random,2,3,linear,1.6982436524617444,0.23,0.2654
B4_random,2,3,linear,1.8836490894898006,0.275,0.26756
B4_random,2,3,linear,2.0892961308540396,0.32,0.270105
B4_random,2,3,linear,2.3173946499684783,0.36499999999999994,0.27316
B4_random,2,3,linear,2.5703957827688635,0.4099999999999999,0.276925
B4_random,2,3,linear,2.8510182675039095,0.455,0.28178
B4_random,2,3,linear,3.1622776601683795,0.5,0.288715
B4_random,2,3,linear,3.5075187395256804,0.545,0.486385
B4_random,2,3,linear,3.890451449942806,0.59,1.0
B4_random,2,3,linear,4.3151907682776525,0.635,1.0
B4_random,2,3,linear,4.786300923226384,0.68,1.0
B4_random,2,3,linear,5.3088444423098835,0.725,1.0
B4_random,2,3,linear,5.88843655355589,0.77,1.0
B4_random,2,3,linear,6.531305526474723,0.815,1.0
B4_random,2,3,linear,7.244359600749901,0.86,1.0
B4_random,2,3,linear,8.035261221856173,0.905,1.0
B4_random,2,3,linear,8.912509381337454,0.95,1.0
