family,n,seed,field,A,logA,r_star
B5_shuffled,3,22,bistable,6.531305526474723,0.815,1.0
B5_shuffled,3,22,bistable,7.244359600749901,0.86,1.0
B5_shuffled,3,22,bistable,8.035261221856173,0.905,1.0
B5_shuffled,3,22,bistable,8.912509381337454,0.95,1.0
B5_shuffled,3,22,bistable,9.885530946569387,0.995,1.0
B5_shuffled,3,22,bistable,10.964781961431852,1.04,1.0
B5_shuffled,3,22,bistable,12.161860006463678,1.085,1.0
B5_shuffled,3,22,bistable,13.489628825916533,1.13,1.0
B5_shuffled,3,22,bistable,14.962356560944336,1.175,1.0
B5_shuffled,3,22,bistable,16.595869074375607,1.22,1.0
B5_shuffled,3,22,bistable,18.407720014689556,1.265,1.0
B5_shuffled,3,22,bistable,20.417379446695296,1.31,1.0
B5_shuffled,3,22,bistable,22.646443075930595,1.355,1.0
B5_shuffled,3,22,bistable,25.118864315095795,1.4,1.0
B5_shuffled,3,23,bistable,0.05011872336272722,-1.3,0.2
B5_shuffled,3,23,bistable,0.05559042572704037,-1.255,0.2
B5_shuffled,3,23,bistable,0.06165950018614822,-1.21,0.2
B5_shuffled,3,23,bistable,0.06839116472814293,-1.165,0.2
B5_shuffled,3,23,bistable,0.07585775750291836,-1.12,0.2
B5_shuffled,3,23,bistable,0.08413951416451952,-1.075,0.2
B5_shuffled,3,23,bistable,0.0933254300796991,-1.03,0.2
B5_shuffled,3,23,bistable,0.10351421666793438,-0.985,0.2
B5_shuffled,3,23,bistable,0.1148153621496883,-0.94,0.2
B5_shuffled,3,23,bistable,0.12735030810166617,-0.895,0.2
B5_shuffled,3,23,bistable,0.14125375446227545,-0.85,0.2
B5_shuffled,3,23,bistable,0.15667510701081488,-0.805,0.2
B5_shuffled,3,23,bistable,0.17378008287493754,-0.76,0.2
B5_shuffled,3,23,bistable,0.1927524913190936,-0.715,0.2
B5_shuffled,3,23,bistable,0.2137962089502232,-0.67,0.2
B5_shuffled,3,23,bistable,0.23713737056616552,-0.625,0.2
B5_shuffled,3,23,bistable,0.2630267991895382,-0.58,0.2
B5_shuffled,3,23,bistable,0.29174270140011666,-0.535,0.2
B5_shuffled,3,23,bistable,0.32359365692962827,-0.49,0.2
B5_shuffled,3,23,bistable,0.3589219346450052,-0.445,0.2
B5_shuffled,3,23,bistable,0.39810717055349726,-0.39999999999999997,0.201455
B5_shuffled,3,23,bistable,0.4415704473533125,-0.355,0.203895
B5_shuffled,3,23,bistable,0.4897788193684462,-0.31,0.20665
B5_shuffled,3,23,bistable,0.5432503314924332,-0.265,0.20978
B5_shuffled,3,23,bistable,0.6025595860743578,-0.21999999999999997,0.213335
B5_shuffled,3,23,bistable,0.6683439175686147,-0.17499999999999996,0.2174
B5_shuffled,3,23,bistable,0.7413102413009175,-0.13,0.222065
B5_shuffled,3,23,bistable,0.8222426499470711,-0.08500000000000003,0.22747
B5_shuffled,3,23,bistable,0.9120108393559098,-0.03999999999999999,0.233775
B5_shuffled,3,23,bistable,1.0115794542598986,0.005000000000000029,0.241225
B5_shuffled,3,23,bistable,1.1220184543019633,0.04999999999999996,0.25019
B5_shuffled,3,23,bistable,1.244514611771385,0.09499999999999997,0.261265
B5_shuffled,3,23,bistable,1.3803842646028848,0.13999999999999999,0.275615
B5_shuffled,3,23,bistable,1.53108746168203,0.18499999999999997,0.296255
B5_shuffled,3,23,bistable,1.6982436524617444,0.23,0.56137
B5_shuffled,3,23,bistable,1.8836490894898006,0.275,0.562135
B5_shuffled,3,23,bistable,2.0892961308540396,0.32,0.563055
B5_shuffled,3,23,bistable,2.3173946499684783,0.36499999999999994,0.564165
B5_shuffled,3,23,bistable,2.5703957827688635,0.4099999999999999,0.565575
B5_shuffled,3,23,bistable,2.8510182675039095,0.455,0.56748
B5_shuffled,3,23,bistable,3.1622776601683795,0.5,0.570685
B5_shuffled,3,23,bistable,3.5075187395256804,0.545,0.939505
B5_shuffled,3,23,bistable,3.890451449942806,0.59,1.0
B5_shuffled,3,23,bistable,4.3151907682776525,0.635,1.0
B5_shuffled,3,23,bistable,4.786300923226384,0.68,1.0
B5_shuffled,3,23,bistable,5.3088444423098835,0.725,1.0
B5_shuffled,3,23,bistable,5.88843655355589,0.77,1.0
B5_shuffled,3,23,bistable,6.531305526474723,0.815,1.0
B5_shuffled,3,23,bistable,7.244359600749901,0.86,1.0
B5_shuffled,3,23,bistable,8.035261221856173,0.905,1.0
B5_shuffled,3,23,bistable,8.912509381337454,0.95,1.0
B5_shuffled,3,23,bistable,9.885530946569387,0.995,1.0
B5_shuffled,3,23,bistable,10.964781961431852,1.04,1.0
B5_shuffled,3,23,bistable,12.161860006463678,1.085,1.0
B5_shuffled,3,23,bistable,13.489628825916533,1.13,1.0
B5_shuffled,3,23,bistable,14.962356560944336,1.175,1.0
B5_shuffled,3,23,bistable,16.595869074375607,1.22,1.0
B5_shuffled,3,23,bistable,18.407720014689556,1.265,1.0
B5_shuffled,3,23,bistable,20.417379446695296,1.31,1.0
B5_shuffled,3,23,bistable,22.646443075930595,1.355,1.0
B5_shuffled,3,23,bistable,25.118864315095795,1.4,1.0
B5_shuffled,3,24,bistable,0.05011872336272722,-1.3,0.2
B5_shuffled,3,24,bistable,0.05559042572704037,-1.255,0.2
B5_shuffled,3,24,bistable,0.06165950018614822,-1.21,0.2
B5_shuffled,3,24,bistable,0.06839116472814293,-1.165,0.2
B5_shuffled,3,24,bistable,0.07585775750291836,-1.12,0.2
B5_shuffled,3,24,bistable,0.08413951416451952,-1.075,0.2
B5_shuffled,3,24,bistable,0.0933254300796991,-1.03,0.2
B5_shuffled,3,24,bistable,0.10351421666793438,-0.985,0.2
B5_shuffled,3,24,bistable,0.1148153621496883,-0.94,0.2
B5_shuffled,3,24,bistable,0.12735030810166617,-0.895,0.2
B5_shuffled,3,24,bistable,0.14125375446227545,-0.85,0.2
B5_shuffled,3,24,bistable,0.15667510701081488,-0.805,0.2
B5_shuffled,3,24,bistable,0.17378008287493754,-0.76,0.2
B5_shuffled,3,24,bistable,0.1927524913190936,-0.715,0.2
B5_shuffled,3,24,bistable,0.2137962089502232,-0.67,0.2
B5_shuffled,3,24,bistable,0.23713737056616552,-0.625,0.2
B5_shuffled,3,24,bistable,0.2630267991895382,-0.58,0.2
B5_shuffled,3,24,bistable,0.29174270140011666,-0.535,0.2
B5_shuffled,3,24,bistable,0.32359365692962827,-0.49,0.2
B5_shuffled,3,24,bistable,0.3589219346450052,-0.445,0.2
B5_shuffled,3,24,bistable,0.39810717055349726,-0.39999999999999997,0.201455
B5_shuffled,3,24,bistable,0.4415704473533125,-0.355,0.203895
B5_shuffled,3,24,bistable,0.4897788193684462,-0.31,0.20665
B5_shuffled,3,24,bistable,0.5432503314924332,-0.265,0.20978
B5_shuffled,3,24,bistable,0.6025595860743578,-0.21999999999999997,0.213335
B5_shuffled,3,24,bistable,0.6683439175686147,-0.17499999999999996,0.2174
B5_shuffled,3,24,bistable,0.7413102413009175,-0.13,0.222065
B5_shuffled,3,24,bistable,0.8222426499470711,-0.08500000000000003,0.22747
B5_shuffled,3,24,bistable,0.9120108393559098,-0.03999999999999999,0.233775
B5_shuffled,3,24,bistable,1.0115794542598986,0.005000000000000029,0.241225
B5_shuffled,3,24,bistable,1.1220184543019633,0.04999999999999996,0.25019
B5_shuffled,3,24,bistable,1.244514611771385,0.09499999999999997,0.261265
B5_shuffled,3,24,bistable,1.3803842646028848,0.13999999999999999,0.275615
B5_shuffled,3,24,bistable,1.53108746168203,0.18499999999999997,0.296255
B5_shuffled,3,24,bistable,1.6982436524617444,0.23,0.56137
B5_shuffled,3,24,bistable,1.8836490894898006,0.275,0.562135
B5_shuffled,3,24,bistable,2.0892961308540396,0.32,0.563055
B5_shuffled,3,24,bistable,2.3173946499684783,0.36499999999999994,0.564165
B5_shuffled,3,24,bistable,2.5703957827688635,0.4099999999999999,0.565575
B5_shuffled,3,24,bistable,2.8510182675039095,0.455,0.56748
B5_shuffled,3,24,bistable,3.1622776601683795,0.5,0.570685
B5_shuffled,3,24,bistable,3.5075187395256804,0.545,0.939505
B5_shuffled,3,24,bistable,3.890451449942806,0.59,1.0
B5_shuffled,3,24,bistable,4.3151907682776525,0.635,1.0
B5_shuffled,3,24,bistable,4.786300923226384,0.68,1.0
B5_shuffled,3,24,bistable,5.3088444423098835,0.725,1.0
B5_shuffled,3,24,bistable,5.88843655355589,0.77,1.0
B5_shuffled,3,24,bistable,6.531305526474723,0.815,1.0
B5_shuffled,3,24,bistable,7.244359600749901,0.86,1.0
B5_shuffled,3,24,bistable,8.035261221856173,0.905,1.0
B5_shuffled,3,24,bistable,8.912509381337454,0.95,1.0
B5_shuffled,3,24,bistable,9.885530946569387,0.995,1.0
B5_shuffled,3,24,bistable,10.964781961431852,1.04,1.0
B5_shuffled,3,24,bistable,12.161860006463678,1.085,1.0
B5_shuffled,3,24,bistable,13.489628825916533,1.13,1.0
B5_shuffled,3,24,bistable,14.962356560944336,1.175,1.0
B5_shuffled,3,24,bistable,16.595869074375607,1.22,1.0
B5_shuffled,3,24,bistable,18.407720014689556,1.265,1.0
B5_shuffled,3,24,bistable,20.417379446695296,1.31,1.0
B5_shuffled,3,24,bistable,22.646443075930595,1.355,1.0
B5_shuffled,3,24,bistable,25.118864315095795,1.4,1.0
B6_center_anchored,3,1,bistable,0.05011872336272722,-1.3,0.2
B6_center_anchored,3,1,bistable,0.05559042572704037,-1.255,0.2
B6_center_anchored,3,1,bistable,0.06165950018614822,-1.21,0.2
B6_center_anchored,3,1,bistable,0.06839116472814293,-1.165,0.2
B6_center_anchored,3,1,bistable,0.07585775750291836,-1.12,0.2
B6_center_anchored,3,1,bistable,0.08413951416451952,-1.075,0.2
B6_center_anchored,3,1,bistable,0.0933254300796991,-1.03,0.2
B6_center_anchored,3,1,bistable,0.10351421666793438,-0.985,0.2
B6_center_anchored,3,1,bistable,0.1148153621496883,-0.94,0.2
B6_center_anchored,3,1,bistable,0.12735030810166617,-0.895,0.2
B6_center_anchored,3,1,bistable,0.14125375446227545,-0.85,0.2
B6_center_anchored,3,1,bistable,0.15667510701081488,-0.805,0.2
B6_center_anchored,3,1,bistable,0.17378008287493754,-0.76,0.2
B6_center_anchored,3,1,bistable,0.1927524913190936,-0.715,0.2
B6_center_anchored,3,1,bistable,0.2137962089502232,-0.67,0.2
B6_center_anchored,3,1,bistable,0.23713737056616552,-0.625,0.2
B6_center_anchored,3,1,bistable,0.2630267991895382,-0.58,0.2
B6_center_anchored,3,1,bistable,0.29174270140011666,-0.535,0.2
B6_center_anchored,3,1,bistable,0.32359365692962827,-0.49,0.2
B6_center_anchored,3,1,bistable,0.3589219346450052,-0.445,0.2
B6_center_anchored,3,1,bistable,0.39810717055349726,-0.39999999999999997,0.2
B6_center_anchored,3,1,bistable,0.4415704473533125,-0.355,0.2
B6_center_anchored,3,1,bistable,0.4897788193684462,-0.31,0.2
B6_center_anchored,3,1,bistable,0.5432503314924332,-0.265,0.2
B6_center_anchored,3,1,bistable,0.6025595860743578,-0.21999999999999997,0.2
B6_center_anchored,3,1,bistable,0.6683439175686147,-0.17499999999999996,0.2
B6_center_anchored,3,1,bistable,0.7413102413009175,-0.13,0.2
B6_center_anchored,3,1,bistable,0.8222426499470711,-0.08500000000000003,0.2
B6_center_anchored,3,1,bistable,0.9120108393559098,-0.03999999999999999,0.2
B6_center_anchored,3,1,bistable,1.0115794542598986,0.005000000000000029,0.2
B6_center_anchored,3,1,bistable,1.1220184543019633,0.04999999999999996,0.2
B6_center_anchored,3,1,bistable,1.244514611771385,0.09499999999999997,0.2
B6_center_anchored,3,1,bistable,1.3803842646028848,0.13999999999999999,0.2
B6_center_anchored,3,1,bistable,1.53108746168203,0.18499999999999997,0.2
B6_center_anchored,3,1,bistable,1.6982436524617444,0.23,0.26401
B6_center_anchored,3,1,bistable,1.8836490894898006,0.275,0.26471
B6_center_anchored,3,1,bistable,2.0892961308540396,0.32,0.265535
B6_center_anchored,3,1,bistable,2.3173946499684783,0.36499999999999994,0.26652
B6_center_anchored,3,1,bistable,2.5703957827688635,0.4099999999999999,0.26772
B6_center_anchored,3,1,bistable,2.8510182675039095,0.455,0.26925
B6_center_anchored,3,1,bistable,3.1622776601683795,0.5,0.27136
B6_center_anchored,3,1,bistable,3.5075187395256804,0.545,0.27528
B6_center_anchored,3,1,bistable,3.890451449942806,0.59,1.0
B6_center_anchored,3,1,bistable,4.3151907682776525,0.635,1.0
B6_center_anchored,3,1,bistable,4.786300923226384,0.68,1.0
B6_center_anchored,3,1,bistable,5.3088444423098835,0.725,1.0
B6_center_anchored,3,1,bistable,5.88843655355589,0.77,1.0
B6_center_anchored,3,1,bistable,6.531305526474723,0.815,1.0
B6_center_anchored,3,1,bistable,7.244359600749901,0.86,1.0
B6_center_anchored,3,1,bistable,8.035261221856173,0.905,1.0
B6_center_anchored,3,1,bistable,8.912509381337454,0.95,1.0
B6_center_anchored,3,1,bistable,9.885530946569387,0.995,1.0
B6_center_anchored,3,1,bistable,10.964781961431852,1.04,1.0
B6_center_anchored,3,1,bistable,12.161860006463678,1.085,1.0
B6_center_anchored,3,1,bistable,13.489628825916533,1.13,1.0
B6_center_anchored,3,1,bistable,14.962356560944336,1.175,1.0
B6_center_anchored,3,1,bistable,16.595869074375607,1.22,1.0
B6_center_anchored,3,1,bistable,18.407720014689556,1.265,1.0
B6_center_anchored,3,1,bistable,20.417379446695296,1.31,1.0
B6_center_anchored,3,1,bistable,22.646443075930595,1.355,1.0
B6_center_anchored,3,1,bistable,25.118864315095795,1.4,1.0
B6_center_anchored,3,2,bistable,0.05011872336272722,-1.3,0.2
B6_center_anchored,3,2,bistable,0.05559042572704037,-1.255,0.2
B6_center_anchored,3,2,bistable,0.06165950018614822,-1.21,0.2
B6_center_anchored,3,2,bistable,0.06839116472814293,-1.165,0.2
B6_center_anchored,3,2,bistable,0.07585775750291836,-1.12,0.2
B6_center_anchored,3,2,bistable,0.08413951416451952,-1.075,0.2
B6_center_anchored,3,2,bistable,0.0933254300796991,-1.03,0.2
B6_center_anchored,3,2,bistable,0.10351421666793438,-0.985,0.2
B6_center_anchored,3,2,bistable,0.1148153621496883,-0.94,0.2
B6_center_anchored,3,2,bistable,0.12735030810166617,-0.895,0.2
B6_center_anchored,3,2,bistable,0.14125375446227545,-0.85,0.2
B6_center_anchored,3,2,bistable,0.15667510701081488,-0.805,0.2
B6_center_anchored,3,2,bistable,0.17378008287493754,-0.76,0.2
B6_center_anchored,3,2,bistable,0.1927524913190936,-0.715,0.2
B6_center_anchored,3,2,bistable,0.2137962089502232,-0.67,0.2
B6_center_anchored,3,2,bistable,0.23713737056616552,-0.625,0.2
B6_center_anchored,3,2,bistable,0.2630267991895382,-0.58,0.2
B6_center_anchored,3,2,bistable,0.29174270140011666,-0.535,0.2
B6_center_anchored,3,2,bistable,0.32359365692962827,-0.49,0.2
B6_center_anchored,3,2,bistable,0.3589219346450052,-0.445,0.2
B6_center_anchored,3,2,bistable,0.39810717055349726,-0.39999999999999997,0.2
B6_center_anchored,3,2,bistable,0.4415704473533125,-0.355,0.2
B6_center_anchored,3,2,bistable,0.4897788193684462,-0.31,0.2
B6_center_anchored,3,2,bistable,0.5432503314924332,-0.265,0.2
B6_center_anchored,3,2,bistable,0.6025595860743578,-0.21999999999999997,0.2
B6_center_anchored,3,2,bistable,0.6683439175686147,-0.17499999999999996,0.2
B6_center_anchored,3,2,bistable,0.7413102413009175,-0.13,0.2
B6_center_anchored,3,2,bistable,0.8222426499470711,-0.08500000000000003,0.2
B6_center_anchored,3,2,bistable,0.9120108393559098,-0.03999999999999999,0.2
B6_center_anchored,3,2,bistable,1.0115794542598986,0.005000000000000029,0.2
B6_center_anchored,3,2,bistable,1.1220184543019633,0.04999999999999996,0.2
B6_center_anchored,3,2,bistable,1.244514611771385,0.09499999999999997,0.20146
B6_center_anchored,3,2,bistable,1.3803842646028848,0.13999999999999999,0.20383
B6_center_anchored,3,2,bistable,1.53108746168203,0.18499999999999997,0.206655
B6_center_anchored,3,2,bistable,1.6982436524617444,0.23,0.21008
B6_center_anchored,3,2,bistable,1.8836490894898006,0.275,0.21438
B6_center_anchored,3,2,bistable,2.0892961308540396,0.32,0.22015
B6_center_anchored,3,2,bistable,2.3173946499684783,0.36499999999999994,0.229465
B6_center_anchored,3,2,bistable,2.5703957827688635,0.4099999999999999,0.86114
B6_center_anchored,3,2,bistable,2.8510182675039095,0.455,0.862805
B6_center_anchored,3,2,bistable,3.1622776601683795,0.5,0.86523
B6_center_anchored,3,2,bistable,3.5075187395256804,0.545,0.939505
B6_center_anchored,3,2,bistable,3.890451449942806,0.59,1.0
B6_center_anchored,3,2,bistable,4.3151907682776525,0.635,1.0
B6_center_anchored,3,2,bistable,4.786300923226384,0.68,1.0
B6_center_anchored,3,2,bistable,5.3088444423098835,0.725,1.0
B6_center_anchored,3,2,bistable,5.88843655355589,0.77,1.0
B6_center_anchored,3,2,bistable,6.531305526474723,0.815,1.0
B6_center_anchored,3,2,bistable,7.244359600749901,0.86,1.0
B6_center_anchored,3,2,bistable,8.035261221856173,0.905,1.0
B6_center_anchored,3,2,bistable,8.912509381337454,0.95,1.0
B6_center_anchored,3,2,bistable,9.885530946569387,0.995,1.0
B6_center_anchored,3,2,bistable,10.964781961431852,1.04,1.0
B6_center_anchored,3,2,bistable,12.161860006463678,1.085,1.0
B6_center_anchored,3,2,bistable,13.489628825916533,1.13,1.0
B6_center_anchored,3,2,bistable,14.962356560944336,1.175,1.0
B6_center_anchored,3,2,bistable,16.595869074375607,1.22,1.0
B6_center_anchored,3,2,bistable,18.407720014689556,1.265,1.0
B6_center_anchored,3,2,bistable,20.417379446695296,1.31,1.0
B6_center_anchored,3,2,bistable,22.646443075930595,1.355,1.0
B6_center_anchored,3,2,bistable,25.118864315095795,1.4,1.0
B6_center_anchored,3,3,bistable,0.05011872336272722,-1.3,0.2
B6_center_anchored,3,3,bistable,0.05559042572704037,-1.255,0.2
B6_center_anchored,3,3,bistable,0.06165950018614822,-1.21,0.2
B6_center_anchored,3,3,bistable,0.06839116472814293,-1.165,0.2
B6_center_anchored,3,3,bistable,0.07585775750291836,-1.12,0.2
B6_center_anchored,3,3,bistable,0.08413951416451952,-1.075,0.2
B6_center_anchored,3,3,bistable,0.0933254300796991,-1.03,0.2
B6_center_anchored,3,3,bistable,0.10351421666793438,-0.985,0.2
B6_center_anchored,3,3,bistable,0.1148153621496883,-0.94,0.2
B6_center_anchored,3,3,bistable,0.12735030810166617,-0.895,0.2
B6_center_anchored,3,3,bistable,0.14125375446227545,-0.85,0.2
B6_center_anchored,3,3,bistable,0.15667510701081488,-0.805,0.2
B6_center_anchored,3,3,bistable,0.17378008287493754,-0.76,0.2
B6_center_anchored,3,3,bistable,0.1927524913190936,-0.715,0.2
B6_center_anchored,3,3,bistable,0.2137962089502232,-0.67,0.2
B6_center_anchored,3,3,bistable,0.23713737056616552,-0.625,0.2
B6_center_anchored,3,3,bistable,0.2630267991895382,-0.58,0.2
B6_center_anchored,3,3,bistable,0.29174270140011666,-0.535,0.2
B6_center_anchored,3,3,bistable,0.32359365692962827,-0.49,0.2
B6_center_anchored,3,3,bistable,0.3589219346450052,-0.445,0.2
B6_center_anchored,3,3,bistable,0.39810717055349726,-0.39999999999999997,0.2
B6_center_anchored,3,3,bistable,0.4415704473533125,-0.355,0.2
B6_center_anchored,3,3,bistable,0.4897788193684462,-0.31,0.2
B6_center_anchored,3,3,bistable,0.5432503314924332,-0.265,0.2
B6_center_anchored,3,3,bistable,0.6025595860743578,-0.21999999999999997,0.2
B6_center_anchored,3,3,bistable,0.6683439175686147,-0.17499999999999996,0.2
B6_center_anchored,3,3,bistable,0.7413102413009175,-0.13,0.2
B6_center_anchored,3,3,bistable,0.8222426499470711,-0.08500000000000003,0.2
B6_center_anchored,3,3,bistable,0.9120108393559098,-0.03999999999999999,0.2
B6_center_anchored,3,3,bistable,1.0115794542598986,0.005000000000000029,0.2
B6_center_anchored,3,3,bistable,1.1220184543019633,0.04999999999999996,0.2
B6_center_anchored,3,3,bistable,1.244514611771385,0.09499999999999997,0.2
B6_center_anchored,3,3,bistable,1.3803842646028848,0.13999999999999999,0.2
B6_center_anchored,3,3,bistable,1.53108746168203,0.18499999999999997,0.2
B6_center_anchored,3,3,bistable,1.6982436524617444,0.23,0.2
B6_center_anchored,3,3,bistable,1.8836490894898006,0.275,0.2
B6_center_anchored,3,3,bistable,2.0892961308540396,0.32,0.2
B6_center_anchored,3,3,bistable,2.3173946499684783,0.36499999999999994,0.2
B6_center_anchored,3,3,bistable,2.5703957827688635,0.4099999999999999,0.2
B6_center_anchored,3,3,bistable,2.8510182675039095,0.455,0.2
B6_center_anchored,3,3,bistable,3.1622776601683795,0.5,0.2
B6_center_anchored,3,3,bistable,3.5075187395256804,0.545,0.27528
B6_center_anchored,3,3,bistable,3.890451449942806,0.59,1.0
B6_center_anchored,3,3,bistable,4.3151907682776525,0.635,1.0
B6_center_anchored,3,3,bistable,4.786300923226384,0.68,1.0
B6_center_anchored,3,3,bistable,5.3088444423098835,0.725,1.0
B6_center_anchored,3,3,bistable,5.88843655355589,0.77,1.0
B6_center_anchored,3,3,bistable,6.531305526474723,0.815,1.0
B6_center_anchored,3,3,bistable,7.244359600749901,0.86,1.0
B6_center_anchored,3,3,bistable,8.035261221856173,0.905,1.0
B6_center_anchored,3,3,bistable,8.912509381337454,0.95,1.0
B6_center_anchored,3,3,bistable,9.885530946569387,0.995,1.0
B6_center_anchored,3,3,bistable,10.964781961431852,1.04,1.0
B6_center_anchored,3,3,bistable,12.161860006463678,1.085,1.0
B6_center_anchored,3,3,bistable,13.489628825916533,1.13,1.0
B6_center_anchored,3,3,bistable,14.962356560944336,1.175,1.0
B6_center_anchored,3,3,bistable,16.595869074375607,1.22,1.0
B6_center_anchored,3,3,bistable,18.407720014689556,1.265,1.0
B6_center_anchored,3,3,bistable,20.417379446695296,1.31,1.0
B6_center_anchored,3,3,bistable,22.646443075930595,1.355,1.0
B6_center_anchored,3,3,bistable,25.118864315095795,1.4,1.0
B6_center_anchored,3,4,bistable,0.05011872336272722,-1.3,0.2
B6_center_anchored,3,4,bistable,0.05559042572704037,-1.255,0.2
B6_center_anchored,3,4,bistable,0.06165950018614822,-1.21,0.2
B6_center_anchored,3,4,bistable,0.06839116472814293,-1.165,0.2
B6_center_anchored,3,4,bistable,0.07585775750291836,-1.12,0.2
B6_center_anchored,3,4,bistable,0.08413951416451952,-1.075,0.2
B6_center_anchored,3,4,bistable,0.0933254300796991,-1.03,0.2
B6_center_anchored,3,4,bistable,0.10351421666793438,-0.985,0.2
B6_center_anchored,3,4,bistable,0.1148153621496883,-0.94,0.2
B6_center_anchored,3,4,bistable,0.12735030810166617,-0.895,0.2
B6_center_anchored,3,4,bistable,0.14125375446227545,-0.85,0.2
B6_center_anchored,3,4,bistable,0.15667510701081488,-0.805,0.2
B6_center_anchored,3,4,bistable,0.17378008287493754,-0.76,0.2
B6_center_anchored,3,4,bistable,0.1927524913190936,-0.715,0.2
B6_center_anchored,3,4,bistable,0.2137962089502232,-0.67,0.2
B6_center_anchored,3,4,bistable,0.23713737056616552,-0.625,0.2
B6_center_anchored,3,4,bistable,0.2630267991895382,-0.58,0.2
B6_center_anchored,3,4,bistable,0.29174270140011666,-0.535,0.2
B6_center_anchored,3,4,bistable,0.32359365692962827,-0.49,0.2
B6_center_anchored,3,4,bistable,0.3589219346450052,-0.445,0.2
B6_center_anchored,3,4,bistable,0.39810717055349726,-0.39999999999999997,0.2
B6_center_anchored,3,4,bistable,0.4415704473533125,-0.355,0.2
B6_center_anchored,3,4,bistable,0.4897788193684462,-0.31,0.2
B6_center_anchored,3,4,bistable,0.5432503314924332,-0.265,0.2
B6_center_anchored,3,4,bistable,0.6025595860743578,-0.21999999999999997,0.2
B6_center_anchored,3,4,bistable,0.6683439175686147,-0.17499999999999996,0.2
B6_center_anchored,3,4,bistable,0.7413102413009175,-0.13,0.2
B6_center_anchored,3,4,bistable,0.8222426499470711,-0.08500000000000003,0.2
B6_center_anchored,3,4,bistable,0.9120108393559098,-0.03999999999999999,0.2
B6_center_anchored,3,4,bistable,1.0115794542598986,0.005000000000000029,0.2
B6_center_anchored,3,4,bistable,1.1220184543019633,0.04999999999999996,0.2
B6_center_anchored,3,4,bistable,1.244514611771385,0.09499999999999997,0.2
B6_center_anchored,3,4,bistable,1.3803842646028848,0.13999999999999999,0.2
B6_center_anchored,3,4,bistable,1.53108746168203,0.18499999999999997,0.2
B6_center_anchored,3,4,bistable,1.6982436524617444,0.23,0.2
B6_center_anchored,3,4,bistable,1.8836490894898006,0.275,0.2
B6_center_anchored,3,4,bistable,2.0892961308540396,0.32,0.2
B6_center_anchored,3,4,bistable,2.3173946499684783,0.36499999999999994,0.2
B6_center_anchored,3,4,bistable,2.5703957827688635,0.4099999999999999,0.2
B6_center_anchored,3,4,bistable,2.8510182675039095,0.455,0.2
B6_center_anchored,3,4,bistable,3.1622776601683795,0.5,0.2
B6_center_anchored,3,4,bistable,3.5075187395256804,0.545,0.27528
B6_center_anchored,3,4,bistable,3.890451449942806,0.59,1.0
B6_center_anchored,3,4,bistable,4.3151907682776525,0.635,1.0
B6_center_anchored,3,4,bistable,4.786300923226384,0.68,1.0
B6_center_anchored,3,4,bistable,5.3088444423098835,0.725,1.0
B6_center_anchored,3,4,bistable,5.88843655355589,0.77,1.0
B6_center_anchored,3,4,bistable,6.531305526474723,0.815,1.0
B6_center_anchored,3,4,bistable,7.244359600749901,0.86,1.0
B6_center_anchored,3,4,bistable,8.035261221856173,0.905,1.0
B6_center_anchored,3,4,bistable,8.912509381337454,0.95,1.0
B6_center_anchored,3,4,bistable,9.885530946569387,0.995,1.0
B6_center_anchored,3,4,bistable,10.964781961431852,1.04,1.0
B6_center_anchored,3,4,bistable,12.161860006463678,1.085,1.0
B6_center_anchored,3,4,bistable,13.489628825916533,1.13,1.0
B6_center_anchored,3,4,bistable,14.962356560944336,1.175,1.0
B6_center_anchored,3,4,bistable,16.595869074375607,1.22,1.0
B6_center_anchored,3,4,bistable,18.407720014689556,1.265,1.0
B6_center_anchored,3,4,bistable,20.417379446695296,1.31,1.0
B6_center_anchored,3,4,bistable,22.646443075930595,1.355,1.0
B6_center_anchored,3,4,bistable,25.118864315095795,1.4,1.0
B6_center_anchored,3,5,bistable,0.05011872336272722,-1.3,0.2
B6_center_anchored,3,5,bistable,0.05559042572704037,-1.255,0.2
B6_center_anchored,3,5,bistable,0.06165950018614822,-1.21,0.2
B6_center_anchored,3,5,bistable,0.06839116472814293,-1.165,0.2
B6_center_anchored,3,5,bistable,0.07585775750291836,-1.12,0.2
B6_center_anchored,3,5,bistable,0.08413951416451952,-1.075,0.2
B6_center_anchored,3,5,bistable,0.0933254300796991,-1.03,0.2
B6_center_anchored,3,5,bistable,0.10351421666793438,-0.985,0.2
B6_center_anchored,3,5,bistable,0.1148153621496883,-0.94,0.2
B6_center_anchored,3,5,bistable,0.12735030810166617,-0.895,0.2
B6_center_anchored,3,5,bistable,0.14125375446227545,-0.85,0.2
B6_center_anchored,3,5,bistable,0.15667510701081488,-0.805,0.2
B6_center_anchored,3,5,bistable,0.17378008287493754,-0.76,0.2
B6_center_anchored,3,5,bistable,0.1927524913190936,-0.715,0.2
B6_center_anchored,3,5,bistable,0.2137962089502232,-0.67,0.2
B6_center_anchored,3,5,bistable,0.23713737056616552,-0.625,0.2
B6_center_anchored,3,5,bistable,0.2630267991895382,-0.58,0.2
B6_center_anchored,3,5,bistable,0.29174270140011666,-0.535,0.2
B6_center_anchored,3,5,bistable,0.32359365692962827,-0.49,0.2
B6_center_anchored,3,5,bistable,0.3589219346450052,-0.445,0.2
