family,n,E0,r,field,potential
B3_periodic,5,0.2,0.47565,0.7610090318333371,0.3076653078363384
B3_periodic,5,0.2,0.4757,0.762613007333337,0.30770339839643
B3_periodic,5,0.2,0.47575,0.7642147958333368,0.30774156910062167
B3_periodic,5,0.2,0.4758,0.7658143973333367,0.3077798198395634
B3_periodic,5,0.2,0.47585,0.7674118118333364,0.30781815050390504
B3_periodic,5,0.2,0.4759,0.7690070393333364,0.3078565609842967
B3_periodic,5,0.2,0.47595,0.7706000798333361,0.3078950511713883
B3_periodic,5,0.2,0.476,0.7721909333333359,0.30793362095583
B3_periodic,5,0.2,0.47605,0.7737795998333358,0.30797227022827167
B3_periodic,5,0.2,0.4761,0.7753660793333375,0.3080109988793634
B3_periodic,5,0.2,0.47615,0.7769503718333374,0.308049806799755
B3_periodic,5,0.2,0.4762,0.7785324773333372,0.3080886938800967
B3_periodic,5,0.2,0.47625,0.7801123958333369,0.30812766001103836
B3_periodic,5,0.2,0.4763,0.781690127333337,0.30816670508323
B3_periodic,5,0.2,0.47635,0.7832656718333365,0.3082058289873217
B3_periodic,5,0.2,0.4764,0.7848390293333366,0.3082450316139633
B3_periodic,5,0.2,0.47645,0.7864101998333362,0.30828431285380503
B3_periodic,5,0.2,0.4765,0.7879791833333363,0.30832367259749666
B3_periodic,5,0.2,0.47655,0.7895459798333357,0.30836311073568834
B3_periodic,5,0.2,0.4766,0.7911105893333376,0.30840262715903005
B3_periodic,5,0.2,0.47665,0.7926730118333374,0.3084422217581717
B3_periodic,5,0.2,0.4767,0.7942332473333371,0.3084818944237634
B3_periodic,5,0.2,0.47675,0.795791295833337,0.308521645046455
B3_periodic,5,0.2,0.4768,0.7973471573333368,0.30856147351689667
B3_periodic,5,0.2,0.47685,0.7989008318333367,0.30860137972573837
B3_periodic,5,0.2,0.4769,0.8004523193333364,0.30864136356363003
B3_periodic,5,0.2,0.47695,0.8020016198333363,0.3086814249212217
B3_periodic,5,0.2,0.477,0.8035487333333361,0.3087215636891633
B3_periodic,5,0.2,0.47705,0.8050936598333359,0.308761779758105
B3_periodic,5,0.2,0.4771,0.8066363993333374,0.3088020730186967
B3_periodic,5,0.2,0.47715,0.8081769518333374,0.3088424433615884
B3_periodic,5,0.2,0.4772,0.809715317333337,0.30888289067743
B3_periodic,5,0.2,0.47725,0.8112514958333371,0.3089234148568717
B3_periodic,5,0.2,0.4773,0.8127854873333367,0.3089640157905634
B3_periodic,5,0.2,0.47735,0.8143172918333368,0.30900469336915504
B3_periodic,5,0.2,0.4774,0.8158469093333363,0.3090454474832967
B3_periodic,5,0.2,0.47745,0.8173743398333364,0.30908627802363836
B3_periodic,5,0.2,0.4775,0.8188995833333359,0.30912718488083
B3_periodic,5,0.2,0.47755,0.8204226398333361,0.30916816794552165
B3_periodic,5,0.2,0.4776,0.8219435093333375,0.3092092271083634
B3_periodic,5,0.2,0.47765,0.8234621918333372,0.309250362260005
B3_periodic,5,0.2,0.4777,0.8249786873333371,0.3092915732910967
B3_periodic,5,0.2,0.47775,0.826492995833337,0.3093328600922884
B3_periodic,5,0.2,0.4778,0.8280051173333367,0.30937422255423
B3_periodic,5,0.2,0.47785,0.8295150518333366,0.3094156605675717
B3_periodic,5,0.2,0.4779,0.8310227993333364,0.30945717402296335
B3_periodic,5,0.2,0.47795,0.8325283598333363,0.30949876281105504
B3_periodic,5,0.2,0.478,0.834031733333336,0.30954042682249666
B3_periodic,5,0.2,0.47805,0.835532919833336,0.30958216594793836
B3_periodic,5,0.2,0.4781,0.8370319193333375,0.30962398007803005
B3_periodic,5,0.2,0.47815,0.8385287318333371,0.3096658691034217
B3_periodic,5,0.2,0.4782,0.8400233573333372,0.3097078329147634
B3_periodic,5,0.2,0.47825,0.8415157958333367,0.30974987140270505
B3_periodic,5,0.2,0.4783,0.843006047333337,0.3097919844578967
B3_periodic,5,0.2,0.47835,0.8444941118333364,0.30983417197098834
B3_periodic,5,0.2,0.4784,0.8459799893333365,0.30987643383263
B3_periodic,5,0.2,0.47845,0.8474636798333361,0.30991876993347167
B3_periodic,5,0.2,0.4785,0.8489451833333362,0.30996118016416335
B3_periodic,5,0.2,0.47855,0.8504244998333357,0.310003664415355
B3_periodic,5,0.2,0.4786,0.8519016293333374,0.3100462225776967
B3_periodic,5,0.2,0.47865,0.8533765718333373,0.3100888545418384
B3_periodic,5,0.2,0.4787,0.8548493273333371,0.31013156019843
B3_periodic,5,0.2,0.47875,0.8563198958333369,0.3101743394381217
B3_periodic,5,0.2,0.4788,0.8577882773333367,0.31021719215156335
B3_periodic,5,0.2,0.47885,0.8592544718333365,0.310260118229405
B3_periodic,5,0.2,0.4789,0.8607184793333365,0.31030311756229667
B3_periodic,5,0.2,0.47895,0.8621802998333362,0.31034619004088837
B3_periodic,5,0.2,0.479,0.8636399333333361,0.31038933555583004
B3_periodic,5,0.2,0.47905,0.8650973798333359,0.3104325539977717
B3_periodic,5,0.2,0.4791,0.8665526393333373,0.3104758452573634
B3_periodic,5,0.2,0.47915,0.8680057118333374,0.31051920922525506
B3_periodic,5,0.2,0.4792,0.8694565973333369,0.3105626457920967
B3_periodic,5,0.2,0.47925,0.870905295833337,0.3106061548485384
B3_periodic,5,0.2,0.4793,0.8723518073333366,0.31064973628523
B3_periodic,5,0.2,0.47935,0.8737961318333367,0.3106933899928217
B3_periodic,5,0.2,0.4794,0.8752382693333363,0.31073711586196334
B3_periodic,5,0.2,0.47945,0.8766782198333364,0.310780913783305
B3_periodic,5,0.2,0.4795,0.878115983333336,0.31082478364749666
B3_periodic,5,0.2,0.47955,0.8795515598333361,0.31086872534518833
B3_periodic,5,0.2,0.4796,0.8809849493333374,0.3109127387670301
B3_periodic,5,0.2,0.47965,0.8824161518333372,0.31095682380367173
B3_periodic,5,0.2,0.4797,0.8838451673333371,0.3110009803457634
B3_periodic,5,0.2,0.47975,0.8852719958333368,0.31104520828395504
B3_periodic,5,0.2,0.4798,0.8866966373333367,0.3110895075088967
B3_periodic,5,0.2,0.47985,0.8881190918333365,0.31113387791123837
B3_periodic,5,0.2,0.4799,0.8895393593333364,0.31117831938163004
B3_periodic,5,0.2,0.47995,0.8909574398333362,0.3112228318107217
B3_periodic,5,0.2,0.48,0.892373333333336,0.31126741508916334
B3_periodic,5,0.2,0.48005,0.8937870398333359,0.311312069107605
B3_periodic,5,0.2,0.4801,0.8951985593333375,0.3113567937566967
B3_periodic,5,0.2,0.48015,0.896607891833337,0.31140158892708836
B3_periodic,5,0.2,0.4802,0.8980150373333371,0.31144645450943004
B3_periodic,5,0.2,0.48025,0.8994199958333366,0.3114913903943717
B3_periodic,5,0.2,0.4803,0.9008227673333369,0.31153639647256337
B3_periodic,5,0.2,0.48035,0.9022233518333365,0.311581472634655
B3_periodic,5,0.2,0.4804,0.9036217493333365,0.3116266187712967
B3_periodic,5,0.2,0.48045,0.9050179598333361,0.31167183477313837
B3_periodic,5,0.2,0.4805,0.9064119833333362,0.31171712053083
B3_periodic,5,0.2,0.48055,0.9078038198333358,0.31176247593502165
B3_periodic,5,0.2,0.4806,0.9091934693333372,0.3118079008763634
B3_periodic,5,0.2,0.48065,0.910580931833337,0.31185339524550504
B3_periodic,5,0.2,0.4807,0.9119662073333369,0.3118989589330967
B3_periodic,5,0.2,0.48075,0.9133492958333367,0.3119445918297884
B3_periodic,5,0.2,0.4808,0.9147301973333366,0.31199029382623006
B3_periodic,5,0.2,0.48085,0.9161089118333364,0.3120360648130717
B3_periodic,5,0.2,0.4809,0.9174854393333364,0.31208190468096336
B3_periodic,5,0.2,0.48095,0.9188597798333361,0.312127813320555
B3_periodic,5,0.2,0.481,0.9202319333333361,0.31217379062249667
B3_periodic,5,0.2,0.48105,0.9216018998333358,0.31221983647743834
B3_periodic,5,0.2,0.4811,0.9229696793333372,0.31226595077603003
B3_periodic,5,0.2,0.48115,0.9243352718333372,0.3123121334089217
B3_periodic,5,0.2,0.4812,0.9256986773333367,0.3123583842667634
B3_periodic,5,0.2,0.48125,0.9270598958333369,0.31240470324020503
B3_periodic,5,0.2,0.4813,0.9284189273333364,0.3124510902198967
B3_periodic,5,0.2,0.48135,0.9297757718333367,0.31249754509648836
B3_periodic,5,0.2,0.4814,0.9311304293333362,0.31254406776063004
B3_periodic,5,0.2,0.48145,0.9324828998333362,0.3125906581029717
B3_periodic,5,0.2,0.4815,0.933833183333336,0.31263731601416334
B3_periodic,5,0.2,0.48155,0.935181279833336,0.312684041384855
B3_periodic,5,0.2,0.4816,0.9365271893333355,0.3127308341056967
B3_periodic,5,0.2,0.48165,0.9378709118333372,0.3127776940673384
B3_periodic,5,0.2,0.4817,0.9392124473333369,0.31282462116043
B3_periodic,5,0.2,0.48175,0.9405517958333367,0.31287161527562174
B3_periodic,5,0.2,0.4818,0.9418889573333367,0.3129186763035634
B3_periodic,5,0.2,0.48185,0.9432239318333366,0.31296580413490505
B3_periodic,5,0.2,0.4819,0.9445567193333364,0.3130129986602967
B3_periodic,5,0.2,0.48195,0.9458873198333363,0.31306025977038837
B3_periodic,5,0.2,0.482,0.9472157333333362,0.31310758735583
B3_periodic,5,0.2,0.48205,0.9485419598333361,0.3131549813072717
B3_periodic,5,0.2,0.4821,0.9498659993333358,0.31320244151536336
B3_periodic,5,0.2,0.48215,0.9511878518333371,0.31324996787075504
B3_periodic,5,0.2,0.4822,0.9525075173333368,0.3132975602640967
B3_periodic,5,0.2,0.48225,0.9538249958333367,0.31334521858603837
B3_periodic,5,0.2,0.4823,0.9551402873333367,0.31339294272723006
B3_periodic,5,0.2,0.48235,0.9564533918333366,0.3134407325783217
B3_periodic,5,0.2,0.4824,0.9577643093333363,0.3134885880299634
B3_periodic,5,0.2,0.48245,0.9590730398333361,0.31353650897280505
B3_periodic,5,0.2,0.4825,0.960379583333336,0.3135844952974967
B3_periodic,5,0.2,0.48255,0.9616839398333358,0.31363254689468834
B3_periodic,5,0.2,0.4826,0.9629861093333357,0.31368066365503
B3_periodic,5,0.2,0.48265,0.964286091833337,0.31372884546917174
B3_periodic,5,0.2,0.4827,0.965583887333337,0.3137770922277634
B3_periodic,5,0.2,0.48275,0.9668794958333369,0.3138254038214551
B3_periodic,5,0.2,0.4828,0.9681729173333367,0.31387378014089673
B3_periodic,5,0.2,0.48285,0.9694641518333366,0.3139222210767384
B3_periodic,5,0.2,0.4829,0.9707531993333364,0.31397072651963004
B3_periodic,5,0.2,0.48295,0.9720400598333362,0.3140192963602217
B3_periodic,5,0.2,0.483,0.973324733333336,0.31406793048916337
B3_periodic,5,0.2,0.48305,0.9746072198333359,0.314116628797105
B3_periodic,5,0.2,0.4831,0.975887519333336,0.31416539117469666
B3_periodic,5,0.2,0.48315,0.977165631833337,0.3142142175125884
B3_periodic,5,0.2,0.4832,0.9784415573333368,0.31426310770143007
B3_periodic,5,0.2,0.48325,0.9797152958333367,0.3143120616318717
B3_periodic,5,0.2,0.4833,0.9809868473333365,0.3143610791945634
B3_periodic,5,0.2,0.48335,0.9822562118333364,0.31441016028015506
B3_periodic,5,0.2,0.4834,0.9835233893333362,0.31445930477929673
B3_periodic,5,0.2,0.48345,0.9847883798333361,0.31450851258263834
B3_periodic,5,0.2,0.4835,0.986051183333336,0.31455778358083003
B3_periodic,5,0.2,0.48355,0.9873117998333358,0.3146071176645217
B3_periodic,5,0.2,0.4836,0.9885702293333357,0.31465651472436335
B3_periodic,5,0.2,0.48365,0.9898264718333369,0.3147059746510051
B3_periodic,5,0.2,0.4837,0.991080527333337,0.3147554973350967
B3_periodic,5,0.2,0.48375,0.9923323958333368,0.3148050826672884
B3_periodic,5,0.2,0.4838,0.9935820773333367,0.31485473053823004
B3_periodic,5,0.2,0.48385,0.9948295718333364,0.3149044408385717
B3_periodic,5,0.2,0.4839,0.9960748793333363,0.31495421345896335
B3_periodic,5,0.2,0.48395,0.9973179998333362,0.315004048290055
B3_periodic,5,0.2,0.484,0.998558933333336,0.3150539452224967
B3_periodic,5,0.2,0.48405,0.999797679833336,0.31510390414693834
B3_periodic,5,0.2,0.4841,1.0010342393333358,0.31515392495403
B3_periodic,5,0.2,0.48415,1.002268611833337,0.31520400753442174
B3_periodic,5,0.2,0.4842,1.0035007973333367,0.31525415177876337
B3_periodic,5,0.2,0.48425,1.0047307958333365,0.3153043575777051
B3_periodic,5,0.2,0.4843,1.0059586073333364,0.31535462482189675
B3_periodic,5,0.2,0.48435,1.0071842318333364,0.3154049534019884
B3_periodic,5,0.2,0.4844,1.0084076693333361,0.31545534320863006
B3_periodic,5,0.2,0.48445,1.0096289198333361,0.3155057941324717
B3_periodic,5,0.2,0.4845,1.010847983333336,0.31555630606416335
B3_periodic,5,0.2,0.48455,1.0120648598333357,0.315606878894355
B3_periodic,5,0.2,0.4846,1.0132795493333357,0.31565751251369667
B3_periodic,5,0.2,0.48465,1.0144920518333371,0.3157082068128384
B3_periodic,5,0.2,0.4847,1.0157023673333367,0.31575896168243006
B3_periodic,5,0.2,0.48475,1.016910495833337,0.31580977701312174
B3_periodic,5,0.2,0.4848,1.0181164373333365,0.3158606526955634
B3_periodic,5,0.2,0.48485,1.0193201918333366,0.315911588620405
B3_periodic,5,0.2,0.4849,1.0205217593333362,0.3159625846782967
B3_periodic,5,0.2,0.48495,1.0217211398333363,0.31601364075988836
B3_periodic,5,0.2,0.485,1.0229183333333358,0.31606475675583
B3_periodic,5,0.2,0.48505,1.024113339833336,0.31611593255677173
B3_periodic,5,0.2,0.4851,1.0253061593333355,0.31616716805336337
B3_periodic,5,0.2,0.48515,1.026496791833337,0.31621846313625507
B3_periodic,5,0.2,0.4852,1.0276852373333367,0.31626981769609674
B3_periodic,5,0.2,0.48525,1.0288714958333367,0.3163212316235384
B3_periodic,5,0.2,0.4853,1.0300555673333365,0.3163727048092301
B3_periodic,5,0.2,0.48535,1.0312374518333365,0.31642423714382173
B3_periodic,5,0.2,0.4854,1.0324171493333363,0.3164758285179634
B3_periodic,5,0.2,0.48545,1.033594659833336,0.31652747882230503
B3_periodic,5,0.2,0.4855,1.034769983333336,0.31657918794749673
B3_periodic,5,0.2,0.48555,1.0359431198333358,0.3166309557841884
B3_periodic,5,0.2,0.4856,1.0371140693333356,0.31668278222303003
B3_periodic,5,0.2,0.48565,1.0382828318333368,0.31673466715467175
B3_periodic,5,0.2,0.4857,1.0394494073333371,0.3167866104697634
B3_periodic,5,0.2,0.48575,1.0406137958333364,0.3168386120589551
B3_periodic,5,0.2,0.4858,1.0417759973333367,0.3168906718128967
B3_periodic,5,0.2,0.48585,1.0429360118333364,0.3169427896222384
B3_periodic,5,0.2,0.4859,1.0440938393333365,0.31699496537763006
B3_periodic,5,0.2,0.48595,1.045249479833336,0.3170471989697217
B3_periodic,5,0.2,0.486,1.0464029333333362,0.3170994902891634
B3_periodic,5,0.2,0.48605,1.0475541998333358,0.31715183922660506
B3_periodic,5,0.2,0.4861,1.048703279333336,0.31720424567269667
B3_periodic,5,0.2,0.48615,1.0498501718333368,0.31725670951808843
B3_periodic,5,0.2,0.4862,1.0509948773333369,0.3173092306534301
B3_periodic,5,0.2,0.48625,1.0521373958333367,0.3173618089693717
B3_periodic,5,0.2,0.4863,1.0532777273333367,0.3174144443565634
B3_periodic,5,0.2,0.48635,1.0544158718333365,0.3174671367056551
B3_periodic,5,0.2,0.4864,1.0555518293333361,0.31751988590729674
B3_periodic,5,0.2,0.48645,1.0566855998333362,0.3175726918521384
B3_periodic,5,0.2,0.4865,1.0578171833333359,0.31762555443083007
B3_periodic,5,0.2,0.48655,1.058946579833336,0.3176784735340217
B3_periodic,5,0.2,0.4866,1.0600737893333356,0.31773144905236334
B3_periodic,5,0.2,0.48665,1.0611988118333369,0.31778448087650507
B3_periodic,5,0.2,0.4867,1.0623216473333366,0.31783756889709674
B3_periodic,5,0.2,0.48675,1.0634422958333367,0.3178907130047884
B3_periodic,5,0.2,0.4868,1.0645607573333362,0.31794391309023007
B3_periodic,5,0.2,0.48685,1.0656770318333364,0.3179971690440717
B3_periodic,5,0.2,0.4869,1.0667911193333361,0.3180504807569634
B3_periodic,5,0.2,0.48695,1.0679030198333364,0.31810384811955505
B3_periodic,5,0.2,0.487,1.069012733333336,0.3181572710224967
B3_periodic,5,0.2,0.48705,1.070120259833336,0.3182107493564384
B3_periodic,5,0.2,0.4871,1.0712255993333355,0.31826428301203
B3_periodic,5,0.2,0.48715,1.0723287518333366,0.3183178718799218
B3_periodic,5,0.2,0.4872,1.0734297173333367,0.3183715158507634
B3_periodic,5,0.2,0.48725,1.0745284958333365,0.3184252148152051
B3_periodic,5,0.2,0.4873,1.0756250873333366,0.31847896866389674
B3_periodic,5,0.2,0.48735,1.0767194918333365,0.3185327772874884
B3_periodic,5,0.2,0.4874,1.0778117093333361,0.31858664057663005
B3_periodic,5,0.2,0.48745,1.078901739833336,0.3186405584219717
B3_periodic,5,0.2,0.4875,1.079989583333336,0.31869453071416337
B3_periodic,5,0.2,0.48755,1.0810752398333359,0.31874855734385504
B3_periodic,5,0.2,0.4876,1.0821587093333356,0.3188026382016967
B3_periodic,5,0.2,0.48765,1.0832399918333355,0.3188567731783384
B3_periodic,5,0.2,0.4877,1.0843190873333368,0.3189109621644301
B3_periodic,5,0.2,0.48775,1.0853959958333363,0.31896520505062176
B3_periodic,5,0.2,0.4878,1.0864707173333366,0.3190195017275634
B3_periodic,5,0.2,0.48785,1.087543251833336,0.31907385208590505
B3_periodic,5,0.2,0.4879,1.0886135993333363,0.31912825601629674
B3_periodic,5,0.2,0.48795,1.089681759833336,0.31918271340938836
B3_periodic,5,0.2,0.488,1.0907477333333362,0.31923722415583006
B3_periodic,5,0.2,0.48805,1.0918115198333356,0.3192917881462717
B3_periodic,5,0.2,0.4881,1.0928731193333359,0.3193464052713634
B3_periodic,5,0.2,0.48815,1.0939325318333353,0.31940107542175505
B3_periodic,5,0.2,0.4882,1.0949897573333365,0.31945579848809674
B3_periodic,5,0.2,0.48825,1.0960447958333366,0.3195105743610384
B3_periodic,5,0.2,0.4883,1.0970976473333363,0.3195654029312301
B3_periodic,5,0.2,0.48835,1.0981483118333362,0.31962028408932175
B3_periodic,5,0.2,0.4884,1.0991967893333363,0.3196752177259634
B3_periodic,5,0.2,0.48845,1.100243079833336,0.31973020373180505
B3_periodic,5,0.2,0.4885,1.101287183333336,0.3197852419974967
B3_periodic,5,0.2,0.48855,1.102329099833336,0.31984033241368837
B3_periodic,5,0.2,0.4886,1.1033688293333357,0.31989547487103004
B3_periodic,5,0.2,0.48865,1.1044063718333357,0.3199506692601717
B3_periodic,5,0.2,0.4887,1.1054417273333363,0.32000591547176344
B3_periodic,5,0.2,0.48875,1.1064748958333366,0.3200612133964551
B3_periodic,5,0.2,0.4888,1.1075058773333362,0.32011656292489676
B3_periodic,5,0.2,0.48885,1.1085346718333364,0.3201719639477384
B3_periodic,5,0.2,0.4889,1.109561279333336,0.32022741635563007
B3_periodic,5,0.2,0.48895,1.110585699833336,0.3202829200392217
B3_periodic,5,0.2,0.489,1.1116079333333357,0.3203384748891634
B3_periodic,5,0.2,0.48905,1.1126279798333358,0.32039408079610504
B3_periodic,5,0.2,0.4891,1.1136458393333355,0.32044973765069673
B3_periodic,5,0.2,0.48915,1.1146615118333356,0.3205054453435884
B3_periodic,5,0.2,0.4892,1.1156749973333364,0.32056120376543007
B3_periodic,5,0.2,0.48925,1.1166862958333363,0.32061701280687177
B3_periodic,5,0.2,0.4893,1.1176954073333363,0.3206728723585634
B3_periodic,5,0.2,0.48935,1.1187023318333362,0.3207287823111551
B3_periodic,5,0.2,0.4894,1.1197070693333362,0.3207847425552967
B3_periodic,5,0.2,0.48945,1.120709619833336,0.3208407529816384
B3_periodic,5,0.2,0.4895,1.121709983333336,0.32089681348083005
B3_periodic,5,0.2,0.48955,1.1227081598333357,0.3209529239435217
B3_periodic,5,0.2,0.4896,1.1237041493333357,0.32100908426036334
B3_periodic,5,0.2,0.48965,1.1246979518333355,0.32106529432200503
B3_periodic,5,0.2,0.4897,1.1256895673333367,0.32112155401909676
B3_periodic,5,0.2,0.48975,1.1266789958333363,0.3211778632422884
B3_periodic,5,0.2,0.4898,1.1276662373333364,0.32123422188223005
B3_periodic,5,0.2,0.48985,1.128651291833336,0.32129062982957174
B3_periodic,5,0.2,0.4899,1.1296341593333363,0.3213470869749634
B3_periodic,5,0.2,0.48995,1.1306148398333358,0.32140359320905504
B3_periodic,5,0.2,0.49,1.1315933333333361,0.3214601484224967
B3_periodic,5,0.2,0.49005,1.1325696398333354,0.32151675250593836
B3_periodic,5,0.2,0.4901,1.1335437593333357,0.32157340535003004
B3_periodic,5,0.2,0.49015,1.1345156918333352,0.3216301068454217
B3_periodic,5,0.2,0.4902,1.1354854373333365,0.32168685688276344
B3_periodic,5,0.2,0.49025,1.1364529958333365,0.3217436553527051
B3_periodic,5,0.2,0.4903,1.1374183673333362,0.3218005021458967
B3_periodic,5,0.2,0.49035,1.138381551833336,0.3218573971529884
B3_periodic,5,0.2,0.4904,1.139342549333336,0.32191434026463006
B3_periodic,5,0.2,0.49045,1.140301359833336,0.3219713313714717
B3_periodic,5,0.2,0.4905,1.1412579833333358,0.3220283703641634
B3_periodic,5,0.2,0.49055,1.1422124198333357,0.32208545713335507
B3_periodic,5,0.2,0.4906,1.1431646693333355,0.3221425915696967
B3_periodic,5,0.2,0.49065,1.1441147318333353,0.3221997735638384
B3_periodic,5,0.2,0.4907,1.1450626073333363,0.3222570030064301
B3_periodic,5,0.2,0.49075,1.1460082958333364,0.32231427978812177
B3_periodic,5,0.2,0.4908,1.146951797333336,0.3223716037995634
B3_periodic,5,0.2,0.49085,1.1478931118333362,0.3224289749314051
B3_periodic,5,0.2,0.4909,1.1488322393333357,0.3224863930742967
B3_periodic,5,0.2,0.49095,1.149769179833336,0.3225438581188884
B3_periodic,5,0.2,0.491,1.1507039333333358,0.32260136995583005
B3_periodic,5,0.2,0.49105,1.151636499833336,0.3226589284757717
B3_periodic,5,0.2,0.4911,1.1525668793333355,0.32271653356936336
B3_periodic,5,0.2,0.49115,1.1534950718333357,0.32277418512725503
B3_periodic,5,0.2,0.4912,1.1544210773333363,0.32283188304009675
B3_periodic,5,0.2,0.49125,1.155344895833336,0.3228896271985384
B3_periodic,5,0.2,0.4913,1.1562665273333361,0.3229474174932301
B3_periodic,5,0.2,0.49135,1.157185971833336,0.32300525381482176
B3_periodic,5,0.2,0.4914,1.158103229333336,0.3230631360539634
B3_periodic,5,0.2,0.49145,1.159018299833336,0.3231210641013051
B3_periodic,5,0.2,0.4915,1.1599311833333357,0.32317903784749674
B3_periodic,5,0.2,0.49155,1.1608418798333358,0.3232370571831884
B3_periodic,5,0.2,0.4916,1.1617503893333354,0.32329512199903004
B3_periodic,5,0.2,0.49165,1.1626567118333355,0.3233532321856717
B3_periodic,5,0.2,0.4917,1.1635608473333365,0.3234113876337634
B3_periodic,5,0.2,0.49175,1.164462795833336,0.3234695882339551
B3_periodic,5,0.2,0.4918,1.1653625573333362,0.32352783387689676
B3_periodic,5,0.2,0.49185,1.1662601318333359,0.3235861244532384
B3_periodic,5,0.2,0.4919,1.167155519333336,0.32364445985363005
B3_periodic,5,0.2,0.49195,1.1680487198333358,0.32370283996872173
B3_periodic,5,0.2,0.492,1.1689397333333358,0.3237612646891634
B3_periodic,5,0.2,0.49205,1.1698285598333356,0.32381973390560503
B3_periodic,5,0.2,0.4921,1.1707151993333358,0.3238782475086967
B3_periodic,5,0.2,0.49215,1.1715996518333351,0.32393680538908837
B3_periodic,5,0.2,0.4922,1.1724819173333363,0.3239954074374301
B3_periodic,5,0.2,0.49225,1.1733619958333361,0.3240540535443718
B3_periodic,5,0.2,0.4923,1.1742398873333362,0.3241127436005634
B3_periodic,5,0.2,0.49235,1.175115591833336,0.3241714774966551
B3_periodic,5,0.2,0.4924,1.175989109333336,0.32423025512329673
B3_periodic,5,0.2,0.49245,1.1768604398333358,0.3242890763711384
B3_periodic,5,0.2,0.4925,1.1777295833333357,0.32434794113083004
B3_periodic,5,0.2,0.49255,1.1785965398333356,0.3244068492930217
B3_periodic,5,0.2,0.4926,1.1794613093333355,0.3244658007483634
B3_periodic,5,0.2,0.49265,1.1803238918333354,0.32452479538750506
B3_periodic,5,0.2,0.4927,1.181184287333336,0.3245838331010968
B3_periodic,5,0.2,0.49275,1.1820424958333364,0.32464291377978843
B3_periodic,5,0.2,0.4928,1.182898517333336,0.3247020373142301
B3_periodic,5,0.2,0.49285,1.183752351833336,0.32476120359507177
B3_periodic,5,0.2,0.4929,1.1846039993333357,0.3248204125129634
B3_periodic,5,0.2,0.49295,1.185453459833336,0.32487966395855505
B3_periodic,5,0.2,0.493,1.1863007333333355,0.3249389578224967
B3_periodic,5,0.2,0.49305,1.1871458198333358,0.3249982939954384
B3_periodic,5,0.2,0.4931,1.1879887193333352,0.32505767236803007
B3_periodic,5,0.2,0.49315,1.1888294318333354,0.3251170928309217
B3_periodic,5,0.2,0.4932,1.1896679573333362,0.3251765552747634
B3_periodic,5,0.2,0.49325,1.190504295833336,0.3252360595902051
B3_periodic,5,0.2,0.4933,1.1913384473333362,0.3252956056678967
B3_periodic,5,0.2,0.49335,1.192170411833336,0.3253551933984884
B3_periodic,5,0.2,0.4934,1.1930001893333357,0.32541482267263006
B3_periodic,5,0.2,0.49345,1.1938277798333357,0.32547449338097173
B3_periodic,5,0.2,0.4935,1.1946531833333356,0.3255342054141634
B3_periodic,5,0.2,0.49355,1.1954763998333355,0.32559395866285507
B3_periodic,5,0.2,0.4936,1.1962974293333355,0.3256537530176967
B3_periodic,5,0.2,0.49365,1.1971162718333355,0.3257135883693384
B3_periodic,5,0.2,0.4937,1.1979329273333363,0.3257734646084301
B3_periodic,5,0.2,0.49375,1.198747395833336,0.32583338162562175
B3_periodic,5,0.2,0.4938,1.1995596773333361,0.32589333931156345
B3_periodic,5,0.2,0.49385,1.2003697718333357,0.3259533375569051
B3_periodic,5,0.2,0.4939,1.201177679333336,0.32601337625229676
B3_periodic,5,0.2,0.49395,1.2019833998333356,0.3260734552883884
B3_periodic,5,0.2,0.494,1.2027869333333359,0.3261335745558301
B3_periodic,5,0.2,0.49405,1.2035882798333353,0.32619373394527174
B3_periodic,5,0.2,0.4941,1.2043874393333356,0.3262539333473634
B3_periodic,5,0.2,0.49415,1.205184411833335,0.32631417265275503
B3_periodic,5,0.2,0.4942,1.2059791973333354,0.3263744517520967
B3_periodic,5,0.2,0.49425,1.2067717958333362,0.3264347705360384
B3_periodic,5,0.2,0.4943,1.207562207333336,0.3264951288952301
B3_periodic,5,0.2,0.49435,1.208350431833336,0.32655552672032173
B3_periodic,5,0.2,0.4944,1.2091364693333355,0.3266159639019634
B3_periodic,5,0.2,0.49445,1.2099203198333357,0.32667644033080506
B3_periodic,5,0.2,0.4945,1.2107019833333357,0.32673695589749674
B3_periodic,5,0.2,0.49455,1.2114814598333357,0.3267975104926884
B3_periodic,5,0.2,0.4946,1.2122587493333352,0.32685810400703
B3_periodic,5,0.2,0.49465,1.2130338518333352,0.3269187363311717
B3_periodic,5,0.2,0.4947,1.2138067673333353,0.32697940735576336
B3_periodic,5,0.2,0.49475,1.2145774958333362,0.3270401169714551
B3_periodic,5,0.2,0.4948,1.2153460373333358,0.32710086506889674
B3_periodic,5,0.2,0.49485,1.2161123918333359,0.32716165153873844
B3_periodic,5,0.2,0.4949,1.2168765593333357,0.3272224762716301
B3_periodic,5,0.2,0.49495,1.2176385398333358,0.3272833391582217
B3_periodic,5,0.2,0.495,1.2183983333333355,0.3273442400891634
B3_periodic,5,0.2,0.49505,1.2191559398333356,0.32740517895510507
B3_periodic,5,0.2,0.4951,1.219911359333335,0.32746615564669673
B3_periodic,5,0.2,0.49515,1.2206645918333356,0.32752717005458837
B3_periodic,5,0.2,0.4952,1.2214156373333351,0.32758822206943006
