family,n,E0,r,field,potential
B3_periodic,5,0.2,0.7284,0.7991598559999706,0.5982892709023695
B3_periodic,5,0.2,0.72845,0.7906371777499714,0.598329015951232
B3_periodic,5,0.2,0.7285,0.7820849749999723,0.5983683341280694
B3_periodic,5,0.2,0.72855,0.7735032477499731,0.5984072239566569
B3_periodic,5,0.2,0.7286,0.764891995999974,0.5984456839607695
B3_periodic,5,0.2,0.72865,0.7562512197499749,0.5984837126641819
B3_periodic,5,0.2,0.7287,0.7475809189999758,0.5985213085906694
B3_periodic,5,0.2,0.72875,0.7388810937499768,0.5985584702640069
B3_periodic,5,0.2,0.7288,0.7301517439999776,0.5985951962079694
B3_periodic,5,0.2,0.72885,0.7213928697499786,0.5986314849463319
B3_periodic,5,0.2,0.7289,0.7126044709999795,0.5986673350028694
B3_periodic,5,0.2,0.72895,0.7037865477499802,0.5987027449013569
B3_periodic,5,0.2,0.729,0.6949390999999813,0.5987377131655693
B3_periodic,5,0.2,0.72905,0.6860621277499822,0.5987722383192818
B3_periodic,5,0.2,0.7291,0.6771556309999831,0.5988063188862693
B3_periodic,5,0.2,0.72915,0.6682196097499842,0.5988399533903068
B3_periodic,5,0.2,0.7292,0.6592540639999851,0.5988731403551694
B3_periodic,5,0.2,0.72925,0.650258993749986,0.5989058783046318
B3_periodic,5,0.2,0.7293,0.6412343989999869,0.5989381657624694
B3_periodic,5,0.2,0.72935,0.6321802797499678,0.5989700012524569
B3_periodic,5,0.2,0.7294,0.6230966359999687,0.5990013832983694
B3_periodic,5,0.2,0.72945,0.6139834677499696,0.5990323104239819
B3_periodic,5,0.2,0.7295,0.6048407749999706,0.5990627811530694
B3_periodic,5,0.2,0.72955,0.5956685577499715,0.5990927940094068
B3_periodic,5,0.2,0.7296,0.5864668159999724,0.5991223475167694
B3_periodic,5,0.2,0.72965,0.5772355497499734,0.5991514401989319
B3_periodic,5,0.2,0.7297,0.5679747589999743,0.5991800705796694
B3_periodic,5,0.2,0.72975,0.5586844437499753,0.5992082371827568
B3_periodic,5,0.2,0.7298,0.5493646039999763,0.5992359385319694
B3_periodic,5,0.2,0.72985,0.5400152397499772,0.5992631731510819
B3_periodic,5,0.2,0.7299,0.5306363509999782,0.5992899395638693
B3_periodic,5,0.2,0.72995,0.5212279377499792,0.5993162362941069
B3_periodic,5,0.2,0.73,0.5117899999999802,0.5993420618655694
B3_periodic,5,0.2,0.73005,0.5023225377499811,0.5993674148020318
B3_periodic,5,0.2,0.7301,0.4928255509999821,0.5993922936272693
B3_periodic,5,0.2,0.73015,0.48329903974998323,0.5994166968650568
B3_periodic,5,0.2,0.7302,0.47374300399998426,0.5994406230391693
B3_periodic,5,0.2,0.73025,0.4641574437499852,0.5994640706733818
B3_periodic,5,0.2,0.7303,0.45454235899998635,0.5994870382914693
B3_periodic,5,0.2,0.73035,0.4448977497499658,0.5995095244172068
B3_periodic,5,0.2,0.7304,0.4352236159999668,0.5995315275743693
B3_periodic,5,0.2,0.73045,0.42551995774996776,0.5995530462867319
B3_periodic,5,0.2,0.7305,0.4157867749999688,0.5995740790780694
B3_periodic,5,0.2,0.73055,0.40602406774996985,0.5995946244721568
B3_periodic,5,0.2,0.7306,0.3962318359999708,0.5996146809927694
B3_periodic,5,0.2,0.73065,0.3864100797499719,0.5996342471636819
B3_periodic,5,0.2,0.7307,0.37655879899997285,0.5996533215086693
B3_periodic,5,0.2,0.73075,0.36667799374997384,0.5996719025515068
B3_periodic,5,0.2,0.7308,0.3567676639999749,0.5996899888159694
B3_periodic,5,0.2,0.73085,0.34682780974997596,0.5997075788258318
B3_periodic,5,0.2,0.7309,0.336858430999977,0.5997246711048694
B3_periodic,5,0.2,0.73095,0.326859527749978,0.5997412641768569
B3_periodic,5,0.2,0.731,0.31683109999997905,0.5997573565655694
B3_periodic,5,0.2,0.73105,0.30677314774998016,0.5997729467947819
B3_periodic,5,0.2,0.7311,0.29668567099998205,0.5997880333882694
B3_periodic,5,0.2,0.73115,0.28656866974998313,0.5998026148698068
B3_periodic,5,0.2,0.7312,0.2764221439999842,0.5998166897631694
B3_periodic,5,0.2,0.73125,0.2662460937499853,0.5998302565921318
B3_periodic,5,0.2,0.7313,0.2560405189999864,0.5998433138804693
B3_periodic,5,0.2,0.73135,0.2458054197499875,0.5998558601519568
B3_periodic,5,0.2,0.7314,0.2355407959999658,0.5998678939303693
B3_periodic,5,0.2,0.73145,0.22524664774996686,0.5998794137394818
B3_periodic,5,0.2,0.7315,0.2149229749999679,0.5998904181030693
B3_periodic,5,0.2,0.73155,0.20456977774996898,0.5999009055449068
B3_periodic,5,0.2,0.7316,0.19418705599997005,0.5999108745887693
B3_periodic,5,0.2,0.73165,0.1837748097499711,0.5999203237584319
B3_periodic,5,0.2,0.7317,0.17333303899997218,0.5999292515776693
B3_periodic,5,0.2,0.73175,0.16286174374997328,0.5999376565702569
B3_periodic,5,0.2,0.7318,0.15236092399997442,0.5999455372599694
B3_periodic,5,0.2,0.73185,0.1418305797499755,0.5999528921705819
B3_periodic,5,0.2,0.7319,0.13127071099997661,0.5999597198258694
B3_periodic,5,0.2,0.73195,0.12068131774997773,0.5999660187496069
B3_periodic,5,0.2,0.732,0.11006239999997885,0.5999717874655693
B3_periodic,5,0.2,0.73205,0.09941395774997999,0.5999770244975319
B3_periodic,5,0.2,0.7321,0.08873599099998113,0.5999817283692693
B3_periodic,5,0.2,0.73215,0.07802849974998226,0.5999858976045568
B3_periodic,5,0.2,0.7322,0.06729148399998341,0.5999895307271693
B3_periodic,5,0.2,0.73225,0.056524943749984576,0.5999926262608818
B3_periodic,5,0.2,0.7323,0.04572887899998574,0.5999951827294693
B3_periodic,5,0.2,0.73235,0.03490328974998692,0.5999971986567069
B3_periodic,5,0.2,0.7324,0.024048175999963953,0.5999986725663693
B3_periodic,5,0.2,0.73245,0.01316353774996507,0.5999996029822319
B3_periodic,5,0.2,0.7325,0.0022493749999661946,0.5999999884280693
B3_periodic,5,0.2,0.73255,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7326,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73265,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7327,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73275,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7328,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73285,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7329,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73295,0.0,0.6000000000000001
B3_periodic,5,0.2,0.733,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73305,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7331,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73315,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7332,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73325,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7333,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73335,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7334,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73345,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7335,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73355,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7336,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73365,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7337,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73375,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7338,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73385,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7339,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73395,0.0,0.6000000000000001
B3_periodic,5,0.2,0.734,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73405,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7341,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73415,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7342,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73425,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7343,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73435,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7344,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73445,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7345,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73455,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7346,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73465,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7347,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73475,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7348,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73485,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7349,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73495,0.0,0.6000000000000001
B3_periodic,5,0.2,0.735,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73505,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7351,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73515,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7352,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73525,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7353,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73535,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7354,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73545,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7355,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73555,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7356,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73565,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7357,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73575,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7358,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73585,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7359,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73595,0.0,0.6000000000000001
B3_periodic,5,0.2,0.736,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73605,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7361,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73615,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7362,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73625,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7363,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73635,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7364,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73645,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7365,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73655,0.0,0.6000000000000001
B3_periodic,5,0.2,0.7366,0.0,0.6000000000000001
B3_periodic,5,0.2,0.73665,0.024049706625157027,0.6000002946307503
B3_periodic,5,0.2,0.7367,0.07286272650014997,0.6000027191023316
B3_periodic,5,0.2,0.73675,0.12127716562514299,0.6000075742603879
B3_periodic,5,0.2,0.7368,0.16929302400013613,0.6000148401758816
B3_periodic,5,0.2,0.73685,0.21691030162512936,0.6000244969197753
B3_periodic,5,0.2,0.7369,0.26412899850012267,0.6000365245630316
B3_periodic,5,0.2,0.73695,0.31094911462511604,0.6000509031766128
B3_periodic,5,0.2,0.737,0.35737065000010954,0.6000676128314816
B3_periodic,5,0.2,0.73705,0.4033936046251031,0.6000866335986004
B3_periodic,5,0.2,0.7371,0.4490179785000968,0.6001079455489317
B3_periodic,5,0.2,0.73715,0.49424377162509064,0.6001315287534379
B3_periodic,5,0.2,0.7372,0.5390709840000845,0.6001573632830817
B3_periodic,5,0.2,0.73725,0.5834996156250785,0.6001854292088253
B3_periodic,5,0.2,0.7373,0.6275296665000725,0.6002157066016316
B3_periodic,5,0.2,0.73735,0.6711611366250666,0.6002481755324629
B3_periodic,5,0.2,0.7374,0.7143940260001564,0.6002828160722817
B3_periodic,5,0.2,0.73745,0.7572283346251499,0.6003196082920504
B3_periodic,5,0.2,0.7375,0.7996640625001434,0.6003585322627317
B3_periodic,5,0.2,0.73755,0.8417012096251371,0.6003995680552879
B3_periodic,5,0.2,0.7376,0.8833397760001307,0.6004426957406818
B3_periodic,5,0.2,0.73765,0.9245797616251245,0.6004878953898755
B3_periodic,5,0.2,0.7377,0.9654211665001186,0.6005351470738317
B3_periodic,5,0.2,0.73775,1.0058639906251126,0.600584430863513
B3_periodic,5,0.2,0.7378,1.0459082340001067,0.6006357268298818
B3_periodic,5,0.2,0.73785,1.0855538966251008,0.6006890150439005
B3_periodic,5,0.2,0.7379,1.124800978500095,0.6007442755765318
B3_periodic,5,0.2,0.73795,1.1636494796250894,0.6008014884987379
B3_periodic,5,0.2,0.738,1.2020994000000838,0.6008606338814817
B3_periodic,5,0.2,0.73805,1.2401507396250786,0.6009216917957254
B3_periodic,5,0.2,0.7381,1.2778034985000732,0.6009846423124316
B3_periodic,5,0.2,0.73815,1.315057676625068,0.601049465502563
B3_periodic,5,0.2,0.7382,1.3519132740000628,0.6011161414370817
B3_periodic,5,0.2,0.73825,1.3883702906250577,0.6011846501869504
B3_periodic,5,0.2,0.7383,1.4244287265000528,0.6012549718231317
B3_periodic,5,0.2,0.73835,1.460088581625048,0.6013270864165879
B3_periodic,5,0.2,0.7384,1.495349856000043,0.6014009740382816
B3_periodic,5,0.2,0.73845,1.530212549625115,0.6014766147591756
B3_periodic,5,0.2,0.7385,1.56467666250011,0.6015539886502318
B3_periodic,5,0.2,0.73855,1.5987421946251044,0.6016330757824131
B3_periodic,5,0.2,0.7386,1.6324091460000991,0.6017138562266818
B3_periodic,5,0.2,0.73865,1.665677516625094,0.6017963100540006
B3_periodic,5,0.2,0.7387,1.698547306500089,0.6018804173353318
B3_periodic,5,0.2,0.73875,1.7310185156250837,0.6019661581416381
B3_periodic,5,0.2,0.7388,1.763091144000079,0.6020535125438818
B3_periodic,5,0.2,0.73885,1.7947651916250738,0.6021424606130256
B3_periodic,5,0.2,0.7389,1.8260406585000692,0.6022329824200318
B3_periodic,5,0.2,0.73895,1.856917544625065,0.602325058035863
B3_periodic,5,0.2,0.739,1.8873958500000603,0.6024186675314818
B3_periodic,5,0.2,0.73905,1.9174755746250558,0.6025137909778505
B3_periodic,5,0.2,0.7391,1.9471567185000513,0.6026104084459317
B3_periodic,5,0.2,0.73915,1.976439281625047,0.602708500006688
B3_periodic,5,0.2,0.7392,2.005323264000043,0.6028080457310817
B3_periodic,5,0.2,0.73925,2.0338086656250387,0.6029090256900755
B3_periodic,5,0.2,0.7393,2.061895486500035,0.6030114199546317
B3_periodic,5,0.2,0.73935,2.089583726625031,0.603115208595713
B3_periodic,5,0.2,0.7394,2.116873386000027,0.6032203716842817
B3_periodic,5,0.2,0.73945,2.143764464625082,0.6033268892913007
B3_periodic,5,0.2,0.7395,2.170256962500078,0.6034347414877319
B3_periodic,5,0.2,0.73955,2.196350879625073,0.6035439083445382
B3_periodic,5,0.2,0.7396,2.2220462160000696,0.603654369932682
B3_periodic,5,0.2,0.73965,2.2473429716250655,0.6037661063231257
B3_periodic,5,0.2,0.7397,2.272241146500061,0.6038790975868319
B3_periodic,5,0.2,0.73975,2.296740740625057,0.6039933237947631
B3_periodic,5,0.2,0.7398,2.3208417540000528,0.6041087650178819
B3_periodic,5,0.2,0.73985,2.3445441866250496,0.6042254013271506
B3_periodic,5,0.2,0.7399,2.367848038500045,0.6043432127935319
B3_periodic,5,0.2,0.73995,2.3907533096250417,0.6044621794879881
B3_periodic,5,0.2,0.74,2.4132600000000384,0.6045822814814819
B3_periodic,5,0.2,0.74005,2.435368109625035,0.6047034988449755
B3_periodic,5,0.2,0.7401,2.457077638500032,0.6048258116494318
B3_periodic,5,0.2,0.74015,2.4783885866250275,0.6049491999658131
B3_periodic,5,0.2,0.7402,2.4993009540000255,0.6050736438650818
B3_periodic,5,0.2,0.74025,2.5198147406250215,0.6051991234182005
B3_periodic,5,0.2,0.7403,2.5399299465000187,0.6053256186961318
B3_periodic,5,0.2,0.74035,2.5596465716250156,0.605453109769838
B3_periodic,5,0.2,0.7404,2.5789646160000133,0.6055815767102818
B3_periodic,5,0.2,0.74045,2.597884079625051,0.6057109995884258
B3_periodic,5,0.2,0.7405,2.6164049625000487,0.605841358475232
B3_periodic,5,0.2,0.74055,2.634527264625045,0.6059726334416632
B3_periodic,5,0.2,0.7406,2.6522509860000416,0.606104804558682
B3_periodic,5,0.2,0.74065,2.669576126625038,0.6062378518972507
B3_periodic,5,0.2,0.7407,2.686502686500035,0.606371755528332
B3_periodic,5,0.2,0.74075,2.703030665625032,0.6065064955228882
B3_periodic,5,0.2,0.7408,2.719160064000029,0.6066420519518819
B3_periodic,5,0.2,0.74085,2.734890881625027,0.6067784048862757
B3_periodic,5,0.2,0.7409,2.7502231185000228,0.6069155343970319
B3_periodic,5,0.2,0.74095,2.7651567746250207,0.6070534205551131
B3_periodic,5,0.2,0.741,2.7796918500000185,0.6071920434314819
B3_periodic,5,0.2,0.74105,2.793828344625015,0.6073313830971006
B3_periodic,5,0.2,0.7411,2.8075662585000134,0.6074714196229318
B3_periodic,5,0.2,0.74115,2.8209055916250105,0.6076121330799381
B3_periodic,5,0.2,0.7412,2.833846344000009,0.6077535035390818
B3_periodic,5,0.2,0.74125,2.846388515625007,0.6078955110713256
B3_periodic,5,0.2,0.7413,2.8585321065000047,0.6080381357476318
B3_periodic,5,0.2,0.74135,2.870277116625003,0.608181357638963
B3_periodic,5,0.2,0.7414,2.8816235460000006,0.6083251568162817
B3_periodic,5,0.2,0.74145,2.892571394625022,0.6084695133505508
B3_periodic,5,0.2,0.7415,2.90312066250002,0.6086144073127321
B3_periodic,5,0.2,0.74155,2.9132713496250173,0.6087598187737883
B3_periodic,5,0.2,0.7416,2.9230234560000152,0.608905727804682
B3_periodic,5,0.2,0.74165,2.9323769816250134,0.6090521144763757
B3_periodic,5,0.2,0.7417,2.9413319265000104,0.609198958859832
B3_periodic,5,0.2,0.74175,2.9498882906250095,0.6093462410260132
B3_periodic,5,0.2,0.7418,2.9580460740000065,0.609493941045882
B3_periodic,5,0.2,0.74185,2.965805276625005,0.6096420389904007
B3_periodic,5,0.2,0.7419,2.9731658985000036,0.6097905149305319
B3_periodic,5,0.2,0.74195,2.9801279396250013,0.6099393489372381
B3_periodic,5,0.2,0.742,2.9866914,0.6100885210814819
B3_periodic,5,0.2,0.74205,2.992856279624998,0.6102380114342256
B3_periodic,5,0.2,0.7421,2.9986225784999974,0.6103878000664319
B3_periodic,5,0.2,0.74215,3.003990296624996,0.6105378670490631
B3_periodic,5,0.2,0.7422,3.008959433999994,0.6106881924530818
B3_periodic,5,0.2,0.74225,3.013529990624993,0.6108387563494505
B3_periodic,5,0.2,0.7423,3.017701966499992,0.6109895388091318
B3_periodic,5,0.2,0.74235,3.0214753616249914,0.611140519903088
B3_periodic,5,0.2,0.7424,3.02485017599999,0.6112916797022817
B3_periodic,5,0.2,0.74245,3.0278264096249954,0.6114429982776758
B3_periodic,5,0.2,0.7425,3.030404062499994,0.6115944557002321
B3_periodic,5,0.2,0.74255,3.0325831346249927,0.6117460320409133
B3_periodic,5,0.2,0.7426,3.034363625999991,0.611897707370682
B3_periodic,5,0.2,0.74265,3.03574553662499,0.6120494617605008
B3_periodic,5,0.2,0.7427,3.036728866499988,0.612201275281332
B3_periodic,5,0.2,0.74275,3.0373136156249876,0.6123531280041382
B3_periodic,5,0.2,0.7428,3.0374997839999867,0.612504999999882
B3_periodic,5,0.2,0.74285,3.037287371624986,0.6126568713395256
B3_periodic,5,0.2,0.7429,3.0366763784999846,0.6128087220940319
B3_periodic,5,0.2,0.74295,3.035666804624984,0.6129605323343631
B3_periodic,5,0.2,0.743,3.0342586499999835,0.6131122821314818
B3_periodic,5,0.2,0.74305,3.032451914624983,0.6132639515563506
B3_periodic,5,0.2,0.7431,3.0302465984999825,0.6134155206799319
B3_periodic,5,0.2,0.74315,3.027642701624982,0.613566969573188
B3_periodic,5,0.2,0.7432,3.0246402239999814,0.6137182783070818
B3_periodic,5,0.2,0.74325,3.0212391656249817,0.6138694269525755
B3_periodic,5,0.2,0.7433,3.0174395264999814,0.6140203955806318
B3_periodic,5,0.2,0.74335,3.0132413066249817,0.614171164262213
B3_periodic,5,0.2,0.7434,3.008644505999982,0.6143217130682818
B3_periodic,5,0.2,0.74345,3.0036491246249706,0.6144720220698008
B3_periodic,5,0.2,0.7435,2.99825516249997,0.6146220713377321
B3_periodic,5,0.2,0.74355,2.992462619624969,0.6147718409430383
B3_periodic,5,0.2,0.7436,2.9862714959999686,0.614921310956682
B3_periodic,5,0.2,0.74365,2.9796817916249685,0.6150704614496257
B3_periodic,5,0.2,0.7437,2.972693506499968,0.6152192724928319
B3_periodic,5,0.2,0.74375,2.965306640624968,0.6153677241572632
B3_periodic,5,0.2,0.7438,2.957521193999968,0.6155157965138819
B3_periodic,5,0.2,0.74385,2.949337166624968,0.6156634696336507
B3_periodic,5,0.2,0.7439,2.940754558499968,0.6158107235875319
B3_periodic,5,0.2,0.74395,2.931773369624969,0.6159575384464882
B3_periodic,5,0.2,0.744,2.922393599999969,0.6161038942814818
B3_periodic,5,0.2,0.74405,2.912615249624969,0.6162497711634756
B3_periodic,5,0.2,0.7441,2.9024383184999696,0.6163951491634319
B3_periodic,5,0.2,0.74415,2.8918628066249705,0.616540008352313
B3_periodic,5,0.2,0.7442,2.8808887139999713,0.6166843288010818
B3_periodic,5,0.2,0.74425,2.869516040624972,0.6168280905807005
B3_periodic,5,0.2,0.7443,2.857744786499973,0.6169712737621318
B3_periodic,5,0.2,0.74435,2.845574951624974,0.6171138584163379
B3_periodic,5,0.2,0.7444,2.8330065359999748,0.6172558246142817
B3_periodic,5,0.2,0.74445,2.8200395396249758,0.6173971524269255
B3_periodic,5,0.2,0.7445,2.8066739624999473,0.617537821925232
B3_periodic,5,0.2,0.74455,2.792909804624948,0.6176778131801632
B3_periodic,5,0.2,0.7446,2.7787470659999483,0.6178171062626819
B3_periodic,5,0.2,0.74465,2.764185746624949,0.6179556812437507
B3_periodic,5,0.2,0.7447,2.7492258464999493,0.6180935181943319
B3_periodic,5,0.2,0.74475,2.7338673656249504,0.6182305971853882
B3_periodic,5,0.2,0.7448,2.7181103039999512,0.6183668982878818
B3_periodic,5,0.2,0.74485,2.701954661624953,0.6185024015727756
B3_periodic,5,0.2,0.7449,2.6854004384999532,0.6186370871110318
B3_periodic,5,0.2,0.74495,2.668447634624955,0.6187709349736131
B3_periodic,5,0.2,0.745,2.6510962499999557,0.6189039252314819
B3_periodic,5,0.2,0.74505,2.6333462846249573,0.6190360379556006
B3_periodic,5,0.2,0.7451,2.615197738499959,0.6191672532169318
B3_periodic,5,0.2,0.74515,2.596650611624961,0.619297551086438
B3_periodic,5,0.2,0.7452,2.577704903999962,0.6194269116350818
B3_periodic,5,0.2,0.74525,2.558360615624964,0.6195553149338254
B3_periodic,5,0.2,0.7453,2.538617746499966,0.6196827410536317
B3_periodic,5,0.2,0.74535,2.5184762966249674,0.619809170065463
B3_periodic,5,0.2,0.7454,2.4979362659999693,0.6199345820402817
B3_periodic,5,0.2,0.74545,2.476997654624972,0.6200589570490505
B3_periodic,5,0.2,0.7455,2.4556604624999263,0.6201822751627319
B3_periodic,5,0.2,0.74555,2.433924689624928,0.6203045164522881
B3_periodic,5,0.2,0.7456,2.411790335999929,0.6204256609886819
B3_periodic,5,0.2,0.74565,2.389257401624931,0.6205456888428756
B3_periodic,5,0.2,0.7457,2.3663258864999324,0.6206645800858319
B3_periodic,5,0.2,0.74575,2.342995790624935,0.6207823147885131
B3_periodic,5,0.2,0.7458,2.3192671139999366,0.6208988730218818
B3_periodic,5,0.2,0.74585,2.2951398566249384,0.6210142348569005
B3_periodic,5,0.2,0.7459,2.2706140184999404,0.6211283803645318
B3_periodic,5,0.2,0.74595,2.2456895996249426,0.621241289615738
B3_periodic,5,0.2,0.746,2.220366599999945,0.6213529426814818
B3_periodic,5,0.2,0.74605,2.1946450196249483,0.6214633196327255
B3_periodic,5,0.2,0.7461,2.16852485849995,0.6215724005404317
B3_periodic,5,0.2,0.74615,2.1420061166249527,0.6216801654755629
B3_periodic,5,0.2,0.7462,2.115088793999955,0.6217865945090817
B3_periodic,5,0.2,0.74625,2.0877728906249575,0.6218916677119505
B3_periodic,5,0.2,0.7463,2.0600584064999605,0.6219953651551317
B3_periodic,5,0.2,0.74635,2.031945341624964,0.6220976669095879
B3_periodic,5,0.2,0.7464,2.003433695999967,0.6221985530462817
B3_periodic,5,0.2,0.74645,1.97452346962497,0.6222980036361754
B3_periodic,5,0.2,0.7465,1.9452146624999076,0.6223959987502319
B3_periodic,5,0.2,0.74655,1.91550727462491,0.6224925184594131
B3_periodic,5,0.2,0.7466,1.8854013059999124,0.6225875428346819
B3_periodic,5,0.2,0.74665,1.8548967566249146,0.6226810519470005
B3_periodic,5,0.2,0.7467,1.823993626499918,0.6227730258673317
B3_periodic,5,0.2,0.74675,1.7926919156249206,0.622863444666638
B3_periodic,5,0.2,0.7468,1.7609916239999235,0.6229522884158818
B3_periodic,5,0.2,0.74685,1.7288927516249264,0.6230395371860254
B3_periodic,5,0.2,0.7469,1.6963952984999295,0.6231251710480318
B3_periodic,5,0.2,0.74695,1.6634992646249323,0.623209170072863
B3_periodic,5,0.2,0.747,1.6302046499999363,0.6232915143314817
B3_periodic,5,0.2,0.74705,1.5965114546249397,0.6233721838948505
B3_periodic,5,0.2,0.7471,1.562419678499943,0.6234511588339317
B3_periodic,5,0.2,0.74715,1.527929321624946,0.6235284192196879
B3_periodic,5,0.2,0.7472,1.4930403839999498,0.6236039451230817
B3_periodic,5,0.2,0.74725,1.4577528656249534,0.6236777166150754
B3_periodic,5,0.2,0.7473,1.422066766499958,0.6237497137666317
B3_periodic,5,0.2,0.74735,1.3859820866249617,0.6238199166487128
B3_periodic,5,0.2,0.7474,1.3494988259999656,0.6238883053322817
B3_periodic,5,0.2,0.74745,1.3126169846249696,0.6239548598883004
B3_periodic,5,0.2,0.7475,1.2753365624998905,0.6240195603877318
B3_periodic,5,0.2,0.74755,1.2376575596248935,0.6240823869015379
B3_periodic,5,0.2,0.7476,1.199579975999898,0.6241433195006817
B3_periodic,5,0.2,0.74765,1.1611038116249013,0.6242023382561255
B3_periodic,5,0.2,0.7477,1.1222290664999048,0.6242594232388317
B3_periodic,5,0.2,0.74775,1.0829557406249086,0.6243145545197629
B3_periodic,5,0.2,0.7478,1.0432838339999122,0.6243677121698816
B3_periodic,5,0.2,0.74785,1.003213346624916,0.6244188762601505
B3_periodic,5,0.2,0.7479,0.962744278499921,0.6244680268615317
B3_periodic,5,0.2,0.74795,0.921876629624925,0.6245151440449879
B3_periodic,5,0.2,0.748,0.880610399999929,0.6245602078814816
B3_periodic,5,0.2,0.74805,0.838945589624933,0.6246031984419754
B3_periodic,5,0.2,0.7481,0.7968821984999374,0.6246440957974316
B3_periodic,5,0.2,0.74815,0.7544202266249417,0.6246828800188129
B3_periodic,5,0.2,0.7482,0.7115596739999474,0.6247195311770816
B3_periodic,5,0.2,0.74825,0.6683005406249518,0.6247540293432003
B3_periodic,5,0.2,0.7483,0.6246428264999564,0.6247863545881316
B3_periodic,5,0.2,0.74835,0.5805865316249611,0.6248164869828379
B3_periodic,5,0.2,0.7484,0.5361316559999659,0.6248444065982816
B3_periodic,5,0.2,0.74845,0.4912781996249708,0.6248700935054253
B3_periodic,5,0.2,0.7485,0.44602616249987487,0.6248935277752317
B3_periodic,5,0.2,0.74855,0.40037554462488023,0.6249146894786629
