family,n,seed,kstar,D,peak_k
B5_shuffled,4,11,3,0.37037037037037046,2.53125
B5_shuffled,4,11,4,0.37037037037037046,3.796875
B5_shuffled,4,12,1,0.1851851851851852,1.125
B5_shuffled,4,12,2,0.36419753086419754,1.6875
B5_shuffled,4,12,3,0.36419753086419754,2.53125
B5_shuffled,4,12,4,0.36419753086419754,3.796875
B5_shuffled,4,13,1,0.19753086419753074,1.125
B5_shuffled,4,13,2,0.3765432098765429,1.6875
B5_shuffled,4,13,3,0.3765432098765429,2.53125
B5_shuffled,4,13,4,0.4135802469135801,3.796875
B5_shuffled,4,14,1,0.19753086419753088,1.125
B5_shuffled,4,14,2,0.3827160493827162,1.6875
B5_shuffled,4,14,3,0.3827160493827162,2.53125
B5_shuffled,4,14,4,0.4691358024691359,3.796875
B5_shuffled,4,15,1,0.23456790123456786,1.125
B5_shuffled,4,15,2,0.4135802469135802,1.6875
B5_shuffled,4,15,3,0.48765432098765427,2.53125
B5_shuffled,4,15,4,0.48765432098765427,3.796875
B5_shuffled,4,16,1,0.19753086419753096,1.125
B5_shuffled,4,16,2,0.3827160493827162,1.6875
B5_shuffled,4,16,3,0.3827160493827162,2.53125
B5_shuffled,4,16,4,0.6666666666666667,3.796875
B5_shuffled,4,17,1,0.23456790123456794,1.125
B5_shuffled,4,17,2,0.4197530864197532,1.6875
B5_shuffled,4,17,3,0.49382716049382736,2.53125
B5_shuffled,4,17,4,0.49382716049382736,3.796875
B5_shuffled,4,18,1,0.19753086419753085,1.125
B5_shuffled,4,18,2,0.3827160493827161,1.6875
B5_shuffled,4,18,3,0.3827160493827161,2.53125
B5_shuffled,4,18,4,0.4197530864197532,3.796875
B5_shuffled,4,19,1,0.23456790123456792,1.125
B5_shuffled,4,19,2,0.4320987654320989,1.6875
B5_shuffled,4,19,3,0.5061728395061731,2.53125
B5_shuffled,4,19,4,0.5432098765432101,3.796875
B5_shuffled,4,20,1,0.18518518518518517,1.125
B5_shuffled,4,20,2,0.37037037037037035,1.6875
B5_shuffled,4,20,3,0.37037037037037035,2.53125
B5_shuffled,4,20,4,0.37037037037037035,3.796875
B5_shuffled,4,21,1,0.18518518518518515,1.125
B5_shuffled,4,21,2,0.3641975308641975,1.6875
B5_shuffled,4,21,3,0.3641975308641975,2.53125
B5_shuffled,4,21,4,0.3641975308641975,3.796875
B5_shuffled,4,22,1,0.18518518518518523,1.125
B5_shuffled,4,22,2,0.3641975308641976,1.6875
B5_shuffled,4,22,3,0.3641975308641976,2.53125
B5_shuffled,4,22,4,0.3641975308641976,3.796875
B5_shuffled,4,23,1,0.1851851851851852,1.125
B5_shuffled,4,23,2,0.3703703703703704,1.6875
B5_shuffled,4,23,3,0.3703703703703704,2.53125
B5_shuffled,4,23,4,0.41975308641975306,3.796875
B5_shuffled,4,24,1,0.23456790123456794,1.125
B5_shuffled,4,24,2,0.46913580246913583,1.6875
B5_shuffled,4,24,3,0.6296296296296297,2.53125
B5_shuffled,4,24,4,0.6666666666666667,3.796875
B6_center_anchored,4,1,1,0.23456790123456794,1.125
B6_center_anchored,4,1,2,0.4691358024691358,1.6875
B6_center_anchored,4,1,3,0.6296296296296295,2.53125
B6_center_anchored,4,1,4,0.7160493827160492,3.796875
B6_center_anchored,4,2,1,0.18518518518518523,1.125
B6_center_anchored,4,2,2,0.3703703703703704,1.6875
B6_center_anchored,4,2,3,0.3703703703703704,2.53125
B6_center_anchored,4,2,4,0.3703703703703704,3.796875
B6_center_anchored,4,3,1,0.19753086419753085,1.125
B6_center_anchored,4,3,2,0.3827160493827161,1.6875
B6_center_anchored,4,3,3,0.3827160493827161,2.53125
B6_center_anchored,4,3,4,0.41975308641975306,3.796875
B6_center_anchored,4,4,1,0.19753086419753085,1.125
B6_center_anchored,4,4,2,0.3827160493827161,1.6875
B6_center_anchored,4,4,3,0.3827160493827161,2.53125
B6_center_anchored,4,4,4,0.4197530864197532,3.796875
B6_center_anchored,4,5,1,0.23456790123456794,1.125
B6_center_anchored,4,5,2,0.4197530864197532,1.6875
B6_center_anchored,4,5,3,0.5061728395061729,2.53125
B6_center_anchored,4,5,4,0.5925925925925926,3.796875
B6_center_anchored,4,6,1,0.19753086419753096,1.125
B6_center_anchored,4,6,2,0.3950617283950618,1.6875
B6_center_anchored,4,6,3,0.3950617283950618,2.53125
B6_center_anchored,4,6,4,0.5185185185185187,3.796875
B6_center_anchored,4,7,1,0.18518518518518523,1.125
B6_center_anchored,4,7,2,0.37037037037037046,1.6875
B6_center_anchored,4,7,3,0.37037037037037046,2.53125
B6_center_anchored,4,7,4,0.37037037037037046,3.796875
B6_center_anchored,4,8,1,0.23456790123456794,1.125
B6_center_anchored,4,8,2,0.43209876543209874,1.6875
B6_center_anchored,4,8,3,0.5061728395061726,2.53125
B6_center_anchored,4,8,4,0.5925925925925924,3.796875
B6_center_anchored,4,9,1,0.18518518518518523,1.125
B6_center_anchored,4,9,2,0.37037037037037046,1.6875
B6_center_anchored,4,9,3,0.37037037037037046,2.53125
B6_center_anchored,4,9,4,0.37037037037037046,3.796875
B6_center_anchored,4,10,1,0.18518518518518523,1.125
B6_center_anchored,4,10,2,0.37037037037037046,1.6875
B6_center_anchored,4,10,3,0.37037037037037046,2.53125
B6_center_anchored,4,10,4,0.37037037037037046,3.796875
B6_center_anchored,4,11,1,0.19753086419753096,1.125
B6_center_anchored,4,11,2,0.3827160493827161,1.6875
B6_center_anchored,4,11,3,0.3827160493827161,2.53125
B6_center_anchored,4,11,4,0.4197530864197532,3.796875
B6_center_anchored,4,12,1,0.18518518518518523,1.125
B6_center_anchored,4,12,2,0.37037037037037046,1.6875
B6_center_anchored,4,12,3,0.37037037037037046,2.53125
B6_center_anchored,4,12,4,0.37037037037037046,3.796875
B6_center_anchored,4,13,1,0.19753086419753085,1.125
B6_center_anchored,4,13,2,0.3827160493827162,1.6875
B6_center_anchored,4,13,3,0.3827160493827162,2.53125
B6_center_anchored,4,13,4,0.4197530864197532,3.796875
B6_center_anchored,4,14,1,0.19753086419753085,1.125
B6_center_anchored,4,14,2,0.3827160493827161,1.6875
B6_center_anchored,4,14,3,0.3827160493827161,2.53125
B6_center_anchored,4,14,4,0.4691358024691358,3.796875
B6_center_anchored,4,15,1,0.19753086419753096,1.125
B6_center_anchored,4,15,2,0.3827160493827161,1.6875
B6_center_anchored,4,15,3,0.3827160493827161,2.53125
B6_center_anchored,4,15,4,0.4197530864197532,3.796875
B6_center_anchored,4,16,1,0.19753086419753096,1.125
B6_center_anchored,4,16,2,0.3827160493827161,1.6875
B6_center_anchored,4,16,3,0.3827160493827161,2.53125
B6_center_anchored,4,16,4,0.41975308641975306,3.796875
B6_center_anchored,4,17,1,0.18518518518518523,1.125
B6_center_anchored,4,17,2,0.3703703703703704,1.6875
B6_center_anchored,4,17,3,0.3703703703703704,2.53125
B6_center_anchored,4,17,4,0.3703703703703704,3.796875
B6_center_anchored,4,18,1,0.18518518518518523,1.125
B6_center_anchored,4,18,2,0.37037037037037046,1.6875
B6_center_anchored,4,18,3,0.37037037037037046,2.53125
B6_center_anchored,4,18,4,0.37037037037037046,3.796875
B6_center_anchored,4,19,1,0.19753086419753085,1.125
B6_center_anchored,4,19,2,0.3950617283950616,1.6875
B6_center_anchored,4,19,3,0.3950617283950616,2.53125
B6_center_anchored,4,19,4,0.4691358024691357,3.796875
B6_center_anchored,4,20,1,0.23456790123456794,1.125
B6_center_anchored,4,20,2,0.4320987654320987,1.6875
B6_center_anchored,4,20,3,0.5061728395061728,2.53125
B6_center_anchored,4,20,4,0.5432098765432098,3.796875
B6_center_anchored,4,21,1,0.18518518518518523,1.125
B6_center_anchored,4,21,2,0.37037037037037035,1.6875
B6_center_anchored,4,21,3,0.37037037037037035,2.53125
B6_center_anchored,4,21,4,0.37037037037037035,3.796875
B6_center_anchored,4,22,1,0.2345679012345679,1.125
B6_center_anchored,4,22,2,0.43209876543209874,1.6875
B6_center_anchored,4,22,3,0.5061728395061728,2.53125
B6_center_anchored,4,22,4,0.5432098765432098,3.796875
B6_center_anchored,4,23,1,0.18518518518518523,1.125
B6_center_anchored,4,23,2,0.37037037037037035,1.6875
B6_center_anchored,4,23,3,0.37037037037037035,2.53125
B6_center_anchored,4,23,4,0.37037037037037035,3.796875
B6_center_anchored,4,24,1,0.23456790123456783,1.125
B6_center_anchored,4,24,2,0.41975308641975306,1.6875
B6_center_anchored,4,24,3,0.49382716049382724,2.53125
B6_center_anchored,4,24,4,0.49382716049382724,3.796875
B1_constant,5,0,1,0.5,4.5
B1_constant,5,0,2,1.0,6.75
B1_constant,5,0,3,1.0,10.125
B1_constant,5,0,4,1.0,15.1875
B1_constant,5,0,5,1.0,22.78125
B2_central,5,0,1,0.5,4.5
B2_central,5,0,2,1.0,6.75
B2_central,5,0,3,1.0,10.125
B2_central,5,0,4,1.0,15.1875
B2_central,5,0,5,1.0,22.78125
B3_periodic,5,0,1,0.22633744855967072,0.9000000000000001
B3_periodic,5,0,2,0.3971193415637859,1.35
B3_periodic,5,0,3,0.5905349794238681,2.0250000000000004
B3_periodic,5,0,4,0.7427983539094649,3.0375000000000005
B3_periodic,5,0,5,0.87037037037037,4.55625
B7_cantor,5,0,1,0.1728395061728396,0.9000000000000001
B7_cantor,5,0,2,0.3456790123456791,1.35
B7_cantor,5,0,3,0.3456790123456791,2.0250000000000004
B7_cantor,5,0,4,0.3456790123456791,3.0375000000000005
B7_cantor,5,0,5,0.3456790123456791,4.55625
B4_random,5,1,1,0.17178889167054623,0.9000000000000001
B4_random,5,1,2,0.34073880825147573,1.35
B4_random,5,1,3,0.34073880825147573,2.0250000000000004
B4_random,5,1,4,0.34073880825147573,3.0375000000000005
B4_random,5,1,5,0.34073880825147573,4.55625
B4_random,5,2,1,0.1729261392306998,0.9000000000000001
B4_random,5,2,2,0.34238547244890843,1.35
B4_random,5,2,3,0.34238547244890843,2.0250000000000004
B4_random,5,2,4,0.34238547244890843,3.0375000000000005
B4_random,5,2,5,0.35155769008636334,4.55625
B4_random,5,3,1,0.18580660860492149,0.9000000000000001
B4_random,5,3,2,0.356452219431491,1.35
B4_random,5,3,3,0.356452219431491,2.0250000000000004
B4_random,5,3,4,0.3778894811939628,3.0375000000000005
B4_random,5,3,5,0.3778894811939628,4.55625
B4_random,5,4,1,0.19022190202141226,0.9000000000000001
B4_random,5,4,2,0.365265727794941,1.35
B4_random,5,4,3,0.365265727794941,2.0250000000000004
B4_random,5,4,4,0.4415305697157876,3.0375000000000005
B4_random,5,4,5,0.4415305697157876,4.55625
B4_random,5,5,1,0.1773279605890967,0.9000000000000001
B4_random,5,5,2,0.3482357957134302,1.35
B4_random,5,5,3,0.3482357957134302,2.0250000000000004
B4_random,5,5,4,0.3482357957134302,3.0375000000000005
B4_random,5,5,5,0.3482357957134302,4.55625
B4_random,5,6,1,0.17338046378688196,0.9000000000000001
B4_random,5,6,2,0.34649240147783267,1.35
B4_random,5,6,3,0.34649240147783267,2.0250000000000004
B4_random,5,6,4,0.34649240147783267,3.0375000000000005
B4_random,5,6,5,0.3592794280878209,4.55625
B4_random,5,7,1,0.18786656080453046,0.9000000000000001
B4_random,5,7,2,0.36277784621645653,1.35
B4_random,5,7,3,0.36277784621645653,2.0250000000000004
B4_random,5,7,4,0.3882908388331551,3.0375000000000005
B4_random,5,7,5,0.3882908388331551,4.55625
B4_random,5,8,1,0.17237560958965203,0.9000000000000001
B4_random,5,8,2,0.3416799010479569,1.35
B4_random,5,8,3,0.3416799010479569,2.0250000000000004
B4_random,5,8,4,0.3416799010479569,3.0375000000000005
B4_random,5,8,5,0.3416799010479569,4.55625
B4_random,5,9,1,0.18362212960753438,0.9000000000000001
B4_random,5,9,2,0.3611965237746279,1.35
B4_random,5,9,3,0.3611965237746279,2.0250000000000004
B4_random,5,9,4,0.3611965237746279,3.0375000000000005
B4_random,5,9,5,0.3611965237746279,4.55625
B4_random,5,10,1,0.17752910783884313,0.9000000000000001
B4_random,5,10,2,0.35327995551719926,1.35
B4_random,5,10,3,0.35327995551719926,2.0250000000000004
B4_random,5,10,4,0.35327995551719926,3.0375000000000005
B4_random,5,10,5,0.4198598150370283,4.55625
B4_random,5,11,1,0.17962483475143337,0.9000000000000001
B4_random,5,11,2,0.3493763780566479,1.35
B4_random,5,11,3,0.3493763780566479,2.0250000000000004
B4_random,5,11,4,0.3493763780566479,3.0375000000000005
B4_random,5,11,5,0.36022229420617,4.55625
B4_random,5,12,1,0.18551697147460827,0.9000000000000001
B4_random,5,12,2,0.36148528724093654,1.35
B4_random,5,12,3,0.36148528724093654,2.0250000000000004
B4_random,5,12,4,0.38651876661285667,3.0375000000000005
B4_random,5,12,5,0.45089485272165214,4.55625
B4_random,5,13,1,0.17122950335653175,0.9000000000000001
B4_random,5,13,2,0.3420549556233594,1.35
B4_random,5,13,3,0.3420549556233594,2.0250000000000004
B4_random,5,13,4,0.3420549556233594,3.0375000000000005
B4_random,5,13,5,0.3420549556233594,4.55625
B4_random,5,14,1,0.22333449564170013,0.9000000000000001
B4_random,5,14,2,0.39531365394900886,1.35
B4_random,5,14,3,0.47236623958215085,2.0250000000000004
B4_random,5,14,4,0.47236623958215085,3.0375000000000005
B4_random,5,14,5,0.47236623958215085,4.55625
B4_random,5,15,1,0.19384114707238717,0.9000000000000001
B4_random,5,15,2,0.36731065846042654,1.35
B4_random,5,15,3,0.36731065846042654,2.0250000000000004
B4_random,5,15,4,0.3970437692967871,3.0375000000000005
B4_random,5,15,5,0.41625226306563884,4.55625
B4_random,5,16,1,0.19121825786176574,0.9000000000000001
B4_random,5,16,2,0.3659513879670096,1.35
B4_random,5,16,3,0.3659513879670096,2.0250000000000004
B4_random,5,16,4,0.3659513879670096,3.0375000000000005
B4_random,5,16,5,0.3659513879670096,4.55625
B4_random,5,17,1,0.22342484598055168,0.9000000000000001
B4_random,5,17,2,0.3939657379005626,1.35
B4_random,5,17,3,0.4517469477914778,2.0250000000000004
B4_random,5,17,4,0.4517469477914778,3.0375000000000005
B4_random,5,17,5,0.4517469477914778,4.55625
B4_random,5,18,1,0.18113566033410566,0.9000000000000001
B4_random,5,18,2,0.3535049619590059,1.35
B4_random,5,18,3,0.3535049619590059,2.0250000000000004
B4_random,5,18,4,0.3535049619590059,3.0375000000000005
B4_random,5,18,5,0.43704308819043686,4.55625
B4_random,5,19,1,0.22762308469685533,0.9000000000000001
B4_random,5,19,2,0.4047525702697198,1.35
B4_random,5,19,3,0.47055317304567057,2.0250000000000004
B4_random,5,19,4,0.47055317304567057,3.0375000000000005
B4_random,5,19,5,0.47055317304567057,4.55625
B4_random,5,20,1,0.1819251969218265,0.9000000000000001
B4_random,5,20,2,0.36083616119602857,1.35
B4_random,5,20,3,0.36083616119602857,2.0250000000000004
B4_random,5,20,4,0.36083616119602857,3.0375000000000005
B4_random,5,20,5,0.36083616119602857,4.55625
B4_random,5,21,1,0.18596644828114428,0.9000000000000001
B4_random,5,21,2,0.3559601619479779,1.35
B4_random,5,21,3,0.3559601619479779,2.0250000000000004
B4_random,5,21,4,0.3559601619479779,3.0375000000000005
B4_random,5,21,5,0.3559601619479779,4.55625
B4_random,5,22,1,0.18978718529658822,0.9000000000000001
B4_random,5,22,2,0.36632276083201243,1.35
B4_random,5,22,3,0.36632276083201243,2.0250000000000004
B4_random,5,22,4,0.39766470077910443,3.0375000000000005
B4_random,5,22,5,0.4060847631974962,4.55625
B4_random,5,23,1,0.1751683143055878,0.9000000000000001
B4_random,5,23,2,0.344613762018265,1.35
B4_random,5,23,3,0.344613762018265,2.0250000000000004
B4_random,5,23,4,0.344613762018265,3.0375000000000005
B4_random,5,23,5,0.35310803155149706,4.55625
B4_random,5,24,1,0.1769363264941617,0.9000000000000001
B4_random,5,24,2,0.34960393453278216,1.35
B4_random,5,24,3,0.34960393453278216,2.0250000000000004
B4_random,5,24,4,0.34960393453278216,3.0375000000000005
B4_random,5,24,5,0.34960393453278216,4.55625
B5_shuffled,5,1,1,0.17695473251028807,0.9000000000000001
B5_shuffled,5,1,2,0.34979423868312753,1.35
B5_shuffled,5,1,3,0.34979423868312753,2.0250000000000004
B5_shuffled,5,1,4,0.34979423868312753,3.0375000000000005
B5_shuffled,5,1,5,0.36213991769547316,4.55625
B5_shuffled,5,2,1,0.2263374485596707,0.9000000000000001
B5_shuffled,5,2,2,0.3991769547325103,1.35
B5_shuffled,5,2,3,0.4609053497942387,2.0250000000000004
B5_shuffled,5,2,4,0.4609053497942387,3.0375000000000005
B5_shuffled,5,2,5,0.4609053497942387,4.55625
B5_shuffled,5,3,1,0.18930041152263377,0.9000000000000001
B5_shuffled,5,3,2,0.3662551440329218,1.35
B5_shuffled,5,3,3,0.3662551440329218,2.0250000000000004
B5_shuffled,5,3,4,0.4320987654320987,3.0375000000000005
B5_shuffled,5,3,5,0.44238683127572087,4.55625
B5_shuffled,5,4,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,4,2,0.345679012345679,1.35
B5_shuffled,5,4,3,0.345679012345679,2.0250000000000004
B5_shuffled,5,4,4,0.345679012345679,3.0375000000000005
B5_shuffled,5,4,5,0.345679012345679,4.55625
B5_shuffled,5,5,1,0.17695473251028793,0.9000000000000001
B5_shuffled,5,5,2,0.3497942386831274,1.35
B5_shuffled,5,5,3,0.3497942386831274,2.0250000000000004
B5_shuffled,5,5,4,0.3497942386831274,3.0375000000000005
B5_shuffled,5,5,5,0.36213991769547316,4.55625
B5_shuffled,5,6,1,0.17695473251028804,0.9000000000000001
B5_shuffled,5,6,2,0.3497942386831275,1.35
B5_shuffled,5,6,3,0.3497942386831275,2.0250000000000004
B5_shuffled,5,6,4,0.3497942386831275,3.0375000000000005
B5_shuffled,5,6,5,0.3621399176954732,4.55625
B5_shuffled,5,7,1,0.1769547325102881,0.9000000000000001
B5_shuffled,5,7,2,0.3539094650205762,1.35
B5_shuffled,5,7,3,0.3539094650205762,2.0250000000000004
B5_shuffled,5,7,4,0.3539094650205762,3.0375000000000005
B5_shuffled,5,7,5,0.5349794238683128,4.55625
B5_shuffled,5,8,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,8,2,0.34567901234567894,1.35
B5_shuffled,5,8,3,0.34567901234567894,2.0250000000000004
B5_shuffled,5,8,4,0.34567901234567894,3.0375000000000005
B5_shuffled,5,8,5,0.34567901234567894,4.55625
B5_shuffled,5,9,1,0.17695473251028804,0.9000000000000001
B5_shuffled,5,9,2,0.3497942386831274,1.35
B5_shuffled,5,9,3,0.3497942386831274,2.0250000000000004
B5_shuffled,5,9,4,0.3497942386831274,3.0375000000000005
B5_shuffled,5,9,5,0.4032921810699588,4.55625
B5_shuffled,5,10,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,10,2,0.3456790123456789,1.35
B5_shuffled,5,10,3,0.3456790123456789,2.0250000000000004
B5_shuffled,5,10,4,0.3456790123456789,3.0375000000000005
B5_shuffled,5,10,5,0.3456790123456789,4.55625
B5_shuffled,5,11,1,0.17695473251028798,0.9000000000000001
B5_shuffled,5,11,2,0.3497942386831275,1.35
B5_shuffled,5,11,3,0.3497942386831275,2.0250000000000004
B5_shuffled,5,11,4,0.3497942386831275,3.0375000000000005
B5_shuffled,5,11,5,0.3950617283950616,4.55625
B5_shuffled,5,12,1,0.22633744855967075,0.9000000000000001
B5_shuffled,5,12,2,0.39917695473251014,1.35
B5_shuffled,5,12,3,0.4588477366255148,2.0250000000000004
B5_shuffled,5,12,4,0.4588477366255148,3.0375000000000005
B5_shuffled,5,12,5,0.4588477366255148,4.55625
B5_shuffled,5,13,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,13,2,0.345679012345679,1.35
B5_shuffled,5,13,3,0.345679012345679,2.0250000000000004
B5_shuffled,5,13,4,0.345679012345679,3.0375000000000005
B5_shuffled,5,13,5,0.345679012345679,4.55625
B5_shuffled,5,14,1,0.1728395061728396,0.9000000000000001
B5_shuffled,5,14,2,0.345679012345679,1.35
B5_shuffled,5,14,3,0.345679012345679,2.0250000000000004
B5_shuffled,5,14,4,0.345679012345679,3.0375000000000005
B5_shuffled,5,14,5,0.345679012345679,4.55625
B5_shuffled,5,15,1,0.18930041152263366,0.9000000000000001
B5_shuffled,5,15,2,0.36213991769547327,1.35
B5_shuffled,5,15,3,0.36213991769547327,2.0250000000000004
B5_shuffled,5,15,4,0.4320987654320988,3.0375000000000005
B5_shuffled,5,15,5,0.4444444444444444,4.55625
B5_shuffled,5,16,1,0.22633744855967075,0.9000000000000001
B5_shuffled,5,16,2,0.4032921810699588,1.35
B5_shuffled,5,16,3,0.4650205761316871,2.0250000000000004
B5_shuffled,5,16,4,0.4650205761316871,3.0375000000000005
B5_shuffled,5,16,5,0.47736625514403286,4.55625
B5_shuffled,5,17,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,17,2,0.34567901234567894,1.35
B5_shuffled,5,17,3,0.34567901234567894,2.0250000000000004
B5_shuffled,5,17,4,0.34567901234567894,3.0375000000000005
B5_shuffled,5,17,5,0.34567901234567894,4.55625
B5_shuffled,5,18,1,0.22633744855967075,0.9000000000000001
B5_shuffled,5,18,2,0.39917695473251025,1.35
B5_shuffled,5,18,3,0.4650205761316871,2.0250000000000004
B5_shuffled,5,18,4,0.4650205761316871,3.0375000000000005
B5_shuffled,5,18,5,0.47736625514403286,4.55625
B5_shuffled,5,19,1,0.18930041152263366,0.9000000000000001
B5_shuffled,5,19,2,0.3662551440329217,1.35
B5_shuffled,5,19,3,0.3662551440329217,2.0250000000000004
B5_shuffled,5,19,4,0.39094650205761305,3.0375000000000005
B5_shuffled,5,19,5,0.4444444444444444,4.55625
B5_shuffled,5,20,1,0.17695473251028804,0.9000000000000001
B5_shuffled,5,20,2,0.3497942386831276,1.35
B5_shuffled,5,20,3,0.3497942386831276,2.0250000000000004
B5_shuffled,5,20,4,0.3497942386831276,3.0375000000000005
B5_shuffled,5,20,5,0.36213991769547327,4.55625
B5_shuffled,5,21,1,0.1728395061728395,0.9000000000000001
B5_shuffled,5,21,2,0.3456790123456789,1.35
B5_shuffled,5,21,3,0.3456790123456789,2.0250000000000004
B5_shuffled,5,21,4,0.3456790123456789,3.0375000000000005
B5_shuffled,5,21,5,0.3456790123456789,4.55625
B5_shuffled,5,22,1,0.18930041152263377,0.9000000000000001
B5_shuffled,5,22,2,0.36213991769547316,1.35
B5_shuffled,5,22,3,0.36213991769547316,2.0250000000000004
B5_shuffled,5,22,4,0.39094650205761305,3.0375000000000005
B5_shuffled,5,22,5,0.4032921810699587,4.55625
B5_shuffled,5,23,1,0.1769547325102881,0.9000000000000001
B5_shuffled,5,23,2,0.3497942386831276,1.35
B5_shuffled,5,23,3,0.3497942386831276,2.0250000000000004
B5_shuffled,5,23,4,0.3497942386831276,3.0375000000000005
B5_shuffled,5,23,5,0.36213991769547327,4.55625
B5_shuffled,5,24,1,0.17695473251028807,0.9000000000000001
B5_shuffled,5,24,2,0.34773662551440326,1.35
B5_shuffled,5,24,3,0.34773662551440326,2.0250000000000004
B5_shuffled,5,24,4,0.34773662551440326,3.0375000000000005
B5_shuffled,5,24,5,0.3930041152263373,4.55625
B6_center_anchored,5,1,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,1,2,0.3662551440329218,1.35
B6_center_anchored,5,1,3,0.3662551440329218,2.0250000000000004
B6_center_anchored,5,1,4,0.3950617283950618,3.0375000000000005
B6_center_anchored,5,1,5,0.4362139917695473,4.55625
B6_center_anchored,5,2,1,0.17695473251028804,0.9000000000000001
B6_center_anchored,5,2,2,0.3539094650205761,1.35
B6_center_anchored,5,2,3,0.3539094650205761,2.0250000000000004
B6_center_anchored,5,2,4,0.3539094650205761,3.0375000000000005
B6_center_anchored,5,2,5,0.5102880658436214,4.55625
B6_center_anchored,5,3,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,3,2,0.3662551440329218,1.35
B6_center_anchored,5,3,3,0.3662551440329218,2.0250000000000004
B6_center_anchored,5,3,4,0.3909465020576133,3.0375000000000005
B6_center_anchored,5,3,5,0.4032921810699589,4.55625
B6_center_anchored,5,4,1,0.17695473251028804,0.9000000000000001
B6_center_anchored,5,4,2,0.353909465020576,1.35
B6_center_anchored,5,4,3,0.353909465020576,2.0250000000000004
B6_center_anchored,5,4,4,0.353909465020576,3.0375000000000005
B6_center_anchored,5,4,5,0.3950617283950617,4.55625
B6_center_anchored,5,5,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,5,2,0.36625514403292175,1.35
B6_center_anchored,5,5,3,0.36625514403292175,2.0250000000000004
B6_center_anchored,5,5,4,0.3950617283950616,3.0375000000000005
B6_center_anchored,5,5,5,0.4362139917695471,4.55625
B6_center_anchored,5,6,1,0.17695473251028793,0.9000000000000001
B6_center_anchored,5,6,2,0.34979423868312737,1.35
B6_center_anchored,5,6,3,0.34979423868312737,2.0250000000000004
B6_center_anchored,5,6,4,0.34979423868312737,3.0375000000000005
B6_center_anchored,5,6,5,0.3621399176954731,4.55625
B6_center_anchored,5,7,1,0.18930041152263366,0.9000000000000001
B6_center_anchored,5,7,2,0.36213991769547316,1.35
B6_center_anchored,5,7,3,0.36213991769547316,2.0250000000000004
B6_center_anchored,5,7,4,0.3868312757201645,3.0375000000000005
B6_center_anchored,5,7,5,0.3868312757201645,4.55625
B6_center_anchored,5,8,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,8,2,0.3621399176954731,1.35
B6_center_anchored,5,8,3,0.3621399176954731,2.0250000000000004
B6_center_anchored,5,8,4,0.4320987654320986,3.0375000000000005
B6_center_anchored,5,8,5,0.44444444444444425,4.55625
B6_center_anchored,5,9,1,0.17695473251028804,0.9000000000000001
B6_center_anchored,5,9,2,0.3497942386831274,1.35
B6_center_anchored,5,9,3,0.3497942386831274,2.0250000000000004
B6_center_anchored,5,9,4,0.3497942386831274,3.0375000000000005
B6_center_anchored,5,9,5,0.36213991769547305,4.55625
B6_center_anchored,5,10,1,0.17283950617283955,0.9000000000000001
B6_center_anchored,5,10,2,0.34567901234567905,1.35
B6_center_anchored,5,10,3,0.34567901234567905,2.0250000000000004
B6_center_anchored,5,10,4,0.34567901234567905,3.0375000000000005
B6_center_anchored,5,10,5,0.34567901234567905,4.55625
B6_center_anchored,5,11,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,11,2,0.3621399176954732,1.35
B6_center_anchored,5,11,3,0.3621399176954732,2.0250000000000004
B6_center_anchored,5,11,4,0.3868312757201647,3.0375000000000005
B6_center_anchored,5,11,5,0.3868312757201647,4.55625
B6_center_anchored,5,12,1,0.18930041152263372,0.9000000000000001
B6_center_anchored,5,12,2,0.3621399176954732,1.35
B6_center_anchored,5,12,3,0.3621399176954732,2.0250000000000004
B6_center_anchored,5,12,4,0.3868312757201647,3.0375000000000005
B6_center_anchored,5,12,5,0.3868312757201647,4.55625
B6_center_anchored,5,13,1,0.22633744855967064,0.9000000000000001
B6_center_anchored,5,13,2,0.3991769547325101,1.35
B6_center_anchored,5,13,3,0.46090534979423853,2.0250000000000004
B6_center_anchored,5,13,4,0.46090534979423853,3.0375000000000005
B6_center_anchored,5,13,5,0.46090534979423853,4.55625
B6_center_anchored,5,14,1,0.17695473251028798,0.9000000000000001
B6_center_anchored,5,14,2,0.3497942386831275,1.35
B6_center_anchored,5,14,3,0.3497942386831275,2.0250000000000004
B6_center_anchored,5,14,4,0.3497942386831275,3.0375000000000005
B6_center_anchored,5,14,5,0.5349794238683125,4.55625
B6_center_anchored,5,15,1,0.17695473251028793,0.9000000000000001
B6_center_anchored,5,15,2,0.34979423868312737,1.35
B6_center_anchored,5,15,3,0.34979423868312737,2.0250000000000004
B6_center_anchored,5,15,4,0.34979423868312737,3.0375000000000005
B6_center_anchored,5,15,5,0.37860082304526727,4.55625
