n,h0,tau_S,tau_relax,tau_min,faster_than_relax,bound_violated,R_safe
10,0.89,1.1063726063963426,1.0626886617120124,0.12976036396539542,false,false,0.9631000000000001
0,0.9,1.2129691411056085,1.094335921692375,0.13526698080029098,false,false,0.29786666666666667
1,0.9,1.213395805974967,1.094335921692375,0.13526698080029098,false,false,0.9595666666666667
2,0.9,2.5194146767853267,1.094335921692375,0.13526698080029098,false,false,0.9160333333333334
3,0.9,2.4423455979429933,1.094335921692375,0.13526698080029098,false,false,0.9185666666666668
4,0.9,2.3973749658979413,1.094335921692375,0.13526698080029098,false,false,0.9201
5,0.9,2.4094906635664053,1.094335921692375,0.13526698080029098,false,false,0.9197000000000001
6,0.9,2.41575123511705,1.094335921692375,0.13526698080029098,false,false,0.9195
7,0.9,1.3018606779131419,1.094335921692375,0.13526698080029098,false,false,0.9566333333333333
8,0.9,1.2892132599248918,1.094335921692375,0.13526698080029098,false,false,0.9570333333333334
9,0.9,1.1086600892225258,1.094335921692375,0.13526698080029098,false,false,0.9630333333333334
10,0.9,1.1426160042396083,1.094335921692375,0.13526698080029098,false,false,0.9619
0,0.91,1.2153092721499785,1.1252016874303392,0.1407494457293589,false,false,0.29773333333333335
1,0.91,1.21569853775347,1.1252016874303392,0.1407494457293589,false,false,0.9595
2,0.91,2.519663130881316,1.1252016874303392,0.1407494457293589,false,false,0.9160333333333334
3,0.91,2.442345611071672,1.1252016874303392,0.1407494457293589,false,false,0.9185666666666668
4,0.91,2.397387706102542,1.1252016874303392,0.1407494457293589,false,false,0.9201
5,0.91,2.489942639508393,1.1252016874303392,0.1407494457293589,false,false,0.9170333333333333
6,0.91,2.491770389066448,1.1252016874303392,0.1407494457293589,false,false,0.9169666666666667
7,0.91,2.4955572751410546,1.1252016874303392,0.1407494457293589,false,false,0.9168333333333333
8,0.91,2.41926427293635,1.1252016874303392,0.1407494457293589,false,false,0.9193666666666667
9,0.91,1.1513495291247122,1.1252016874303392,0.1407494457293589,false,false,0.9616333333333333
10,0.91,1.1329892068300687,1.1252016874303392,0.1407494457293589,false,false,0.9622333333333334
0,0.92,1.2176478755977878,1.1553236269041651,0.14620796968728453,false,false,0.29766666666666663
1,0.92,1.2177841224336878,1.1553236269041651,0.14620796968728453,false,false,0.9594333333333334
2,0.92,2.519624418090663,1.1553236269041651,0.14620796968728453,false,false,0.9160333333333334
3,0.92,2.4422699414154447,1.1553236269041651,0.14620796968728453,false,false,0.9185666666666668
4,0.92,2.397432748787124,1.1553236269041651,0.14620796968728453,false,false,0.9201
5,0.92,2.489962962693062,1.1553236269041651,0.14620796968728453,false,false,0.9170333333333333
6,0.92,2.5036664798384227,1.1553236269041651,0.14620796968728453,false,false,0.9165666666666666
7,0.92,2.512842812449009,1.1553236269041651,0.14620796968728453,false,false,0.9162333333333333
8,0.92,2.4192634666806883,1.1553236269041651,0.14620796968728453,false,false,0.9193666666666667
9,0.92,1.1496946059633684,1.1553236269041651,0.14620796968728453,true,false,0.9617
10,0.92,1.1469580180659906,1.1553236269041651,0.14620796968728453,true,false,0.9617666666666668
0,0.93,1.2199851356425273,1.1847367486669076,0.15164276085741354,false,false,0.29760000000000003
1,0.93,1.2204427158645075,1.1847367486669076,0.15164276085741354,false,false,0.9593
2,0.93,2.5196600183390148,1.1847367486669076,0.15164276085741354,false,false,0.9160333333333334
3,0.93,2.442269510336026,1.1847367486669076,0.15164276085741354,false,false,0.9185666666666668
4,0.93,2.491582600051161,1.1847367486669076,0.15164276085741354,false,false,0.9169666666666667
5,0.93,2.5233588445769732,1.1847367486669076,0.15164276085741354,false,false,0.9159
6,0.93,2.54225645203012,1.1847367486669076,0.15164276085741354,false,false,0.9152333333333333
7,0.93,2.54960308162089,1.1847367486669076,0.15164276085741354,false,false,0.9150333333333334
8,0.93,2.4933243425818743,1.1847367486669076,0.15164276085741354,false,false,0.9169
9,0.93,1.1622605814778921,1.1847367486669076,0.15164276085741354,true,false,0.9612333333333333
10,0.93,1.1829396318786671,1.1847367486669076,0.15164276085741354,true,false,0.9605666666666667
0,0.94,1.222322169510637,1.2134736464477807,0.15705402471939556,false,false,0.2974
1,0.94,1.2230315753516086,1.2134736464477807,0.15705402471939556,false,false,0.9592333333333334
2,0.94,2.519667613177801,1.2134736464477807,0.15705402471939556,false,false,0.9160333333333334
3,0.94,2.4423278257855845,1.2134736464477807,0.15705402471939556,false,false,0.9185666666666668
4,0.94,2.4913943526874465,1.2134736464477807,0.15705402471939556,false,false,0.9169666666666667
5,0.94,2.523832806906163,1.2134736464477807,0.15705402471939556,false,false,0.9159
6,0.94,2.5421896151640424,1.2134736464477807,0.15705402471939556,false,false,0.9152333333333333
7,0.94,2.547736502251745,1.2134736464477807,0.15705402471939556,false,false,0.9151
8,0.94,2.511195629615476,1.2134736464477807,0.15705402471939556,false,false,0.9163
9,0.94,1.2114345517016145,1.2134736464477807,0.15705402471939556,true,false,0.9596333333333333
10,0.94,1.1889716039703917,1.2134736464477807,0.15705402471939556,true,false,0.9603666666666667
0,0.95,1.2246583070686952,1.241564716262854,0.16244196409579817,true,false,0.2974
1,0.95,1.2254146865310414,1.241564716262854,0.16244196409579817,true,false,0.9591666666666667
2,0.95,2.519415039296165,1.241564716262854,0.16244196409579817,false,false,0.9160333333333334
3,0.95,2.442277467240914,1.241564716262854,0.16244196409579817,false,false,0.9185666666666668
4,0.95,2.491341209215575,1.241564716262854,0.16244196409579817,false,false,0.9169666666666667
5,0.95,2.523848351237768,1.241564716262854,0.16244196409579817,false,false,0.9159
6,0.95,2.5430642398845373,1.241564716262854,0.16244196409579817,false,false,0.9152333333333333
7,0.95,2.549601744911775,1.241564716262854,0.16244196409579817,false,false,0.9150333333333334
8,0.95,2.491573296867746,1.241564716262854,0.16244196409579817,false,false,0.9169666666666667
9,0.95,1.241630706354584,1.241564716262854,0.16244196409579817,false,false,0.9586333333333333
10,0.95,1.2329260197519403,1.241564716262854,0.16244196409579817,true,false,0.9589
0,0.96,1.2269936897071108,1.269038349661323,0.1678067791977245,true,false,0.2972666666666667
1,0.96,1.2274305836071373,1.269038349661323,0.1678067791977245,true,false,0.9591
2,0.96,2.519412606793768,1.269038349661323,0.1678067791977245,false,false,0.9160333333333334
3,0.96,2.4423451771599116,1.269038349661323,0.1678067791977245,false,false,0.9185666666666668
4,0.96,2.491574462294923,1.269038349661323,0.1678067791977245,false,false,0.9169666666666667
5,0.96,2.523420392068608,1.269038349661323,0.1678067791977245,false,false,0.9159
6,0.96,2.542195323611714,1.269038349661323,0.1678067791977245,false,false,0.9152333333333333
7,0.96,2.5477368783026,1.269038349661323,0.1678067791977245,false,false,0.9151
8,0.96,2.5436291082395632,1.269038349661323,0.1678067791977245,false,false,0.9152333333333333
9,0.96,1.250892962008894,1.269038349661323,0.1678067791977245,true,false,0.9583
10,0.96,1.2771983415457706,1.269038349661323,0.1678067791977245,false,false,0.9574333333333332
0,0.97,1.2293285010277093,1.2959211061875278,0.17314866766945214,true,false,0.2971333333333333
1,0.97,1.2297229753330747,1.2959211061875278,0.17314866766945214,true,false,0.9590333333333334
2,0.97,2.5193847878613544,1.2959211061875278,0.17314866766945214,false,false,0.9160333333333334
3,0.97,2.4422698003646945,1.2959211061875278,0.17314866766945214,false,false,0.9185666666666668
4,0.97,2.491581519178638,1.2959211061875278,0.17314866766945214,false,false,0.9169666666666667
5,0.97,2.523833730589007,1.2959211061875278,0.17314866766945214,false,false,0.9159
6,0.97,2.5430237667672158,1.2959211061875278,0.17314866766945214,false,false,0.9152333333333333
7,0.97,2.547552872877388,1.2959211061875278,0.17314866766945214,false,false,0.9151
8,0.97,2.5436294100509724,1.2959211061875278,0.17314866766945214,false,false,0.9152333333333333
9,0.97,1.2765977586565351,1.2959211061875278,0.17314866766945214,true,false,0.9574333333333332
10,0.97,1.2789991567509176,1.2959211061875278,0.17314866766945214,true,false,0.9573666666666667
0,0.98,1.231662924642215,1.322237867684818,0.17846782463212515,true,false,0.297
1,0.98,1.2318002510941273,1.322237867684818,0.17846782463212515,true,false,0.9589666666666667
2,0.98,2.519385477007927,1.322237867684818,0.17846782463212515,false,false,0.9160333333333334
3,0.98,2.6656330411782343,1.322237867684818,0.17846782463212515,false,false,0.9111666666666667
4,0.98,2.4915830859623784,1.322237867684818,0.17846782463212515,false,false,0.9169666666666667
5,0.98,2.5238337966212288,1.322237867684818,0.17846782463212515,false,false,0.9159
6,0.98,2.542193271934802,1.322237867684818,0.17846782463212515,false,false,0.9152333333333333
7,0.98,2.5495260378692275,1.322237867684818,0.17846782463212515,false,false,0.9150333333333334
8,0.98,2.541614395307809,1.322237867684818,0.17846782463212515,false,false,0.9153
9,0.98,1.3002389062858726,1.322237867684818,0.17846782463212515,true,false,0.9566333333333333
10,0.98,1.2949923824852136,1.322237867684818,0.17846782463212515,true,false,0.9568333333333334
0,0.99,1.2339971442705904,1.3480119766882377,0.183764442726519,true,false,0.29686666666666667
1,0.99,1.234479877156001,1.3480119766882377,0.183764442726519,true,false,0.9588333333333333
2,0.99,2.519378081650373,1.3480119766882377,0.183764442726519,false,false,0.9160333333333334
3,0.99,2.6649427087401816,1.3480119766882377,0.183764442726519,false,false,0.9111666666666667
4,0.99,2.4915510904627625,1.3480119766882377,0.183764442726519,false,false,0.9169666666666667
5,0.99,2.5234209204091513,1.3480119766882377,0.183764442726519,false,false,0.9159
6,0.99,2.5430236721917203,1.3480119766882377,0.183764442726519,false,false,0.9152333333333333
7,0.99,2.551508017869888,1.3480119766882377,0.183764442726519,false,false,0.9149666666666667
8,0.99,2.5432389897114565,1.3480119766882377,0.183764442726519,false,false,0.9152333333333333
9,0.99,1.3616556989818962,1.3480119766882377,0.183764442726519,false,false,0.9546333333333333
10,0.99,1.3363920856516702,1.3480119766882377,0.183764442726519,true,false,0.9554333333333334
