control,n,h0,A,omega,alpha,R_cantor,R_ctrl_mean,R_ctrl_sd,delta,pct_rank
G2_random,2,0.58,0.5,1.0,0.8,1.0,0.9923644444444444,0.023300342742177363,0.007635555555555618,55.0
G2_random,3,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.58,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.62,0.5,1.0,0.8,1.0,0.8310300000000002,0.16513522877208603,0.16896999999999984,85.0
G2_random,2,0.62,0.5,1.0,0.8,1.0,0.9804755555555555,0.036007277822603094,0.019524444444444455,61.666666666666664
G2_random,3,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.62,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.66,0.5,1.0,0.8,1.0,0.7549077777777777,0.16364221080091462,0.24509222222222227,95.0
G2_random,2,0.66,0.5,1.0,0.8,1.0,0.9579177777777778,0.04580993779761887,0.04208222222222224,73.33333333333333
G2_random,3,0.66,0.5,1.0,0.8,1.0,0.9853977777777777,0.03140666148599753,0.014602222222222294,60.0
G2_random,4,0.66,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.66,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.66,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.66,0.5,1.0,0.8,1.0,1.0,0.0,0.0,50.0
