control,n,h0,A,omega,alpha,R_cantor,R_ctrl_mean,R_ctrl_sd,delta,pct_rank
G2_random,2,0.94,1.5,1.0,0.8,0.8582333333333333,0.8778600000000002,0.023616252602247888,-0.019626666666666903,3.3333333333333335
G2_random,3,0.94,1.5,1.0,0.8,0.8717,0.8738133333333332,0.017877807043212256,-0.0021133333333331894,56.666666666666664
G2_random,4,0.94,1.5,1.0,0.8,0.8705666666666667,0.8695822222222221,0.0038827127749777976,0.0009844444444445655,60.0
G2_random,5,0.94,1.5,1.0,0.8,0.8697666666666667,0.8694044444444444,0.0023735892496230095,0.00036222222222226375,56.666666666666664
G2_random,6,0.94,1.5,1.0,0.8,0.8693666666666666,0.8683088888888889,0.0010113127667209715,0.001057777777777713,85.0
G2_random,7,0.94,1.5,1.0,0.8,0.8791666666666667,0.8683,0.0005721506111497932,0.010866666666666691,100.0
G2_random,8,0.94,1.5,1.0,0.8,0.8805666666666667,0.8763888888888888,0.0039674280476020085,0.004177777777777947,83.33333333333333
G2_random,1,0.98,1.5,1.0,0.8,0.8684333333333334,0.698572222222222,0.1867239475092456,0.16986111111111135,50.0
G2_random,2,0.98,1.5,1.0,0.8,0.8581666666666667,0.8790400000000002,0.023085796001253538,-0.02087333333333341,6.666666666666667
G2_random,3,0.98,1.5,1.0,0.8,0.8717,0.8699266666666666,0.006516647705531391,0.0017733333333334045,66.66666666666667
G2_random,4,0.98,1.5,1.0,0.8,0.8683666666666667,0.8673555555555555,0.004209861924122782,0.0010111111111111848,66.66666666666667
G2_random,5,0.98,1.5,1.0,0.8,0.8672333333333333,0.8659644444444445,0.0016054011645398657,0.001268888888888764,71.66666666666667
G2_random,6,0.98,1.5,1.0,0.8,0.8662333333333334,0.8662244444444445,0.0014853288484355368,8.888888888947122e-6,61.666666666666664
G2_random,7,0.98,1.5,1.0,0.8,0.8664333333333334,0.8658177777777778,0.0005596066854506003,0.0006155555555555914,86.66666666666667
G2_random,8,0.98,1.5,1.0,0.8,0.8806333333333334,0.8744733333333333,0.003573619820390772,0.006160000000000054,96.66666666666667
G2_random,1,0.02,1.5,4.0,0.8,0.9901666666666668,0.7409199999999999,0.206824967663583,0.24924666666666684,91.66666666666667
G2_random,2,0.02,1.5,4.0,0.8,0.9787,0.9615244444444445,0.014325536327133641,0.0171755555555555,86.66666666666667
G2_random,3,0.02,1.5,4.0,0.8,0.9447666666666666,0.9515133333333333,0.011861711479955846,-0.006746666666666679,33.333333333333336
G2_random,4,0.02,1.5,4.0,0.8,0.9431666666666667,0.9483222222222223,0.011661001361197462,-0.00515555555555558,53.333333333333336
G2_random,5,0.02,1.5,4.0,0.8,0.9420333333333333,0.9389,0.006121703116138978,0.0031333333333333213,90.0
G2_random,6,0.02,1.5,4.0,0.8,0.9353,0.9356422222222223,0.00196168145353919,-0.00034222222222224374,45.0
G2_random,7,0.02,1.5,4.0,0.8,0.9351,0.9355466666666667,0.0015240749974004264,-0.0004466666666667063,43.333333333333336
G2_random,8,0.02,1.5,4.0,0.8,0.9356333333333333,0.9356066666666668,0.0008033645722928802,2.66666666665083e-5,60.0
G2_random,1,0.06,1.5,4.0,0.8,0.9909,0.8285566666666667,0.20333025419752626,0.16234333333333328,88.33333333333333
G2_random,2,0.06,1.5,4.0,0.8,0.9804333333333334,0.9677955555555555,0.014101098387514189,0.012637777777777859,80.0
G2_random,3,0.06,1.5,4.0,0.8,0.9447666666666666,0.9606288888888889,0.012613997374240403,-0.015862222222222222,8.333333333333334
G2_random,4,0.06,1.5,4.0,0.8,0.9431666666666667,0.9508222222222221,0.01155974098973159,-0.0076555555555554156,41.666666666666664
G2_random,5,0.06,1.5,4.0,0.8,0.9420333333333333,0.94304,0.007364975621166925,-0.0010066666666667112,60.0
G2_random,6,0.06,1.5,4.0,0.8,0.9414333333333335,0.9400088888888888,0.0025388013181071234,0.0014244444444446724,80.0
G2_random,7,0.06,1.5,4.0,0.8,0.9411666666666666,0.9387266666666668,0.0017014395527682254,0.0024399999999997757,90.0
G2_random,8,0.06,1.5,4.0,0.8,0.9408333333333334,0.9387333333333334,0.0007714741821947757,0.0020999999999999908,100.0
G2_random,1,0.1,1.5,4.0,0.8,0.9917,0.762718888888889,0.20464776985722352,0.22898111111111108,91.66666666666667
G2_random,2,0.1,1.5,4.0,0.8,0.9827,0.9732288888888889,0.011845466447177736,0.009471111111111097,83.33333333333333
G2_random,3,0.1,1.5,4.0,0.8,0.9753666666666666,0.9639733333333331,0.013744124206058788,0.011393333333333477,73.33333333333333
G2_random,4,0.1,1.5,4.0,0.8,0.9463,0.9558911111111111,0.012729339607594183,-0.009591111111111106,40.0
G2_random,5,0.1,1.5,4.0,0.8,0.9432333333333334,0.9509755555555556,0.011446637590699827,-0.007742222222222206,40.0
G2_random,6,0.1,1.5,4.0,0.8,0.9418333333333333,0.9430688888888888,0.00179302465687976,-0.0012355555555555453,36.666666666666664
G2_random,7,0.1,1.5,4.0,0.8,0.9417000000000001,0.9421155555555555,0.0013768399972520968,-0.00041555555555539136,40.0
G2_random,8,0.1,1.5,4.0,0.8,0.9409666666666666,0.9417377777777778,0.0006942971491299066,-0.0007711111111111668,6.666666666666667
G2_random,1,0.14,1.5,4.0,0.8,0.9925,0.7531555555555556,0.20044215135761356,0.23934444444444447,85.0
G2_random,2,0.14,1.5,4.0,0.8,0.9869666666666668,0.9784622222222222,0.01131734752690311,0.008504444444444537,76.66666666666667
G2_random,3,0.14,1.5,4.0,0.8,0.9805666666666667,0.9756044444444443,0.00806433296409634,0.004962222222222423,80.0
G2_random,4,0.14,1.5,4.0,0.8,0.9759666666666666,0.9686355555555555,0.010567360771043524,0.007331111111111177,86.66666666666667
G2_random,5,0.14,1.5,4.0,0.8,0.9471666666666666,0.9596644444444443,0.01257442192887872,-0.012497777777777719,33.333333333333336
G2_random,6,0.14,1.5,4.0,0.8,0.9461666666666667,0.9492288888888889,0.008237916883832337,-0.0030622222222221884,41.666666666666664
G2_random,7,0.14,1.5,4.0,0.8,0.9455666666666667,0.9519666666666668,0.010437245419842499,-0.006400000000000183,20.0
G2_random,8,0.14,1.5,4.0,0.8,0.9455666666666667,0.9458955555555556,0.0007922872139408874,-0.0003288888888889341,46.666666666666664
G2_random,1,0.18,1.5,4.0,0.8,0.9933666666666667,0.7550822222222224,0.2150689545904009,0.2382844444444443,78.33333333333333
G2_random,2,0.18,1.5,4.0,0.8,0.9913000000000001,0.9804266666666666,0.01389476982006145,0.010873333333333512,93.33333333333333
G2_random,3,0.18,1.5,4.0,0.8,0.9854333333333334,0.9797955555555554,0.0044656435037895,0.005637777777777964,86.66666666666667
G2_random,4,0.18,1.5,4.0,0.8,0.9813666666666666,0.9765133333333333,0.00591172353005326,0.004853333333333265,96.66666666666667
G2_random,5,0.18,1.5,4.0,0.8,0.9785,0.9742822222222223,0.007194185249550727,0.004217777777777765,96.66666666666667
G2_random,6,0.18,1.5,4.0,0.8,0.9771666666666667,0.9752644444444445,0.0006945288837553077,0.0019022222222222496,96.66666666666667
G2_random,7,0.18,1.5,4.0,0.8,0.9766333333333334,0.9748622222222223,0.00048223087373280187,0.0017711111111110567,100.0
G2_random,8,0.18,1.5,4.0,0.8,0.9763000000000001,0.9750222222222222,0.0003363465341876204,0.001277777777777822,100.0
G2_random,1,0.22,1.5,4.0,0.8,0.9943666666666666,0.8334488888888889,0.20242520433783262,0.16091777777777772,70.0
G2_random,2,0.22,1.5,4.0,0.8,0.9943666666666666,0.9860800000000001,0.005474486977136341,0.008286666666666553,100.0
G2_random,3,0.22,1.5,4.0,0.8,0.9894333333333333,0.9840533333333333,0.004054727149949355,0.00537999999999994,88.33333333333333
G2_random,4,0.22,1.5,4.0,0.8,0.9859000000000001,0.9817199999999999,0.0020902363796004974,0.004180000000000184,96.66666666666667
G2_random,5,0.22,1.5,4.0,0.8,0.9835666666666667,0.9807733333333334,0.001157001011666021,0.0027933333333333143,100.0
G2_random,6,0.22,1.5,4.0,0.8,0.9823666666666667,0.9802266666666667,0.0006359233188309409,0.0021400000000000308,100.0
G2_random,7,0.22,1.5,4.0,0.8,0.9819,0.9800533333333333,0.0004260304164127365,0.0018466666666666631,100.0
G2_random,8,0.22,1.5,4.0,0.8,0.9817,0.9801355555555556,0.00036796357196566804,0.0015644444444443684,100.0
G2_random,1,0.26,1.5,4.0,0.8,0.9955666666666667,0.7758477777777777,0.21063413881777204,0.21971888888888902,53.333333333333336
G2_random,2,0.26,1.5,4.0,0.8,0.9955666666666667,0.9896444444444445,0.004305003178013647,0.005922222222222162,90.0
G2_random,3,0.26,1.5,4.0,0.8,0.9922333333333333,0.9883777777777778,0.0030570104512588877,0.003855555555555501,96.66666666666667
G2_random,4,0.26,1.5,4.0,0.8,0.9898333333333333,0.9870577777777779,0.001972802299885037,0.00277555555555542,93.33333333333333
G2_random,5,0.26,1.5,4.0,0.8,0.9883666666666666,0.9864555555555554,0.0011192955273966083,0.0019111111111111967,93.33333333333333
G2_random,6,0.26,1.5,4.0,0.8,0.9876333333333334,0.9861888888888888,0.0006400031928400757,0.0014444444444445814,96.66666666666667
G2_random,7,0.26,1.5,4.0,0.8,0.9873,0.9859822222222222,0.0003451617793083095,0.001317777777777751,100.0
G2_random,8,0.26,1.5,4.0,0.8,0.9873,0.9861022222222222,0.0002759773067095253,0.001197777777777742,100.0
G2_random,1,0.3,1.5,4.0,0.8,0.9972333333333334,0.7743511111111111,0.20303676256467906,0.22288222222222231,78.33333333333333
G2_random,2,0.3,1.5,4.0,0.8,0.9972333333333334,0.9949155555555558,0.0022148702137726266,0.002317777777777641,83.33333333333333
G2_random,3,0.3,1.5,4.0,0.8,0.9972333333333334,0.9939955555555556,0.0017783442584058343,0.003237777777777784,96.66666666666667
G2_random,4,0.3,1.5,4.0,0.8,0.9956333333333334,0.9935911111111111,0.0013633948313514614,0.0020422222222222786,88.33333333333333
G2_random,5,0.3,1.5,4.0,0.8,0.9946333333333334,0.9932733333333333,0.0005701649959488778,0.0013600000000000279,96.66666666666667
G2_random,6,0.3,1.5,4.0,0.8,0.9939666666666667,0.9928888888888888,0.00033861712613191843,0.0010777777777778441,98.33333333333333
G2_random,7,0.3,1.5,4.0,0.8,0.9936333333333334,0.9927911111111108,0.0002022731610299383,0.0008422222222225217,100.0
G2_random,8,0.3,1.5,4.0,0.8,0.9934333333333334,0.9927933333333333,0.00011951370174256764,0.0006400000000000849,100.0
G2_random,1,0.34,1.5,4.0,0.8,1.0,0.7555922222222223,0.20445068552338827,0.24440777777777767,80.0
G2_random,2,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.34,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.38,1.5,4.0,0.8,1.0,0.82993,0.21259651445368147,0.17007000000000005,70.0
G2_random,2,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.38,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.42,1.5,4.0,0.8,1.0,0.919381111111111,0.16472448114466176,0.08061888888888902,60.0
G2_random,2,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.42,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.46,1.5,4.0,0.8,1.0,0.7927677777777776,0.21192698852707698,0.20723222222222237,75.0
G2_random,2,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.46,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.5,1.5,4.0,0.8,1.0,0.8117522222222223,0.21961217063946098,0.18824777777777768,71.66666666666667
G2_random,2,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.5,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.54,1.5,4.0,0.8,1.0,0.809868888888889,0.19942835872335377,0.19013111111111103,83.33333333333333
G2_random,2,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,3,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.54,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.58,1.5,4.0,0.8,1.0,0.7967888888888889,0.1978388318738015,0.20321111111111112,88.33333333333333
G2_random,2,0.58,1.5,4.0,0.8,1.0,0.9971533333333333,0.007382762360839488,0.002846666666666664,56.666666666666664
G2_random,3,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.58,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.62,1.5,4.0,0.8,1.0,0.8282566666666665,0.19196163971639063,0.17174333333333347,90.0
G2_random,2,0.62,1.5,4.0,0.8,1.0,0.9911244444444445,0.01187593249682824,0.008875555555555525,68.33333333333333
G2_random,3,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,4,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,5,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.62,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.66,1.5,4.0,0.8,1.0,0.8490077777777778,0.18741227315464445,0.1509922222222222,98.33333333333333
G2_random,2,0.66,1.5,4.0,0.8,1.0,0.9881511111111112,0.013813347238857474,0.011848888888888798,71.66666666666667
G2_random,3,0.66,1.5,4.0,0.8,1.0,0.9895488888888888,0.012457888400414818,0.010451111111111189,71.66666666666667
G2_random,4,0.66,1.5,4.0,0.8,1.0,0.9991311111111112,0.004305515782785024,0.000868888888888808,53.333333333333336
G2_random,5,0.66,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,6,0.66,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,7,0.66,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,8,0.66,1.5,4.0,0.8,1.0,1.0,0.0,0.0,50.0
G2_random,1,0.7,1.5,4.0,0.8,0.9611666666666667,0.7678222222222222,0.20238128298759178,0.19334444444444454,50.0
G2_random,2,0.7,1.5,4.0,0.8,0.9683666666666667,0.9803155555555555,0.012062502403734533,-0.011948888888888787,16.666666666666668
G2_random,3,0.7,1.5,4.0,0.8,0.9709666666666668,0.9796466666666667,0.010743450646825047,-0.00867999999999991,18.333333333333332
G2_random,4,0.7,1.5,4.0,0.8,0.9693,0.9786333333333334,0.01122428947994043,-0.009333333333333305,23.333333333333332
G2_random,5,0.7,1.5,4.0,0.8,0.9693666666666666,0.9753622222222222,0.010584683987787617,-0.005995555555555643,56.666666666666664
G2_random,6,0.7,1.5,4.0,0.8,0.9689,0.9701200000000001,0.004511582369737593,-0.0012200000000001099,41.666666666666664
G2_random,7,0.7,1.5,4.0,0.8,0.9687,0.9703199999999998,0.006089049274952268,-0.0016199999999998438,53.333333333333336
G2_random,8,0.7,1.5,4.0,0.8,0.9686333333333333,0.968648888888889,0.0007447766171482816,-1.5555555555657463e-5,60.0
G2_random,1,0.74,1.5,4.0,0.8,0.9608333333333333,0.7770877777777779,0.19324259969242705,0.18374555555555538,50.0
G2_random,2,0.74,1.5,4.0,0.8,0.9683666666666667,0.9690488888888888,0.009147554719352623,-0.0006822222222221397,50.0
G2_random,3,0.74,1.5,4.0,0.8,0.9709666666666668,0.97082,0.009627393865614831,0.00014666666666673933,53.333333333333336
G2_random,4,0.74,1.5,4.0,0.8,0.9693,0.9691799999999999,0.008546961100958778,0.00012000000000012001,66.66666666666667
G2_random,5,0.74,1.5,4.0,0.8,0.9682333333333334,0.9653711111111111,0.004952430676353473,0.0028622222222223215,76.66666666666667
G2_random,6,0.74,1.5,4.0,0.8,0.9676333333333333,0.9634622222222223,0.0017112369959167272,0.004171111111111014,96.66666666666667
G2_random,7,0.74,1.5,4.0,0.8,0.9674333333333334,0.9619111111111109,0.0008940987171248251,0.005522222222222428,100.0
G2_random,8,0.74,1.5,4.0,0.8,0.9672333333333333,0.96248,0.0007007713320121628,0.004753333333333276,100.0
G2_random,1,0.78,1.5,4.0,0.8,0.9605,0.7120422222222224,0.18767789781491262,0.24845777777777767,66.66666666666667
G2_random,2,0.78,1.5,4.0,0.8,0.9683666666666667,0.9571822222222224,0.05916799560322881,0.01118444444444433,40.0
G2_random,3,0.78,1.5,4.0,0.8,0.9635666666666667,0.9663955555555556,0.009048590556546637,-0.002828888888888881,40.0
G2_random,4,0.78,1.5,4.0,0.8,0.9602333333333334,0.9618288888888888,0.0067297687920827645,-0.0015955555555554612,50.0
G2_random,5,0.78,1.5,4.0,0.8,0.9580333333333333,0.9590111111111111,0.004046523822331936,-0.0009777777777778551,53.333333333333336
G2_random,6,0.78,1.5,4.0,0.8,0.9572333333333334,0.9576555555555555,0.0020725044233800404,-0.0004222222222221017,41.666666666666664
G2_random,7,0.78,1.5,4.0,0.8,0.9572333333333334,0.9563444444444443,0.0008305163114294862,0.00088888888888905,81.66666666666667
G2_random,8,0.78,1.5,4.0,0.8,0.9581000000000001,0.9578533333333333,0.0010974229652923162,0.0002466666666667283,45.0
G2_random,1,0.82,1.5,4.0,0.8,0.9601666666666666,0.7128566666666666,0.18697830803151874,0.24731000000000003,66.66666666666667
G2_random,2,0.82,1.5,4.0,0.8,0.9683666666666667,0.9556933333333333,0.05290619284525498,0.012673333333333425,50.0
G2_random,3,0.82,1.5,4.0,0.8,0.9635666666666667,0.9599822222222223,0.007237232030168243,0.00358444444444439,66.66666666666667
G2_random,4,0.82,1.5,4.0,0.8,0.9602333333333334,0.9576133333333333,0.006109979275193558,0.0026200000000000667,63.333333333333336
G2_random,5,0.82,1.5,4.0,0.8,0.9580333333333333,0.9546266666666666,0.00467665105969002,0.003406666666666669,86.66666666666667
G2_random,6,0.82,1.5,4.0,0.8,0.9569,0.9523911111111109,0.0019682914257431144,0.004508888888889118,96.66666666666667
G2_random,7,0.82,1.5,4.0,0.8,0.9566333333333333,0.95152,0.0009154526966734591,0.005113333333333303,100.0
G2_random,8,0.82,1.5,4.0,0.8,0.9567666666666667,0.9540422222222222,0.0011101390383851174,0.0027244444444444182,100.0
G2_random,1,0.86,1.5,4.0,0.8,0.9599,0.7773355555555556,0.205291707031079,0.18256444444444442,46.666666666666664
G2_random,2,0.86,1.5,4.0,0.8,0.9683666666666667,0.9563711111111111,0.015290694671938434,0.011995555555555648,80.0
G2_random,3,0.86,1.5,4.0,0.8,0.9635666666666667,0.9534822222222222,0.01169948007271704,0.010084444444444451,83.33333333333333
G2_random,4,0.86,1.5,4.0,0.8,0.9602333333333334,0.9511111111111112,0.008062591985674236,0.009122222222222143,93.33333333333333
G2_random,5,0.86,1.5,4.0,0.8,0.9580333333333333,0.9456222222222224,0.011865776582056259,0.012411111111110928,93.33333333333333
G2_random,6,0.86,1.5,4.0,0.8,0.9569,0.9419333333333332,0.011685177433291697,0.014966666666666795,100.0
G2_random,7,0.86,1.5,4.0,0.8,0.9566333333333333,0.9428000000000001,0.009725169777595917,0.013833333333333253,100.0
G2_random,8,0.86,1.5,4.0,0.8,0.9567666666666667,0.9504511111111111,0.0018053928013884357,0.006315555555555519,100.0
G2_random,1,0.9,1.5,4.0,0.8,0.9595666666666667,0.8371233333333333,0.185730550958605,0.12244333333333335,33.333333333333336
G2_random,2,0.9,1.5,4.0,0.8,0.9160333333333334,0.9499533333333332,0.014753654265172587,-0.03391999999999984,0.0
G2_random,3,0.9,1.5,4.0,0.8,0.9185666666666668,0.9518244444444445,0.01140188508086231,-0.03325777777777772,0.0
G2_random,4,0.9,1.5,4.0,0.8,0.9201,0.9430133333333334,0.013495112212940162,-0.02291333333333334,6.666666666666667
G2_random,5,0.9,1.5,4.0,0.8,0.9197000000000001,0.9334733333333334,0.014415834206249352,-0.013773333333333304,30.0
G2_random,6,0.9,1.5,4.0,0.8,0.9195,0.928522222222222,0.01221340678255952,-0.009022222222222043,30.0
G2_random,7,0.9,1.5,4.0,0.8,0.9566333333333333,0.9232444444444445,0.010239179255502315,0.0333888888888888,100.0
G2_random,8,0.9,1.5,4.0,0.8,0.9570333333333334,0.9411555555555556,0.011675787348916274,0.01587777777777777,100.0
G2_random,1,0.94,1.5,4.0,0.8,0.9592333333333334,0.7243766666666667,0.18862048278197208,0.2348566666666667,63.333333333333336
G2_random,2,0.94,1.5,4.0,0.8,0.9160333333333334,0.9485977777777777,0.012799529844494366,-0.032564444444444285,0.0
G2_random,3,0.94,1.5,4.0,0.8,0.9185666666666668,0.9410466666666667,0.014620977948433627,-0.022479999999999944,3.3333333333333335
G2_random,4,0.94,1.5,4.0,0.8,0.9169666666666667,0.9345066666666667,0.014836037206747643,-0.01754,10.0
G2_random,5,0.94,1.5,4.0,0.8,0.9159,0.9277066666666668,0.013042581015283362,-0.011806666666666743,23.333333333333332
G2_random,6,0.94,1.5,4.0,0.8,0.9152333333333333,0.91874,0.007858920792025185,-0.003506666666666658,33.333333333333336
G2_random,7,0.94,1.5,4.0,0.8,0.9151,0.9164933333333333,0.004617519527845899,-0.0013933333333332465,43.333333333333336
G2_random,8,0.94,1.5,4.0,0.8,0.9163,0.9285755555555556,0.011821932125614285,-0.012275555555555595,0.0
G2_random,1,0.98,1.5,4.0,0.8,0.9589666666666667,0.7519088888888888,0.20431391873665253,0.2070577777777779,53.333333333333336
G2_random,2,0.98,1.5,4.0,0.8,0.9160333333333334,0.9476377777777778,0.015056531361966979,-0.031604444444444435,0.0
G2_random,3,0.98,1.5,4.0,0.8,0.9111666666666667,0.9371866666666667,0.014788679008617486,-0.026020000000000043,0.0
G2_random,4,0.98,1.5,4.0,0.8,0.9169666666666667,0.928231111111111,0.013005987225262987,-0.0112644444444443,26.666666666666668
G2_random,5,0.98,1.5,4.0,0.8,0.9159,0.920328888888889,0.009389383151423744,-0.004428888888888927,43.333333333333336
G2_random,6,0.98,1.5,4.0,0.8,0.9152333333333333,0.915328888888889,0.004486665926571075,-9.555555555562645e-5,61.666666666666664
G2_random,7,0.98,1.5,4.0,0.8,0.9150333333333334,0.9127177777777776,0.0015114311132886967,0.0023155555555557372,93.33333333333333
G2_random,8,0.98,1.5,4.0,0.8,0.9153,0.9209555555555556,0.006908223392957027,-0.005655555555555636,3.3333333333333335
G2_random,1,0.02,1.5,16.0,0.8,0.9815666666666666,0.9620266666666667,0.00774753650130674,0.01953999999999989,98.33333333333333
G2_random,2,0.02,1.5,16.0,0.8,0.9705666666666667,0.9658177777777778,0.005555231101636789,0.004748888888888914,66.66666666666667
G2_random,3,0.02,1.5,16.0,0.8,0.9590333333333334,0.9592600000000001,0.005986411176485164,-0.00022666666666670832,40.0
G2_random,4,0.02,1.5,16.0,0.8,0.9569,0.9546488888888888,0.005167558197707315,0.0022511111111112037,61.666666666666664
G2_random,5,0.02,1.5,16.0,0.8,0.9555,0.9466933333333335,0.004976799814988284,0.008806666666666518,91.66666666666667
G2_random,6,0.02,1.5,16.0,0.8,0.9545666666666667,0.9400800000000001,0.0045174213646106375,0.014486666666666537,100.0
G2_random,7,0.02,1.5,16.0,0.8,0.9474333333333333,0.9333822222222222,0.0036996710357367155,0.014051111111111125,100.0
G2_random,8,0.02,1.5,16.0,0.8,0.9469666666666666,0.9350400000000002,0.0030747694054272883,0.011926666666666419,100.0
G2_random,1,0.06,1.5,16.0,0.8,0.9823000000000001,0.971248888888889,0.007732970331023234,0.011051111111111012,88.33333333333333
G2_random,2,0.06,1.5,16.0,0.8,0.9817666666666667,0.9694622222222223,0.005610791007902114,0.01230444444444434,96.66666666666667
G2_random,3,0.06,1.5,16.0,0.8,0.9721666666666666,0.9636133333333333,0.0051814922627526514,0.008553333333333302,96.66666666666667
G2_random,4,0.06,1.5,16.0,0.8,0.9568333333333334,0.9589044444444442,0.003856662974330706,-0.0020711111111108016,26.666666666666668
G2_random,5,0.06,1.5,16.0,0.8,0.9554333333333334,0.9508755555555555,0.0047244204034090995,0.004557777777777883,80.0
G2_random,6,0.06,1.5,16.0,0.8,0.9545,0.9444866666666666,0.00413735066172597,0.01001333333333343,100.0
G2_random,7,0.06,1.5,16.0,0.8,0.9474333333333333,0.9399466666666668,0.00491491279842195,0.0074866666666665305,96.66666666666667
G2_random,8,0.06,1.5,16.0,0.8,0.9474333333333333,0.9423222222222221,0.001192997876606982,0.005111111111111288,100.0
G2_random,1,0.1,1.5,16.0,0.8,0.9829000000000001,0.9739311111111112,0.008987939698592963,0.008968888888888915,80.0
G2_random,2,0.1,1.5,16.0,0.8,0.9829666666666667,0.9740711111111112,0.007372740167226535,0.008895555555555434,86.66666666666667
G2_random,3,0.1,1.5,16.0,0.8,0.9721666666666666,0.9686733333333335,0.004175777625059354,0.0034933333333331262,86.66666666666667
