rho,population,family,scaling,factor,norm,certificate,all_states,terminal_denominator,switches,rate,guard_entries,nonterminal_exits,raw_violations
0.25,unmodified,sensor_normal,own_certificate,0.25,0.01072453807006581,0.04289815228026324,2092,26,0,0.0,14,14,0
0.25,unmodified,sensor_normal,own_certificate,0.5,0.02144907614013162,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,own_certificate,0.75,0.03217361421019743,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,own_certificate,0.9,0.038608337052236916,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,own_certificate,0.99,0.04246917075746061,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,own_certificate,1.01,0.04332713380306587,0.04289815228026324,2092,26,2,0.07692307692307693,24,24,0
0.25,unmodified,sensor_normal,own_certificate,1.1,0.04718796750828957,0.04289815228026324,2092,26,5,0.19230769230769232,21,21,0
0.25,unmodified,sensor_normal,own_certificate,1.25,0.053622690350329044,0.04289815228026324,2092,26,14,0.5384615384615384,12,12,0
0.25,unmodified,sensor_normal,own_certificate,1.5,0.06434722842039486,0.04289815228026324,2092,26,25,0.9615384615384616,1,1,0
0.25,unmodified,sensor_normal,own_certificate,2.0,0.08579630456052648,0.04289815228026324,2092,26,0,0.0,15,26,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,2092,26,0,0.0,15,15,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,2092,26,5,0.19230769230769232,21,21,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,2092,26,6,0.23076923076923078,20,20,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,2092,26,9,0.34615384615384615,17,17,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,2092,26,15,0.5769230769230769,11,11,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,2092,26,25,0.9615384615384616,1,1,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,2092,26,12,0.46153846153846156,8,14,0
0.25,unmodified,sensor_normal,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,2092,26,0,0.0,15,26,0
0.25,unmodified,actuator,own_certificate,0.25,0.01072453807006581,0.04289815228026324,2092,26,0,0.0,5,5,0
0.25,unmodified,actuator,own_certificate,0.5,0.02144907614013162,0.04289815228026324,2092,26,0,0.0,6,6,0
0.25,unmodified,actuator,own_certificate,0.75,0.03217361421019743,0.04289815228026324,2092,26,0,0.0,14,14,0
0.25,unmodified,actuator,own_certificate,0.9,0.038608337052236916,0.04289815228026324,2092,26,0,0.0,14,14,0
0.25,unmodified,actuator,own_certificate,0.99,0.04246917075746061,0.04289815228026324,2092,26,0,0.0,15,15,0
0.25,unmodified,actuator,own_certificate,1.01,0.04332713380306587,0.04289815228026324,2092,26,0,0.0,15,15,0
0.25,unmodified,actuator,own_certificate,1.1,0.04718796750828957,0.04289815228026324,2092,26,0,0.0,17,17,0
0.25,unmodified,actuator,own_certificate,1.25,0.053622690350329044,0.04289815228026324,2092,26,0,0.0,19,19,0
0.25,unmodified,actuator,own_certificate,1.5,0.06434722842039486,0.04289815228026324,2092,26,0,0.0,25,25,0
0.25,unmodified,actuator,own_certificate,2.0,0.08579630456052648,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,actuator,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,2092,26,0,0.0,5,5,0
0.25,unmodified,actuator,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,2092,26,0,0.0,7,7,0
0.25,unmodified,actuator,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,2092,26,0,0.0,14,14,0
0.25,unmodified,actuator,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,2092,26,0,0.0,16,16,0
0.25,unmodified,actuator,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,2092,26,0,0.0,17,17,0
0.25,unmodified,actuator,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,2092,26,0,0.0,18,18,0
0.25,unmodified,actuator,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,2092,26,0,0.0,20,20,0
0.25,unmodified,actuator,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,2092,26,0,0.0,25,25,0
0.25,unmodified,actuator,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,actuator,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,random_isotropic,own_certificate,0.25,0.01072453807006581,0.04289815228026324,2092,26,0,0.0,2,2,0
0.25,unmodified,random_isotropic,own_certificate,0.5,0.02144907614013162,0.04289815228026324,2092,26,0,0.0,2,2,0
0.25,unmodified,random_isotropic,own_certificate,0.75,0.03217361421019743,0.04289815228026324,2092,26,0,0.0,3,3,0
0.25,unmodified,random_isotropic,own_certificate,0.9,0.038608337052236916,0.04289815228026324,2092,26,0,0.0,4,4,0
0.25,unmodified,random_isotropic,own_certificate,0.99,0.04246917075746061,0.04289815228026324,2092,26,0,0.0,4,4,0
0.25,unmodified,random_isotropic,own_certificate,1.01,0.04332713380306587,0.04289815228026324,2092,26,0,0.0,4,5,0
0.25,unmodified,random_isotropic,own_certificate,1.1,0.04718796750828957,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,own_certificate,1.25,0.053622690350329044,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,own_certificate,1.5,0.06434722842039486,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,own_certificate,2.0,0.08579630456052648,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,2092,26,0,0.0,2,2,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,2092,26,0,0.0,2,2,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,2092,26,0,0.0,4,4,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,random_isotropic,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,2092,26,0,0.0,5,6,0
0.25,unmodified,sensor_orthogonal,own_certificate,0.25,0.01072453807006581,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,0.5,0.02144907614013162,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,0.75,0.03217361421019743,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,0.9,0.038608337052236916,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,0.99,0.04246917075746061,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,1.01,0.04332713380306587,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,1.1,0.04718796750828957,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,1.25,0.053622690350329044,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,1.5,0.06434722842039486,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,own_certificate,2.0,0.08579630456052648,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,sensor_orthogonal,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,2092,26,0,0.0,0,0,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,0.25,0.01072453807006581,0.04289815228026324,2092,26,0,0.0,10,10,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,0.5,0.02144907614013162,0.04289815228026324,2092,26,0,0.0,20,20,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,0.75,0.03217361421019743,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,0.9,0.038608337052236916,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,0.99,0.04246917075746061,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,1.01,0.04332713380306587,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,1.1,0.04718796750828957,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,1.25,0.053622690350329044,0.04289815228026324,2092,26,2,0.07692307692307693,24,24,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,1.5,0.06434722842039486,0.04289815228026324,2092,26,13,0.5,13,13,0
0.25,unmodified,mixed_sensor_actuator,own_certificate,2.0,0.08579630456052648,0.04289815228026324,2092,26,21,0.8076923076923077,3,5,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,2092,26,0,0.0,14,14,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,2092,26,0,0.0,25,25,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,2092,26,0,0.0,26,26,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,2092,26,5,0.19230769230769232,21,21,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,2092,26,10,0.38461538461538464,16,16,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,2092,26,22,0.8461538461538461,4,4,0
0.25,unmodified,mixed_sensor_actuator,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,2092,26,6,0.23076923076923078,9,20,0
0.25,projected,sensor_normal,own_certificate,0.25,0.01072453807006581,0.04289815228026324,16000,16000,0,0.0,8070,8070,0
0.25,projected,sensor_normal,own_certificate,0.5,0.02144907614013162,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,own_certificate,0.75,0.03217361421019743,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,own_certificate,0.9,0.038608337052236916,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,own_certificate,0.99,0.04246917075746061,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,own_certificate,1.01,0.04332713380306587,0.04289815228026324,16000,16000,4000,0.25,12000,12000,0
0.25,projected,sensor_normal,own_certificate,1.1,0.04718796750828957,0.04289815228026324,16000,16000,5600,0.35,10400,10400,0
0.25,projected,sensor_normal,own_certificate,1.25,0.053622690350329044,0.04289815228026324,16000,16000,7804,0.48775,8196,8196,0
0.25,projected,sensor_normal,own_certificate,1.5,0.06434722842039486,0.04289815228026324,16000,16000,16000,1.0,0,0,0
0.25,projected,sensor_normal,own_certificate,2.0,0.08579630456052648,0.04289815228026324,16000,16000,0,0.0,12000,16000,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,16000,16000,5600,0.35,10400,10400,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,16000,16000,7200,0.45,8800,8800,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,16000,16000,7200,0.45,8800,8800,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,16000,16000,8800,0.55,7200,7200,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,16000,16000,12000,0.75,4000,4000,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,16000,16000,7200,0.45,6600,8800,0
0.25,projected,sensor_normal,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,16000,16000,0,0.0,12000,16000,0
0.25,projected,actuator,own_certificate,0.25,0.01072453807006581,0.04289815228026324,16000,16000,0,0.0,5600,5600,0
0.25,projected,actuator,own_certificate,0.5,0.02144907614013162,0.04289815228026324,16000,16000,0,0.0,7200,7200,0
0.25,projected,actuator,own_certificate,0.75,0.03217361421019743,0.04289815228026324,16000,16000,0,0.0,7200,7200,0
0.25,projected,actuator,own_certificate,0.9,0.038608337052236916,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,own_certificate,0.99,0.04246917075746061,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,own_certificate,1.01,0.04332713380306587,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,own_certificate,1.1,0.04718796750828957,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,own_certificate,1.25,0.053622690350329044,0.04289815228026324,16000,16000,0,0.0,10400,10400,0
0.25,projected,actuator,own_certificate,1.5,0.06434722842039486,0.04289815228026324,16000,16000,0,0.0,12000,12000,0
0.25,projected,actuator,own_certificate,2.0,0.08579630456052648,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,actuator,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,16000,16000,0,0.0,5600,5600,0
0.25,projected,actuator,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,16000,16000,0,0.0,7200,7200,0
0.25,projected,actuator,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,16000,16000,0,0.0,8800,8800,0
0.25,projected,actuator,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,16000,16000,0,0.0,10400,10400,0
0.25,projected,actuator,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,16000,16000,0,0.0,12000,12000,0
0.25,projected,actuator,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,actuator,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,random_isotropic,own_certificate,0.25,0.01072453807006581,0.04289815228026324,16000,16000,0,0.0,2793,3192,0
0.25,projected,random_isotropic,own_certificate,0.5,0.02144907614013162,0.04289815228026324,16000,16000,0,0.0,3080,3520,0
0.25,projected,random_isotropic,own_certificate,0.75,0.03217361421019743,0.04289815228026324,16000,16000,0,0.0,3248,3712,0
0.25,projected,random_isotropic,own_certificate,0.9,0.038608337052236916,0.04289815228026324,16000,16000,0,0.0,3388,3872,0
0.25,projected,random_isotropic,own_certificate,0.99,0.04246917075746061,0.04289815228026324,16000,16000,0,0.0,3472,3968,0
0.25,projected,random_isotropic,own_certificate,1.01,0.04332713380306587,0.04289815228026324,16000,16000,0,0.0,3500,4000,0
0.25,projected,random_isotropic,own_certificate,1.1,0.04718796750828957,0.04289815228026324,16000,16000,0,0.0,3619,4136,0
0.25,projected,random_isotropic,own_certificate,1.25,0.053622690350329044,0.04289815228026324,16000,16000,0,0.0,3717,4248,0
0.25,projected,random_isotropic,own_certificate,1.5,0.06434722842039486,0.04289815228026324,16000,16000,0,0.0,3885,4440,0
0.25,projected,random_isotropic,own_certificate,2.0,0.08579630456052648,0.04289815228026324,16000,16000,0,0.0,4144,4736,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,16000,16000,0,0.0,2863,3272,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,16000,16000,0,0.0,3122,3568,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,16000,16000,0,0.0,3388,3872,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,16000,16000,0,0.0,3598,4112,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,16000,16000,0,0.0,3689,4216,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,16000,16000,0,0.0,3696,4224,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,16000,16000,0,0.0,3780,4320,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,16000,16000,0,0.0,3878,4432,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,16000,16000,0,0.0,4053,4632,0
0.25,projected,random_isotropic,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,16000,16000,0,0.0,4312,4928,0
0.25,projected,sensor_orthogonal,own_certificate,0.25,0.01072453807006581,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,0.5,0.02144907614013162,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,0.75,0.03217361421019743,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,0.9,0.038608337052236916,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,0.99,0.04246917075746061,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,1.01,0.04332713380306587,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,1.1,0.04718796750828957,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,1.25,0.053622690350329044,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,1.5,0.06434722842039486,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,own_certificate,2.0,0.08579630456052648,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,sensor_orthogonal,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,16000,16000,0,0.0,0,0,0
0.25,projected,mixed_sensor_actuator,own_certificate,0.25,0.01072453807006581,0.04289815228026324,16000,16000,0,0.0,7200,7200,0
0.25,projected,mixed_sensor_actuator,own_certificate,0.5,0.02144907614013162,0.04289815228026324,16000,16000,0,0.0,10400,10400,0
0.25,projected,mixed_sensor_actuator,own_certificate,0.75,0.03217361421019743,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,own_certificate,0.9,0.038608337052236916,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,own_certificate,0.99,0.04246917075746061,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,own_certificate,1.01,0.04332713380306587,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,own_certificate,1.1,0.04718796750828957,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,own_certificate,1.25,0.053622690350329044,0.04289815228026324,16000,16000,4000,0.25,12000,12000,0
0.25,projected,mixed_sensor_actuator,own_certificate,1.5,0.06434722842039486,0.04289815228026324,16000,16000,7200,0.45,8800,8800,0
0.25,projected,mixed_sensor_actuator,own_certificate,2.0,0.08579630456052648,0.04289815228026324,16000,16000,10400,0.65,4200,5600,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04289815228026324,16000,16000,0,0.0,7200,7200,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,0.5,0.02542112727719303,0.04289815228026324,16000,16000,0,0.0,12000,12000,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,0.75,0.038131690915789544,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,0.9,0.04575802909894745,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,0.99,0.0503338320088422,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,1.01,0.05135067709992992,0.04289815228026324,16000,16000,0,0.0,16000,16000,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,1.1,0.05592648000982467,0.04289815228026324,16000,16000,5600,0.35,10400,10400,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,1.25,0.06355281819298257,0.04289815228026324,16000,16000,7200,0.45,8800,8800,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,1.5,0.07626338183157909,0.04289815228026324,16000,16000,10400,0.65,5600,5600,0
0.25,projected,mixed_sensor_actuator,absolute_middle_third_certificate,2.0,0.10168450910877212,0.04289815228026324,16000,16000,5600,0.35,7800,10400,0
0.28,unmodified,sensor_normal,own_certificate,0.25,0.011838517288479684,0.04735406915391874,2092,40,0,0.0,15,15,0
0.28,unmodified,sensor_normal,own_certificate,0.5,0.02367703457695937,0.04735406915391874,2092,40,0,0.0,29,29,0
0.28,unmodified,sensor_normal,own_certificate,0.75,0.03551555186543905,0.04735406915391874,2092,40,0,0.0,40,40,0
0.28,unmodified,sensor_normal,own_certificate,0.9,0.042618662238526867,0.04735406915391874,2092,40,0,0.0,40,40,0
0.28,unmodified,sensor_normal,own_certificate,0.99,0.04688052846237955,0.04735406915391874,2092,40,0,0.0,40,40,0
0.28,unmodified,sensor_normal,own_certificate,1.01,0.047827609845457926,0.04735406915391874,2092,40,0,0.0,40,40,0
0.28,unmodified,sensor_normal,own_certificate,1.1,0.052089476069310615,0.04735406915391874,2092,40,11,0.275,29,29,0
0.28,unmodified,sensor_normal,own_certificate,1.25,0.05919258644239842,0.04735406915391874,2092,40,15,0.375,25,25,0
0.28,unmodified,sensor_normal,own_certificate,1.5,0.0710311037308781,0.04735406915391874,2092,40,29,0.725,11,11,0
0.28,unmodified,sensor_normal,own_certificate,2.0,0.09470813830783748,0.04735406915391874,2092,40,19,0.475,14,21,0
0.28,unmodified,sensor_normal,absolute_middle_third_certificate,0.25,0.012710563638596515,0.04735406915391874,2092,40,0,0.0,15,15,0
