rho,centre,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.28,tau_beh,2.0,e5ee8a3a0749123d,0.007968127490039834,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,8a241a66612e1e7f,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,b390ed0f4b090cf5,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,605a949685f9a050,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,24baa1ba8cb6807f,0.009478672985781977,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,d8de85cf46500546,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,1df6546d5075aa63,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,334e6f04ecde350d,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,1e0aaa9737e65d09,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,1ec8063aec61790d,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,ea600ad97c3853cc,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,12e6d91fedc9f71a,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,a17ca48f1ddf4936,0.009615384615384581,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,f8035d7686a6d848,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,62ab78c3727fe475,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,8a9f2bb7c70fdf96,0.00877192982456143,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,92878afbd43de2b7,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,f0bcdb3438d5d6f5,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,d10cf89103054f98,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,d4fd4b573ec4e920,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,761f5b05a546451e,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,9157cb1ed385d5e1,0.007547169811320753,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,a67cbc415f01c86c,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,6d66f77f43a4b273,1.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,b8fc02d6b271052d,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,842f3cf5ab1b391c,0.011173184357541888,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
0.28,tau_beh,2.0,18550ea6041669fd,0.0,0.5286779942070982,0.017166888081595194,0.01924424137432909,0.027747917212694186,0.03333526632882433,-1.8247635099622939,5.163735919528538,-27.848562240600586
