gate_family,n,beta,h0,A,omega,alpha,gate_at_h0,gate_at_safe_lo,gate_at_safe_hi,gate_at_half,invariance_margin,R_safe,R_safe_rect,tau_S,D_max,D_mean,T_rec,R_gate,h_end
G6_smooth_cantor,3,25.0,0.94,3.0,4.0,0.8,0.6371371459938663,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9453,0.9452703153123125,1.210045602724299,0.8273688293937702,0.04780199350962088,2.5340000000000003,0.07025114689783594,0.4811182627127807
G6_smooth_cantor,3,25.0,0.98,3.0,4.0,0.8,0.5702965140759008,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9446333333333334,0.9446036930871275,1.21592652039887,0.8420992300990648,0.04878453309267559,2.54,0.07008376505506539,0.4811182627394118
G6_smooth_cantor,3,25.0,0.02,3.0,16.0,0.8,0.5702965140759004,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9702333333333333,0.9702019865342311,0.5363276437627744,0.48,0.018390167358458553,1.236,0.058702387792998106,0.5054240238207452
G6_smooth_cantor,3,25.0,0.06,3.0,16.0,0.8,0.6371371459938658,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9730333333333333,0.973001799880008,0.5204826126202914,0.44,0.01697192959932402,1.218,0.05677475361399962,0.505424023822273
G6_smooth_cantor,3,25.0,0.1,3.0,16.0,0.8,0.5836898455451027,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9796333333333334,0.9796013599093394,0.1723275181676434,0.4,0.015535106425029489,0.86,0.05441501625810847,0.5054240238238257
G6_smooth_cantor,3,25.0,0.14,3.0,16.0,0.8,0.47046193611324794,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9842333333333334,0.9842010532631158,0.1384025406856597,0.36,0.013884401159689596,0.838,0.051416714629073844,0.5054240238256319
G6_smooth_cantor,3,25.0,0.18,3.0,16.0,0.8,0.4461203270450948,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9909,0.9908672755149657,0.11196748065686503,0.32,0.012074868573962016,0.466,0.04786057645493149,0.5054240238276535
G6_smooth_cantor,3,25.0,0.22,3.0,16.0,0.8,0.5459871456742164,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9939,0.9938670755282981,0.08972322181789617,0.28,0.010590931700535941,0.434,0.04466594345719375,0.5054240238293317
G6_smooth_cantor,3,25.0,0.26,3.0,16.0,0.8,0.6317668792148524,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9977,0.9976668222118525,0.06949031850389369,0.24,0.009550153976524343,0.07,0.04227985906659928,0.505424023830523
G6_smooth_cantor,3,25.0,0.3,3.0,16.0,0.8,0.6070634534935768,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9985,0.9984667688820745,0.04580584460383563,0.2,0.008751951989540629,0.046,0.04049681912788458,0.5054240238314499
G6_smooth_cantor,3,25.0,0.34,3.0,16.0,0.8,0.4588130624586817,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.15999999999999998,0.008029596464098858,0.0,0.03900209347125773,0.5054240238323048
G6_smooth_cantor,3,25.0,0.38,3.0,16.0,0.8,0.2593782111128104,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.12,0.007231263032159065,0.0,0.037661560765572345,0.505424023833279
G6_smooth_cantor,3,25.0,0.42,3.0,16.0,0.8,0.11880161629902992,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.08000000000000002,0.006235500320377357,0.0,0.036538673370538885,0.5054240238345409
G6_smooth_cantor,3,25.0,0.46,3.0,16.0,0.8,0.05309557861009067,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.03999999999999998,0.0050262209589973066,0.0,0.03578837919586731,0.5054240238361598
G6_smooth_cantor,3,25.0,0.5,3.0,16.0,0.8,0.03533664066241022,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.01248956852478278,0.004271049721112353,0.0,0.03557647693314123,0.5054240238381073
G6_smooth_cantor,3,25.0,0.54,3.0,16.0,0.8,0.0530955786100908,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.055827564240660044,0.005798300656653376,0.0,0.03619554520061979,0.5054240238404152
G6_smooth_cantor,3,25.0,0.58,3.0,16.0,0.8,0.11880161629902992,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,1.0,1.0,0.0,0.13760402902782165,0.008248950375487556,0.0,0.03933138988545344,0.5054240238435183
G6_smooth_cantor,3,25.0,0.62,3.0,16.0,0.8,0.2593782111128106,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9907333333333334,0.9907339510699287,0.0,0.27560963468861654,0.01165080198864355,0.626,0.04714351029521446,0.5054240238473942
G6_smooth_cantor,3,25.0,0.66,3.0,16.0,0.8,0.4588130624586823,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9850666666666666,0.9850676621558563,0.0,0.32627593318383474,0.013871979943893557,0.666,0.05142688601666494,0.5054240238498339
G6_smooth_cantor,3,25.0,0.7,3.0,16.0,0.8,0.607063453493577,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9786333333333334,0.9786014265715619,0.32946954154706637,0.35432566668287413,0.015381046089891482,1.028,0.05400858159362332,0.5054240238514902
G6_smooth_cantor,3,25.0,0.74,3.0,16.0,0.8,0.6317668792148526,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9753666666666666,0.9753349776681555,0.3494830278699548,0.38131432408429833,0.016758296047792973,1.048,0.05617185029375374,0.505424023853002
G6_smooth_cantor,3,25.0,0.78,3.0,16.0,0.8,0.5459871456742166,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9691,0.9690687287514166,0.7074028695942994,0.41542475043436977,0.018279031692405513,1.3920000000000001,0.05847933044364113,0.5054240238546731
G6_smooth_cantor,3,25.0,0.82,3.0,16.0,0.8,0.4461203270450951,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9651666666666667,0.9651356576228252,0.7239292196304487,0.4613758762261507,0.020135454290548947,1.424,0.06098467949560187,0.5054240238566844
G6_smooth_cantor,3,25.0,0.86,3.0,16.0,0.8,0.47046193611324827,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9621,0.9620691953869742,0.7437930670091106,0.5048492370407485,0.022026211690974108,1.442,0.0629411398338201,0.5054240238586855
G6_smooth_cantor,3,25.0,0.9,3.0,16.0,0.8,0.5836898455451032,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9582333333333334,0.9582027864809013,0.772168740915168,0.5381240592519714,0.023684572844555437,1.772,0.06467512022052505,0.5054240238604576
G6_smooth_cantor,3,25.0,0.94,3.0,16.0,0.8,0.6371371459938663,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9542333333333333,0.9542030531297914,1.1063603408158986,0.564236987171004,0.02502249296837345,1.8,0.0659352805897043,0.505424023861893
G6_smooth_cantor,3,25.0,0.98,3.0,16.0,0.8,0.5702965140759008,0.4905692207152612,0.49056922071526143,0.03533664066241022,-1.338374328812451,0.9524333333333334,0.9524031731217919,1.1147608374578168,0.5887109008441866,0.0262964691531987,1.814,0.06693718410506148,0.5054240238632682
G6_smooth_cantor,3,50.0,0.02,0.5,1.0,0.8,0.5745836791240552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9699666666666666,0.9699353376441571,0.9008551304578887,0.48,0.015418813187956288,0.902,0.015608735744908238,0.49985816701182734
G6_smooth_cantor,3,50.0,0.06,0.5,1.0,0.8,0.5368557810183149,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9723,0.9722685154323045,0.8314932819494425,0.44,0.014210121864904019,0.8320000000000001,0.014253565008667961,0.4998581670123425
G6_smooth_cantor,3,50.0,0.1,0.5,1.0,0.8,0.5420974059765942,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9749,0.974868342110526,0.753705025812427,0.4,0.012989939713002064,0.754,0.012695403172848138,0.49985816701287816
G6_smooth_cantor,3,50.0,0.14,0.5,1.0,0.8,0.20630345000415493,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9778333333333333,0.9778014799013399,0.6653586002868564,0.36,0.01175246642747672,0.666,0.011765727178280092,0.49985816701343905
G6_smooth_cantor,3,50.0,0.18,0.5,1.0,0.8,0.14054585022514463,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9810333333333333,0.9810012665822279,0.5694364222808649,0.32,0.010567563028817529,0.5700000000000001,0.01198184368783193,0.4998581670139957
G6_smooth_cantor,3,50.0,0.22,0.5,1.0,0.8,0.4399918487024623,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9844333333333334,0.9844010399306713,0.4673497811280571,0.28,0.009488660534399262,0.468,0.011713778836784185,0.4998581670145329
G6_smooth_cantor,3,50.0,0.26,0.5,1.0,0.8,0.5634375163101994,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9883666666666666,0.9883341110592627,0.3486318008752168,0.24,0.008466602070962944,0.35000000000000003,0.009726896515490007,0.499858167015091
G6_smooth_cantor,3,50.0,0.3,0.5,1.0,0.8,0.5725316383718552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9935666666666667,0.9935337644157056,0.19332254649675776,0.2,0.007440591662781851,0.194,0.007171839681689,0.49985816701572444
G6_smooth_cantor,3,50.0,0.34,0.5,1.0,0.8,0.39253905358596536,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.15999999999999998,0.006320078689212827,0.0,0.0035056547981446987,0.4998581670165314
G6_smooth_cantor,3,50.0,0.38,0.5,1.0,0.8,0.08945859371364152,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.004940550710568464,0.0,0.0012600528751590448,0.4998581670176577
G6_smooth_cantor,3,50.0,0.42,0.5,1.0,0.8,0.013254957793471054,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.08000000000000002,0.003373437385320448,0.0,0.0006501432525090213,0.4998581670190251
G6_smooth_cantor,3,50.0,0.46,0.5,1.0,0.8,0.0018495657479838774,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.03999999999999998,0.0017405186000383605,0.0,0.0005164258176515404,0.4998581670204868
G6_smooth_cantor,3,50.0,0.5,0.5,1.0,0.8,0.0004924541984723384,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.00021392443799683747,0.0001208455718715523,0.0,0.0004924654832054497,0.4998581670219857
G6_smooth_cantor,3,50.0,0.54,0.5,1.0,0.8,0.0018495657479838878,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.040000000000000036,0.0017680666816551171,0.0,0.0005169554402847047,0.4998581670235109
G6_smooth_cantor,3,50.0,0.58,0.5,1.0,0.8,0.013254957793471052,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.07999999999999996,0.0034639206523131966,0.0,0.000654731871328017,0.4998581670250755
G6_smooth_cantor,3,50.0,0.62,0.5,1.0,0.8,0.08945859371364173,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.0052428614499677425,0.0,0.0013182962703221287,0.4998581670267654
G6_smooth_cantor,3,50.0,0.66,0.5,1.0,0.8,0.3925390535859666,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.16000000000000003,0.007414699701628381,0.0,0.004322801590183395,0.49985816702903074
G6_smooth_cantor,3,50.0,0.7,0.5,1.0,0.8,0.5725316383718556,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9283666666666667,0.9283381107926139,0.32250637935878795,0.2412273166608957,0.02708370789965087,3.248,0.05569211454878347,0.4998581670953263
G6_smooth_cantor,3,50.0,0.74,0.5,1.0,0.8,0.5634375163102,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8891000000000001,0.8890740617292181,3.326946251993779,0.27367757585959895,0.03192207906372636,3.3280000000000003,0.06464164036397907,0.4998581670988249
G6_smooth_cantor,3,50.0,0.78,0.5,1.0,0.8,0.43999184870246205,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8891000000000001,0.8890740617292181,3.327745989235374,0.28,0.03307803341073942,3.3280000000000003,0.06346377003962295,0.49985816709886205
G6_smooth_cantor,3,50.0,0.82,0.5,1.0,0.8,0.1405458502251449,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8890333333333333,0.8890073995066996,3.328355302641665,0.31999999999999995,0.034428095938148946,3.33,0.061632046778176915,0.4998581670988892
G6_smooth_cantor,3,50.0,0.86,0.5,1.0,0.8,0.20630345000415537,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8890333333333333,0.8890073995066996,3.3284931270315843,0.36,0.035415106696179754,3.33,0.058729894338653395,0.4998581670988963
G6_smooth_cantor,3,50.0,0.9,0.5,1.0,0.8,0.5420974059765952,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8890333333333333,0.8890073995066996,3.3285249257681535,0.4,0.0361926852494271,3.33,0.056762382243046756,0.4998581670988983
G6_smooth_cantor,3,50.0,0.94,0.5,1.0,0.8,0.5368557810183154,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8890333333333333,0.8890073995066996,3.328543339537205,0.43999999999999995,0.037017242589787114,3.33,0.055877792467468594,0.4998581670988991
G6_smooth_cantor,3,50.0,0.98,0.5,1.0,0.8,0.5745836791240556,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.8890333333333333,0.8890073995066996,3.3285612735995964,0.48,0.037952344423203714,3.33,0.055291029131856434,0.49985816709889963
G6_smooth_cantor,3,50.0,0.02,0.5,4.0,0.8,0.5745836791240552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9425000000000001,0.9424705019665356,1.7253269534154843,0.48,0.02039633514522637,1.726,0.031519902517488874,0.49995868238257507
G6_smooth_cantor,3,50.0,0.06,0.5,4.0,0.8,0.5368557810183149,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9749,0.974868342110526,0.75385725792991,0.44,0.01725944074549838,0.754,0.02166655886051537,0.4999586823858428
G6_smooth_cantor,3,50.0,0.1,0.5,4.0,0.8,0.5420974059765942,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9791000000000001,0.9790680621291914,0.6271254925271709,0.4,0.013289847893577312,0.628,0.012198368516060537,0.4999586823922059
G6_smooth_cantor,3,50.0,0.14,0.5,4.0,0.8,0.20630345000415493,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9828333333333333,0.9828011465902273,0.5157567448079406,0.36,0.011182176369328037,0.516,0.009608150880523667,0.49995868239441565
G6_smooth_cantor,3,50.0,0.18,0.5,4.0,0.8,0.14054585022514463,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9861666666666667,0.9861342577161523,0.41589135612720973,0.32,0.009621598615578554,0.41600000000000004,0.009104354152455241,0.4999586823956517
G6_smooth_cantor,3,50.0,0.22,0.5,4.0,0.8,0.4399918487024623,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9889,0.9888674088394107,0.33319118925760643,0.28,0.008518515147154692,0.334,0.008822659565806256,0.49995868239639946
G6_smooth_cantor,3,50.0,0.26,0.5,4.0,0.8,0.5634375163101994,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9916333333333334,0.9916005599626692,0.2515518916253302,0.24,0.007638118688686317,0.252,0.007367130926386467,0.4999586823969703
G6_smooth_cantor,3,50.0,0.3,0.5,4.0,0.8,0.5725316383718552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9950333333333333,0.9950003333111126,0.14835745438183973,0.2,0.006824491062389057,0.15,0.00565371908379715,0.4999586823975107
G6_smooth_cantor,3,50.0,0.34,0.5,4.0,0.8,0.39253905358596536,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.15999999999999998,0.005989241259342967,0.0,0.003068069749511642,0.4999586823981249
G6_smooth_cantor,3,50.0,0.38,0.5,4.0,0.8,0.08945859371364152,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.004822292274551949,0.0,0.0012190388117853384,0.4999586823990997
G6_smooth_cantor,3,50.0,0.42,0.5,4.0,0.8,0.013254957793471054,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.08000000000000002,0.003315510079801582,0.0,0.0006483080480711499,0.4999586824004388
G6_smooth_cantor,3,50.0,0.46,0.5,4.0,0.8,0.0018495657479838774,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.03999999999999998,0.001684653263226335,0.0,0.00051645825663164,0.49995868240191116
G6_smooth_cantor,3,50.0,0.5,0.5,4.0,0.8,0.0004924541984723384,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,9.357603387016855e-5,3.8957850464991766e-5,0.0,0.0004924553667281352,0.4999586824034167
G6_smooth_cantor,3,50.0,0.54,0.5,4.0,0.8,0.0018495657479838878,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.040000000000000036,0.001700882456938151,0.0,0.0005169017337194859,0.4999586824049316
G6_smooth_cantor,3,50.0,0.58,0.5,4.0,0.8,0.013254957793471052,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.07999999999999996,0.003403344801731508,0.0,0.0006567681326684161,0.4999586824064811
G6_smooth_cantor,3,50.0,0.62,0.5,4.0,0.8,0.08945859371364173,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.005283548688484132,0.0,0.0013836627101793245,0.49995868240822594
G6_smooth_cantor,3,50.0,0.66,0.5,4.0,0.8,0.3925390535859666,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.16000000000000003,0.009137795373766277,0.0,0.008693298841730665,0.49995868241225144
G6_smooth_cantor,3,50.0,0.7,0.5,4.0,0.8,0.5725316383718556,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9680333333333333,0.9680021331911206,0.9587324019233899,0.22340609998751337,0.0124166079305112,0.96,0.02062305705439432,0.4999586824146926
G6_smooth_cantor,3,50.0,0.74,0.5,4.0,0.8,0.5634375163102,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9661666666666666,0.9661355909606026,1.0154989349130754,0.2477972191615131,0.013610350764925505,1.016,0.021494037813610735,0.4999586824152538
G6_smooth_cantor,3,50.0,0.78,0.5,4.0,0.8,0.43999184870246205,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9647666666666667,0.9647356842877142,1.0570141447025383,0.28,0.014775480677123871,1.058,0.021979975455769917,0.4999586824157308
G6_smooth_cantor,3,50.0,0.82,0.5,4.0,0.8,0.1405458502251449,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9645,0.9644690353976402,1.0642463723039355,0.31999999999999995,0.015267746851283761,1.066,0.018997730486756643,0.49995868241582
G6_smooth_cantor,3,50.0,0.86,0.5,4.0,0.8,0.20630345000415537,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9643666666666667,0.9643357109526032,1.0696437115768376,0.36,0.01573944978079027,1.07,0.016642957295181234,0.4999586824158885
G6_smooth_cantor,3,50.0,0.9,0.5,4.0,0.8,0.5420974059765952,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9639666666666666,0.9639357376174922,1.080186756021672,0.4,0.016442668117150894,1.082,0.016095872207750262,0.4999586824160255
G6_smooth_cantor,3,50.0,0.94,0.5,4.0,0.8,0.5368557810183154,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9621666666666667,0.9621358576094927,1.1355078521160427,0.43999999999999995,0.01827805152316111,1.1360000000000001,0.017771676106937185,0.4999586824168185
G6_smooth_cantor,3,50.0,0.98,0.5,4.0,0.8,0.5745836791240556,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9569,0.9568695420305313,1.2938716170733229,0.48,0.021931974230137274,1.294,0.02320823486022165,0.499958682420078
G6_smooth_cantor,3,50.0,0.02,0.5,16.0,0.8,0.5745836791240552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9574333333333332,0.9574028398106793,1.2769687547203203,0.48,0.019084078150203538,1.278,0.023334740617724944,0.5000125651476167
G6_smooth_cantor,3,50.0,0.06,0.5,16.0,0.8,0.5368557810183149,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9621666666666667,0.9621358576094927,0.9902253903505955,0.44,0.0170258826794124,1.202,0.020515439095731995,0.5000125651496172
G6_smooth_cantor,3,50.0,0.1,0.5,16.0,0.8,0.5420974059765942,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9689666666666666,0.9689354043063796,0.9303856619484923,0.4,0.015736026322288547,0.932,0.01792691170429408,0.5000125651508809
G6_smooth_cantor,3,50.0,0.14,0.5,16.0,0.8,0.20630345000415493,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9698333333333333,0.9698020131991201,0.904644864248169,0.36,0.014745433022495614,0.906,0.017449774086387697,0.5000125651516697
G6_smooth_cantor,3,50.0,0.18,0.5,16.0,0.8,0.14054585022514463,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9713666666666667,0.9713352443170455,0.8582027925679182,0.32,0.013174540539412312,0.86,0.018465496955229636,0.5000125651529101
G6_smooth_cantor,3,50.0,0.22,0.5,16.0,0.8,0.4399918487024623,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9827666666666667,0.9827344843677088,0.5161954957615982,0.28,0.01081741484398532,0.518,0.01413479188968474,0.500012565155129
G6_smooth_cantor,3,50.0,0.26,0.5,16.0,0.8,0.5634375163101994,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9852333333333334,0.9852009866008933,0.442200233673092,0.24,0.009284435174996863,0.444,0.011274918991317348,0.5000125651564599
G6_smooth_cantor,3,50.0,0.3,0.5,16.0,0.8,0.5725316383718552,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9965666666666667,0.9965335644290381,0.10277320861968052,0.2,0.0075039720212415955,0.10400000000000001,0.006035382798411348,0.500012565158079
G6_smooth_cantor,3,50.0,0.34,0.5,16.0,0.8,0.39253905358596536,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.15999999999999998,0.006250919432658901,0.0,0.003008725481717147,0.5000125651592063
G6_smooth_cantor,3,50.0,0.38,0.5,16.0,0.8,0.08945859371364152,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.004903957690763362,0.0,0.0012251531608106357,0.5000125651604193
G6_smooth_cantor,3,50.0,0.42,0.5,16.0,0.8,0.013254957793471054,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.08000000000000002,0.003322779751713591,0.0,0.0006499881817025196,0.500012565161848
G6_smooth_cantor,3,50.0,0.46,0.5,16.0,0.8,0.0018495657479838774,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.03999999999999998,0.0016703383078561138,0.0,0.0005165983844840251,0.5000125651633459
G6_smooth_cantor,3,50.0,0.5,0.5,16.0,0.8,0.0004924541984723384,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,2.8535690984377027e-5,9.887268442421068e-6,0.0,0.0004924542740637606,0.5000125651648533
G6_smooth_cantor,3,50.0,0.54,0.5,16.0,0.8,0.0018495657479838878,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.040000000000000036,0.001675084647186994,0.0,0.0005167557501931505,0.5000125651663653
G6_smooth_cantor,3,50.0,0.58,0.5,16.0,0.8,0.013254957793471052,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.07999999999999996,0.003355767453287199,0.0,0.0006548514058221406,0.5000125651678883
G6_smooth_cantor,3,50.0,0.62,0.5,16.0,0.8,0.08945859371364173,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.12,0.005121055584583924,0.0,0.0013658302883607803,0.5000125651694906
G6_smooth_cantor,3,50.0,0.66,0.5,16.0,0.8,0.3925390535859666,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,1.0,1.0,0.0,0.1617374930102803,0.007266425873191015,0.0,0.005478388316092412,0.5000125651714319
G6_smooth_cantor,3,50.0,0.7,0.5,16.0,0.8,0.5725316383718556,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9897666666666667,0.9897340177321512,0.3073340080540815,0.20685266681261072,0.008965816014263495,0.308,0.01010625601410432,0.5000125651729282
G6_smooth_cantor,3,50.0,0.74,0.5,16.0,0.8,0.5634375163102,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9790333333333334,0.9790013999066729,0.6298861849551092,0.24179126305103027,0.010734891126204377,0.63,0.014611848387995757,0.5000125651745579
G6_smooth_cantor,3,50.0,0.78,0.5,16.0,0.8,0.43999184870246205,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9768333333333333,0.9768015465635624,0.6945980154815775,0.28,0.012159327121549456,0.6960000000000001,0.016775672462002813,0.5000125651757734
G6_smooth_cantor,3,50.0,0.82,0.5,16.0,0.8,0.1405458502251449,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9758333333333334,0.975801613225785,0.7249681300731918,0.31999999999999995,0.01310983522098582,0.726,0.01614192372184976,0.5000125651765606
G6_smooth_cantor,3,50.0,0.86,0.5,16.0,0.8,0.20630345000415537,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9652999999999999,0.9652689820678622,1.04005245635686,0.36,0.015058194500556694,1.042,0.018910964796705773,0.5000125651784805
G6_smooth_cantor,3,50.0,0.9,0.5,16.0,0.8,0.5420974059765952,0.45613495780150887,0.4561349578015091,0.0004924541984723384,-0.09473414556742121,0.9631666666666666,0.9631357909472702,1.1042668077890976,0.4,0.01738652570006897,1.106,0.019982035342601775,0.500012565180398
