pid,rho,depth,is_cantor,regression,abstention,guard_width,guard_covers_delta
25ace97c646e9df0,0.44,2,False,0.0,0.0,0.0528,True
263c35317080a522,0.44,2,False,0.0,0.0,0.0528,True
29230e9aa3720173,0.44,2,False,0.0,0.0,0.0528,True
2b13bc8134a190e4,0.44,2,False,0.0,0.0,0.0528,True
2c176756c37c254f,0.44,2,False,0.0,0.0,0.0528,True
3032ca7bae0fb689,0.44,2,False,0.0,0.546875,0.0528,True
32d32b9cc95632e2,0.44,2,False,0.0,0.53125,0.0528,True
32f65eb7f822a81f,0.44,2,False,0.0,0.0,0.0528,True
330ab97ccd94b9c3,0.44,2,False,0.0,1.0,0.0528,True
39e75f5a4127caac,0.44,2,False,0.0,0.0,0.0528,True
3f320b7d4f3c7e97,0.44,2,False,0.0,0.609375,0.0528,True
4132118fbfcb7d02,0.44,2,False,0.0,1.0,0.0528,True
4647ad5e9d64bb99,0.44,2,False,0.0,0.5,0.0528,True
4cfbab1a43f70d42,0.44,2,False,0.0,0.0,0.0528,True
4d1f7f8fc78ffcb3,0.44,2,False,0.0,0.0,0.0528,True
4e1767c6de4cde3e,0.44,2,False,0.0,0.40625,0.0528,True
54e36c9a152122c6,0.44,2,False,0.0,0.0,0.0528,True
5acf465df0c95811,0.44,2,False,0.0,0.484375,0.0528,True
5b3b3c5dbccfe07d,0.44,2,False,0.0,0.0,0.0528,True
5d941bb516ace191,0.44,2,False,0.0,0.0,0.0528,True
5e2255cad4226c93,0.44,2,False,0.0,0.0,0.0528,True
753ece303f221daa,0.44,2,False,0.0,0.0,0.0528,True
7c5a1203bd8152f8,0.44,2,False,0.0,0.0,0.0528,True
7cb1a1cd2792a86d,0.44,2,False,0.0,0.0,0.0528,True
84e68003461a280a,0.44,2,False,0.0,0.0,0.0528,True
86c5ed4fd9c0e7d7,0.44,2,False,0.0,0.5625,0.0528,True
87f005d7afd3584c,0.44,2,False,0.0,0.0,0.0528,True
948c482fa1e98c61,0.44,2,False,0.0,0.484375,0.0528,True
95c450a5783d98d1,0.44,2,False,0.0,1.0,0.0528,True
962112f68f3a341f,0.44,2,False,0.0,0.0,0.0528,True
9d8f3a4960923e59,0.44,2,False,0.0,0.53125,0.0528,True
a4878fe676591a15,0.44,2,False,0.0,0.0,0.0528,True
a5faf107b3078ea8,0.44,2,False,0.0,1.0,0.0528,True
acef3ec6bce666a4,0.44,2,False,0.0,1.0,0.0528,True
b21341dd316738f2,0.44,2,False,0.0,0.0,0.0528,True
b2eb3caca901547c,0.44,2,False,0.0,0.0,0.0528,True
ba0adcf440633ccd,0.44,2,False,0.0,0.0,0.0528,True
bed42d372da68bcf,0.44,2,False,0.0,1.0,0.0528,True
bed783f3426e6c62,0.44,2,False,0.0,0.0,0.0528,True
ca2e4b8acfc76ed8,0.44,2,False,0.0,0.0,0.0528,True
d3d40143c3aa83cb,0.44,2,False,0.0,0.0,0.0528,True
d4e67aa01c9c7de9,0.44,2,False,0.0,0.0,0.0528,True
d7e864250e2329ad,0.44,2,False,0.0,0.0,0.0528,True
dc19efaab1254b8f,0.44,2,False,0.0,0.0,0.0528,True
e8cbf9e8f28cd4f8,0.44,2,False,0.0,0.546875,0.0528,True
e9d55b39070c97b4,0.44,2,False,0.0,0.0,0.0528,True
edf1c65a27d8596e,0.44,2,False,0.0,1.0,0.0528,True
f0f8df03bbe5e63a,0.44,2,False,0.0,0.46875,0.0528,True
f3154aca0f41e4de,0.44,2,False,0.0,0.453125,0.0528,True
f4e2834f7bbc3f6e,0.44,2,False,0.0,0.484375,0.0528,True
f7d9ded34c4884e0,0.44,2,False,0.0,0.0,0.0528,True
f8e403137f14303f,0.44,2,False,0.0,0.375,0.0528,True
026a23af85772b02,0.2,3,False,0.0,1.0,0.024000000000000004,False
057ab6564f48b1b2,0.2,3,False,0.0,1.0,0.024000000000000004,False
096cb45a456f6f78,0.2,3,False,0.0,1.0,0.024000000000000004,False
09f7c3f44ef1d3bb,0.2,3,False,0.0,1.0,0.024000000000000004,False
0ce56571dce9f025,0.2,3,False,0.0,1.0,0.024000000000000004,False
1070deb51a4272a1,0.2,3,False,0.0,1.0,0.024000000000000004,False
1332de0a8d59573a,0.2,3,False,0.0,1.0,0.024000000000000004,False
186b7c1f03e07257,0.2,3,False,0.0,1.0,0.024000000000000004,False
25ace97c646e9df0,0.2,3,False,0.0,1.0,0.024000000000000004,False
263c35317080a522,0.2,3,False,0.0,1.0,0.024000000000000004,False
29230e9aa3720173,0.2,3,False,0.0,1.0,0.024000000000000004,False
2b13bc8134a190e4,0.2,3,False,0.0,1.0,0.024000000000000004,False
2c176756c37c254f,0.2,3,False,0.0,1.0,0.024000000000000004,False
3032ca7bae0fb689,0.2,3,False,0.0,1.0,0.024000000000000004,False
32d32b9cc95632e2,0.2,3,False,0.0,1.0,0.024000000000000004,False
32f65eb7f822a81f,0.2,3,False,0.0,1.0,0.024000000000000004,False
330ab97ccd94b9c3,0.2,3,False,0.0,1.0,0.024000000000000004,False
39e75f5a4127caac,0.2,3,False,0.0,1.0,0.024000000000000004,False
3f320b7d4f3c7e97,0.2,3,False,0.0,1.0,0.024000000000000004,False
4132118fbfcb7d02,0.2,3,False,0.0,1.0,0.024000000000000004,False
4647ad5e9d64bb99,0.2,3,False,0.0,1.0,0.024000000000000004,False
4cfbab1a43f70d42,0.2,3,False,0.0,1.0,0.024000000000000004,False
4d1f7f8fc78ffcb3,0.2,3,False,0.0,1.0,0.024000000000000004,False
4e1767c6de4cde3e,0.2,3,False,0.0,1.0,0.024000000000000004,False
54e36c9a152122c6,0.2,3,False,0.0,1.0,0.024000000000000004,False
5acf465df0c95811,0.2,3,False,0.0,1.0,0.024000000000000004,False
5b3b3c5dbccfe07d,0.2,3,False,0.0,1.0,0.024000000000000004,False
5d941bb516ace191,0.2,3,False,0.0,1.0,0.024000000000000004,False
5e2255cad4226c93,0.2,3,False,0.0,1.0,0.024000000000000004,False
753ece303f221daa,0.2,3,False,0.0,1.0,0.024000000000000004,False
7c5a1203bd8152f8,0.2,3,False,0.0,1.0,0.024000000000000004,False
7cb1a1cd2792a86d,0.2,3,False,0.0,1.0,0.024000000000000004,False
84e68003461a280a,0.2,3,False,0.0,1.0,0.024000000000000004,False
86c5ed4fd9c0e7d7,0.2,3,False,0.0,1.0,0.024000000000000004,False
87f005d7afd3584c,0.2,3,False,0.0,1.0,0.024000000000000004,False
948c482fa1e98c61,0.2,3,False,0.0,1.0,0.024000000000000004,False
95c450a5783d98d1,0.2,3,False,0.0,1.0,0.024000000000000004,False
962112f68f3a341f,0.2,3,False,0.0,1.0,0.024000000000000004,False
9d8f3a4960923e59,0.2,3,False,0.0,1.0,0.024000000000000004,False
a4878fe676591a15,0.2,3,False,0.0,1.0,0.024000000000000004,False
a5faf107b3078ea8,0.2,3,False,0.0,1.0,0.024000000000000004,False
acef3ec6bce666a4,0.2,3,False,0.0,1.0,0.024000000000000004,False
b21341dd316738f2,0.2,3,False,0.0,1.0,0.024000000000000004,False
b2eb3caca901547c,0.2,3,False,0.0,1.0,0.024000000000000004,False
ba0adcf440633ccd,0.2,3,False,0.0,1.0,0.024000000000000004,False
bed42d372da68bcf,0.2,3,False,0.0,1.0,0.024000000000000004,False
bed783f3426e6c62,0.2,3,False,0.0,1.0,0.024000000000000004,False
ca2e4b8acfc76ed8,0.2,3,False,0.0,1.0,0.024000000000000004,False
d3d40143c3aa83cb,0.2,3,False,0.0,1.0,0.024000000000000004,False
d4e67aa01c9c7de9,0.2,3,False,0.0,1.0,0.024000000000000004,False
d7e864250e2329ad,0.2,3,False,0.0,1.0,0.024000000000000004,False
dc19efaab1254b8f,0.2,3,False,0.0,1.0,0.024000000000000004,False
e8cbf9e8f28cd4f8,0.2,3,False,0.0,1.0,0.024000000000000004,False
e9d55b39070c97b4,0.2,3,False,0.0,1.0,0.024000000000000004,False
edf1c65a27d8596e,0.2,3,False,0.0,1.0,0.024000000000000004,False
f0f8df03bbe5e63a,0.2,3,False,0.0,1.0,0.024000000000000004,False
f3154aca0f41e4de,0.2,3,False,0.0,1.0,0.024000000000000004,False
f4e2834f7bbc3f6e,0.2,3,False,0.0,1.0,0.024000000000000004,False
f7d9ded34c4884e0,0.2,3,False,0.0,1.0,0.024000000000000004,False
f8e403137f14303f,0.2,3,False,0.0,1.0,0.024000000000000004,False
026a23af85772b02,0.24,3,False,0.0,1.0,0.029952,True
057ab6564f48b1b2,0.24,3,False,0.0,1.0,0.029952,True
096cb45a456f6f78,0.24,3,False,0.0,1.0,0.029952,True
09f7c3f44ef1d3bb,0.24,3,False,0.0,1.0,0.029952,True
0ce56571dce9f025,0.24,3,False,0.0,1.0,0.029952,True
1070deb51a4272a1,0.24,3,False,0.0,1.0,0.029952,True
1332de0a8d59573a,0.24,3,False,0.0,1.0,0.029952,True
186b7c1f03e07257,0.24,3,False,0.0,1.0,0.029952,True
25ace97c646e9df0,0.24,3,False,0.0,1.0,0.029952,True
263c35317080a522,0.24,3,False,0.0,1.0,0.029952,True
29230e9aa3720173,0.24,3,False,0.0,1.0,0.029952,True
2b13bc8134a190e4,0.24,3,False,0.0,1.0,0.029952,True
2c176756c37c254f,0.24,3,False,0.0,1.0,0.029952,True
3032ca7bae0fb689,0.24,3,False,0.0,1.0,0.029952,True
32d32b9cc95632e2,0.24,3,False,0.0,1.0,0.029952,True
32f65eb7f822a81f,0.24,3,False,0.0,1.0,0.029952,True
330ab97ccd94b9c3,0.24,3,False,0.0,1.0,0.029952,True
39e75f5a4127caac,0.24,3,False,0.0,1.0,0.029952,True
3f320b7d4f3c7e97,0.24,3,False,0.0,1.0,0.029952,True
4132118fbfcb7d02,0.24,3,False,0.0,1.0,0.029952,True
4647ad5e9d64bb99,0.24,3,False,0.0,1.0,0.029952,True
4cfbab1a43f70d42,0.24,3,False,0.0,1.0,0.029952,True
4d1f7f8fc78ffcb3,0.24,3,False,0.0,1.0,0.029952,True
4e1767c6de4cde3e,0.24,3,False,0.0,1.0,0.029952,True
54e36c9a152122c6,0.24,3,False,0.0,1.0,0.029952,True
5acf465df0c95811,0.24,3,False,0.0,1.0,0.029952,True
5b3b3c5dbccfe07d,0.24,3,False,0.0,1.0,0.029952,True
5d941bb516ace191,0.24,3,False,0.0,1.0,0.029952,True
5e2255cad4226c93,0.24,3,False,0.0,1.0,0.029952,True
753ece303f221daa,0.24,3,False,0.0,1.0,0.029952,True
7c5a1203bd8152f8,0.24,3,False,0.0,1.0,0.029952,True
7cb1a1cd2792a86d,0.24,3,False,0.0,1.0,0.029952,True
84e68003461a280a,0.24,3,False,0.0,1.0,0.029952,True
86c5ed4fd9c0e7d7,0.24,3,False,0.0,1.0,0.029952,True
87f005d7afd3584c,0.24,3,False,0.0,1.0,0.029952,True
948c482fa1e98c61,0.24,3,False,0.0,1.0,0.029952,True
95c450a5783d98d1,0.24,3,False,0.0,1.0,0.029952,True
962112f68f3a341f,0.24,3,False,0.0,1.0,0.029952,True
9d8f3a4960923e59,0.24,3,False,0.0,1.0,0.029952,True
a4878fe676591a15,0.24,3,False,0.0,1.0,0.029952,True
a5faf107b3078ea8,0.24,3,False,0.0,1.0,0.029952,True
acef3ec6bce666a4,0.24,3,False,0.0,1.0,0.029952,True
b21341dd316738f2,0.24,3,False,0.0,1.0,0.029952,True
b2eb3caca901547c,0.24,3,False,0.0,1.0,0.029952,True
ba0adcf440633ccd,0.24,3,False,0.0,1.0,0.029952,True
bed42d372da68bcf,0.24,3,False,0.0,1.0,0.029952,True
bed783f3426e6c62,0.24,3,False,0.0,1.0,0.029952,True
ca2e4b8acfc76ed8,0.24,3,False,0.0,1.0,0.029952,True
d3d40143c3aa83cb,0.24,3,False,0.0,1.0,0.029952,True
d4e67aa01c9c7de9,0.24,3,False,0.0,1.0,0.029952,True
d7e864250e2329ad,0.24,3,False,0.0,1.0,0.029952,True
dc19efaab1254b8f,0.24,3,False,0.0,1.0,0.029952,True
e8cbf9e8f28cd4f8,0.24,3,False,0.0,1.0,0.029952,True
e9d55b39070c97b4,0.24,3,False,0.0,1.0,0.029952,True
edf1c65a27d8596e,0.24,3,False,0.0,1.0,0.029952,True
f0f8df03bbe5e63a,0.24,3,False,0.0,1.0,0.029952,True
f3154aca0f41e4de,0.24,3,False,0.0,1.0,0.029952,True
f4e2834f7bbc3f6e,0.24,3,False,0.0,1.0,0.029952,True
f7d9ded34c4884e0,0.24,3,False,0.0,1.0,0.029952,True
f8e403137f14303f,0.24,3,False,0.0,1.0,0.029952,True
026a23af85772b02,0.28,3,False,0.0,1.0,0.034496,True
057ab6564f48b1b2,0.28,3,False,0.0,1.0,0.034496,True
096cb45a456f6f78,0.28,3,False,0.0,1.0,0.034496,True
09f7c3f44ef1d3bb,0.28,3,False,0.0,1.0,0.034496,True
0ce56571dce9f025,0.28,3,False,0.0,1.0,0.034496,True
1070deb51a4272a1,0.28,3,False,0.0,1.0,0.034496,True
1332de0a8d59573a,0.28,3,False,0.0,1.0,0.034496,True
186b7c1f03e07257,0.28,3,False,0.0,1.0,0.034496,True
25ace97c646e9df0,0.28,3,False,0.0,1.0,0.034496,True
263c35317080a522,0.28,3,False,0.0,1.0,0.034496,True
29230e9aa3720173,0.28,3,False,0.0,1.0,0.034496,True
2b13bc8134a190e4,0.28,3,False,0.0,1.0,0.034496,True
2c176756c37c254f,0.28,3,False,0.0,1.0,0.034496,True
3032ca7bae0fb689,0.28,3,False,0.0,1.0,0.034496,True
32d32b9cc95632e2,0.28,3,False,0.0,1.0,0.034496,True
32f65eb7f822a81f,0.28,3,False,0.0,1.0,0.034496,True
330ab97ccd94b9c3,0.28,3,False,0.0,1.0,0.034496,True
39e75f5a4127caac,0.28,3,False,0.0,1.0,0.034496,True
3f320b7d4f3c7e97,0.28,3,False,0.0,1.0,0.034496,True
4132118fbfcb7d02,0.28,3,False,0.0,1.0,0.034496,True
4647ad5e9d64bb99,0.28,3,False,0.0,1.0,0.034496,True
4cfbab1a43f70d42,0.28,3,False,0.0,1.0,0.034496,True
4d1f7f8fc78ffcb3,0.28,3,False,0.0,1.0,0.034496,True
4e1767c6de4cde3e,0.28,3,False,0.0,1.0,0.034496,True
54e36c9a152122c6,0.28,3,False,0.0,1.0,0.034496,True
5acf465df0c95811,0.28,3,False,0.0,1.0,0.034496,True
5b3b3c5dbccfe07d,0.28,3,False,0.0,1.0,0.034496,True
5d941bb516ace191,0.28,3,False,0.0,1.0,0.034496,True
5e2255cad4226c93,0.28,3,False,0.0,1.0,0.034496,True
753ece303f221daa,0.28,3,False,0.0,1.0,0.034496,True
7c5a1203bd8152f8,0.28,3,False,0.0,1.0,0.034496,True
7cb1a1cd2792a86d,0.28,3,False,0.0,1.0,0.034496,True
84e68003461a280a,0.28,3,False,0.0,1.0,0.034496,True
86c5ed4fd9c0e7d7,0.28,3,False,0.0,1.0,0.034496,True
87f005d7afd3584c,0.28,3,False,0.0,1.0,0.034496,True
948c482fa1e98c61,0.28,3,False,0.0,1.0,0.034496,True
95c450a5783d98d1,0.28,3,False,0.0,1.0,0.034496,True
962112f68f3a341f,0.28,3,False,0.0,1.0,0.034496,True
9d8f3a4960923e59,0.28,3,False,0.0,1.0,0.034496,True
a4878fe676591a15,0.28,3,False,0.0,1.0,0.034496,True
a5faf107b3078ea8,0.28,3,False,0.0,1.0,0.034496,True
acef3ec6bce666a4,0.28,3,False,0.0,1.0,0.034496,True
b21341dd316738f2,0.28,3,False,0.0,1.0,0.034496,True
b2eb3caca901547c,0.28,3,False,0.0,1.0,0.034496,True
ba0adcf440633ccd,0.28,3,False,0.0,1.0,0.034496,True
bed42d372da68bcf,0.28,3,False,0.0,1.0,0.034496,True
bed783f3426e6c62,0.28,3,False,0.0,1.0,0.034496,True
ca2e4b8acfc76ed8,0.28,3,False,0.0,1.0,0.034496,True
d3d40143c3aa83cb,0.28,3,False,0.0,1.0,0.034496,True
d4e67aa01c9c7de9,0.28,3,False,0.0,1.0,0.034496,True
d7e864250e2329ad,0.28,3,False,0.0,1.0,0.034496,True
dc19efaab1254b8f,0.28,3,False,0.0,1.0,0.034496,True
e8cbf9e8f28cd4f8,0.28,3,False,0.0,1.0,0.034496,True
e9d55b39070c97b4,0.28,3,False,0.0,1.0,0.034496,True
edf1c65a27d8596e,0.28,3,False,0.0,1.0,0.034496,True
f0f8df03bbe5e63a,0.28,3,False,0.0,1.0,0.034496,True
f3154aca0f41e4de,0.28,3,False,0.0,1.0,0.034496,True
f4e2834f7bbc3f6e,0.28,3,False,0.0,1.0,0.034496,True
f7d9ded34c4884e0,0.28,3,False,0.0,1.0,0.034496,True
f8e403137f14303f,0.28,3,False,0.0,1.0,0.034496,True
026a23af85772b02,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
057ab6564f48b1b2,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
096cb45a456f6f78,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
09f7c3f44ef1d3bb,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
0ce56571dce9f025,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
1070deb51a4272a1,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
1332de0a8d59573a,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
186b7c1f03e07257,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
25ace97c646e9df0,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
263c35317080a522,0.3333333333333333,3,True,0.0,0.5,0.03703703703703704,True
29230e9aa3720173,0.3333333333333333,3,True,0.0,0.421875,0.03703703703703704,True
2b13bc8134a190e4,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
2c176756c37c254f,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
3032ca7bae0fb689,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
32d32b9cc95632e2,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
32f65eb7f822a81f,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
330ab97ccd94b9c3,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
39e75f5a4127caac,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
3f320b7d4f3c7e97,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
4132118fbfcb7d02,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
4647ad5e9d64bb99,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
4cfbab1a43f70d42,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
4d1f7f8fc78ffcb3,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
4e1767c6de4cde3e,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
54e36c9a152122c6,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
5acf465df0c95811,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
5b3b3c5dbccfe07d,0.3333333333333333,3,True,0.0,0.453125,0.03703703703703704,True
5d941bb516ace191,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
5e2255cad4226c93,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
753ece303f221daa,0.3333333333333333,3,True,0.0,0.46875,0.03703703703703704,True
7c5a1203bd8152f8,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
7cb1a1cd2792a86d,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
84e68003461a280a,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
86c5ed4fd9c0e7d7,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
87f005d7afd3584c,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
948c482fa1e98c61,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
95c450a5783d98d1,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
962112f68f3a341f,0.3333333333333333,3,True,0.0,0.484375,0.03703703703703704,True
9d8f3a4960923e59,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
a4878fe676591a15,0.3333333333333333,3,True,0.0,0.46875,0.03703703703703704,True
a5faf107b3078ea8,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
acef3ec6bce666a4,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
b21341dd316738f2,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
b2eb3caca901547c,0.3333333333333333,3,True,0.0,0.5625,0.03703703703703704,True
ba0adcf440633ccd,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
bed42d372da68bcf,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
bed783f3426e6c62,0.3333333333333333,3,True,0.0,0.546875,0.03703703703703704,True
ca2e4b8acfc76ed8,0.3333333333333333,3,True,0.0,0.515625,0.03703703703703704,True
d3d40143c3aa83cb,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
d4e67aa01c9c7de9,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
d7e864250e2329ad,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
dc19efaab1254b8f,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
e8cbf9e8f28cd4f8,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
e9d55b39070c97b4,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
edf1c65a27d8596e,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
f0f8df03bbe5e63a,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
f3154aca0f41e4de,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
f4e2834f7bbc3f6e,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
f7d9ded34c4884e0,0.3333333333333333,3,True,0.0,0.46875,0.03703703703703704,True
f8e403137f14303f,0.3333333333333333,3,True,0.0,1.0,0.03703703703703704,True
026a23af85772b02,0.36,3,False,0.0,0.484375,0.036288,True
057ab6564f48b1b2,0.36,3,False,0.0,0.5,0.036288,True
096cb45a456f6f78,0.36,3,False,0.0,1.0,0.036288,True
09f7c3f44ef1d3bb,0.36,3,False,0.0,1.0,0.036288,True
0ce56571dce9f025,0.36,3,False,0.0,1.0,0.036288,True
1070deb51a4272a1,0.36,3,False,0.0,1.0,0.036288,True
1332de0a8d59573a,0.36,3,False,0.0,1.0,0.036288,True
186b7c1f03e07257,0.36,3,False,0.0,1.0,0.036288,True
25ace97c646e9df0,0.36,3,False,0.0,0.546875,0.036288,True
263c35317080a522,0.36,3,False,0.0,0.5,0.036288,True
29230e9aa3720173,0.36,3,False,0.0,1.0,0.036288,True
2b13bc8134a190e4,0.36,3,False,0.0,1.0,0.036288,True
2c176756c37c254f,0.36,3,False,0.0,1.0,0.036288,True
3032ca7bae0fb689,0.36,3,False,0.0,1.0,0.036288,True
32d32b9cc95632e2,0.36,3,False,0.0,1.0,0.036288,True
32f65eb7f822a81f,0.36,3,False,0.0,1.0,0.036288,True
330ab97ccd94b9c3,0.36,3,False,0.0,1.0,0.036288,True
39e75f5a4127caac,0.36,3,False,0.0,1.0,0.036288,True
3f320b7d4f3c7e97,0.36,3,False,0.0,1.0,0.036288,True
4132118fbfcb7d02,0.36,3,False,0.0,1.0,0.036288,True
4647ad5e9d64bb99,0.36,3,False,0.0,1.0,0.036288,True
4cfbab1a43f70d42,0.36,3,False,0.0,1.0,0.036288,True
4d1f7f8fc78ffcb3,0.36,3,False,0.0,0.484375,0.036288,True
4e1767c6de4cde3e,0.36,3,False,0.0,1.0,0.036288,True
54e36c9a152122c6,0.36,3,False,0.0,1.0,0.036288,True
5acf465df0c95811,0.36,3,False,0.0,1.0,0.036288,True
5b3b3c5dbccfe07d,0.36,3,False,0.0,0.453125,0.036288,True
5d941bb516ace191,0.36,3,False,0.0,0.484375,0.036288,True
5e2255cad4226c93,0.36,3,False,0.0,1.0,0.036288,True
753ece303f221daa,0.36,3,False,0.0,0.46875,0.036288,True
7c5a1203bd8152f8,0.36,3,False,0.0,0.421875,0.036288,True
7cb1a1cd2792a86d,0.36,3,False,0.0,0.609375,0.036288,True
84e68003461a280a,0.36,3,False,0.0,0.46875,0.036288,True
86c5ed4fd9c0e7d7,0.36,3,False,0.0,1.0,0.036288,True
87f005d7afd3584c,0.36,3,False,0.0,0.421875,0.036288,True
948c482fa1e98c61,0.36,3,False,0.0,1.0,0.036288,True
95c450a5783d98d1,0.36,3,False,0.0,1.0,0.036288,True
962112f68f3a341f,0.36,3,False,0.0,0.484375,0.036288,True
9d8f3a4960923e59,0.36,3,False,0.0,1.0,0.036288,True
a4878fe676591a15,0.36,3,False,0.0,0.53125,0.036288,True
a5faf107b3078ea8,0.36,3,False,0.0,1.0,0.036288,True
acef3ec6bce666a4,0.36,3,False,0.0,1.0,0.036288,True
b21341dd316738f2,0.36,3,False,0.0,1.0,0.036288,True
b2eb3caca901547c,0.36,3,False,0.0,0.5625,0.036288,True
ba0adcf440633ccd,0.36,3,False,0.0,0.46875,0.036288,True
bed42d372da68bcf,0.36,3,False,0.0,1.0,0.036288,True
bed783f3426e6c62,0.36,3,False,0.0,0.546875,0.036288,True
ca2e4b8acfc76ed8,0.36,3,False,0.0,0.484375,0.036288,True
d3d40143c3aa83cb,0.36,3,False,0.0,0.484375,0.036288,True
d4e67aa01c9c7de9,0.36,3,False,0.0,1.0,0.036288,True
d7e864250e2329ad,0.36,3,False,0.0,0.4375,0.036288,True
dc19efaab1254b8f,0.36,3,False,0.0,0.46875,0.036288,True
e8cbf9e8f28cd4f8,0.36,3,False,0.0,1.0,0.036288,True
e9d55b39070c97b4,0.36,3,False,0.0,1.0,0.036288,True
edf1c65a27d8596e,0.36,3,False,0.0,1.0,0.036288,True
f0f8df03bbe5e63a,0.36,3,False,0.0,1.0,0.036288,True
f3154aca0f41e4de,0.36,3,False,0.0,1.0,0.036288,True
f4e2834f7bbc3f6e,0.36,3,False,0.0,1.0,0.036288,True
f7d9ded34c4884e0,0.36,3,False,0.0,0.46875,0.036288,True
f8e403137f14303f,0.36,3,False,0.0,1.0,0.036288,True
026a23af85772b02,0.4,3,False,0.0,0.515625,0.032,True
057ab6564f48b1b2,0.4,3,False,0.0,0.5,0.032,True
096cb45a456f6f78,0.4,3,False,0.0,1.0,0.032,True
09f7c3f44ef1d3bb,0.4,3,False,0.0,0.5,0.032,True
0ce56571dce9f025,0.4,3,False,0.0,1.0,0.032,True
1070deb51a4272a1,0.4,3,False,0.0,1.0,0.032,True
1332de0a8d59573a,0.4,3,False,0.0,0.5,0.032,True
186b7c1f03e07257,0.4,3,False,0.0,1.0,0.032,True
25ace97c646e9df0,0.4,3,False,0.0,0.0,0.032,True
263c35317080a522,0.4,3,False,0.0,0.5,0.032,True
29230e9aa3720173,0.4,3,False,0.0,0.578125,0.032,True
2b13bc8134a190e4,0.4,3,False,0.0,0.71875,0.032,True
2c176756c37c254f,0.4,3,False,0.0,0.5,0.032,True
3032ca7bae0fb689,0.4,3,False,0.0,1.0,0.032,True
32d32b9cc95632e2,0.4,3,False,0.0,1.0,0.032,True
32f65eb7f822a81f,0.4,3,False,0.0,0.4375,0.032,True
330ab97ccd94b9c3,0.4,3,False,0.0,1.0,0.032,True
39e75f5a4127caac,0.4,3,False,0.0,0.484375,0.032,True
3f320b7d4f3c7e97,0.4,3,False,0.0,1.0,0.032,True
4132118fbfcb7d02,0.4,3,False,0.0,1.0,0.032,True
4647ad5e9d64bb99,0.4,3,False,0.0,1.0,0.032,True
4cfbab1a43f70d42,0.4,3,False,0.0,0.453125,0.032,True
4d1f7f8fc78ffcb3,0.4,3,False,0.0,0.484375,0.032,True
4e1767c6de4cde3e,0.4,3,False,0.0,0.40625,0.032,True
54e36c9a152122c6,0.4,3,False,0.0,0.6875,0.032,True
