pid,d_clean,x_risk,inside_calibrated_window
7cde0c06d376d895,2.7415488477981502,0.0,True
94d645e5731d47e3,2.310997075676198,0.0,True
8d4f78324f6efbb1,1.5771794798376693,0.0,True
0f490e294c6f3302,1.1923625838089436,0.0,True
6cf24f6f927394b2,1.3449068614319752,0.0,True
27e6ed0954f307cf,-0.7354011586169859,0.7354011586169859,False
97369b3353af4218,2.0883580868536433,0.0,True
3383ba8636440f16,1.7218723921954584,0.0,True
44505557a9d54365,0.8055169300357149,0.0,True
e769c76ffc1b933b,2.0552073383987888,0.0,True
53a0419cebb0cbd3,1.3730778000874098,0.0,True
5adfe66c9ac79e3d,2.5207069255337675,0.0,True
e985adfd5cb6b380,1.2247388738283624,0.0,True
2fc41bf7b2f80b73,1.1184002447731565,0.0,True
9bb01e0720dd9c5e,-0.23930983582596438,0.23930983582596438,True
f2fe124f3c5218dd,1.4153553143033086,0.0,True
e91755fce7807f66,0.541782603441398,0.0,True
978beab400f2bc9d,0.4945770855854711,0.0,True
ee3cad5298218b87,0.9121540446501339,0.0,True
44f64bea69904511,2.0070840284565468,0.0,True
