rho,depth,attack,eps,pid,safe,eta,C_mean,C_rms,C95,C_max,m_mean,m_std,m_min
0.25,3,authority_test,2.0,486ee1ca9e71adc6,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,4910c9193fca9a21,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,4a78cd4f429333ac,0.007042253521126751,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,4d3a619d3d16b595,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,4e12766ab5ee9a6f,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,5406f38bad958fff,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,5b6660299c28d21a,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,5d8a6dda9c034943,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,6354b26bfd6b0d3b,0.0072202166064981865,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,663b72de42e74e86,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,66eb648c6256c151,0.007874015748031482,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,67f63c1627c03412,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,6d1d8e613ece86e7,0.009661835748792313,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,6f3466b968e73ba3,1.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,71fe74132803f26b,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
0.25,3,authority_test,2.0,76825b753db42030,0.0,0.24509626488230085,0.014312170766009076,0.017603568961935146,0.02813599083974206,0.05000000201529846,-3.497782366616385,4.146608080182757,-27.848560333251953
