rho,false_refusal,coherence,mean_words
0.25,0.4583333333333333,0.9985542870987268,34.416666666666664
0.3,0.4583333333333333,0.9985542343911588,34.208333333333336
0.3333333333333333,0.4583333333333333,0.9985573309607788,34.291666666666664
0.36,0.4583333333333333,0.9985573309607788,34.375
0.4,0.4583333333333333,0.9989119408898569,34.416666666666664
0.44,0.4583333333333333,0.9989134693248619,34.25
0.46,0.4583333333333333,0.99892993836307,34.291666666666664
