pid,family,epsilon,d_attacked,risk_eligible,arm,action,q_raw,q_ctrl,clipped
88dde1dea40eb939,ATTACK_V,0.0,2.4014226859832015,False,LINEAR,0.0,0.0,0.0,False
d40c38c38782de88,ATTACK_V,0.0,0.9551929971457808,False,LINEAR,0.0,0.0,0.0,False
1d8777e7240f36c5,ATTACK_V,0.0,0.0489998197459086,False,LINEAR,0.0,0.0,0.0,False
9ff6f925ce6bf861,ATTACK_V,0.0,1.1981394842229294,False,LINEAR,0.0,0.0,0.0,False
b360c0d3c54277aa,ATTACK_V,0.0,0.4662467763371669,False,LINEAR,0.0,0.0,0.0,False
6478ca987bb8f85e,ATTACK_V,0.0,2.047518198612663,False,LINEAR,0.0,0.0,0.0,False
307427458ed84510,ATTACK_V,0.0,0.2743423239500545,False,LINEAR,0.0,0.0,0.0,False
8d80569b480f72cc,ATTACK_V,0.0,0.0667589177068024,False,LINEAR,0.0,0.0,0.0,False
0a84da408d497b39,ATTACK_V,0.0,1.8873185756783613,False,LINEAR,0.0,0.0,0.0,False
e4c62fc9e4135c4d,ATTACK_V,0.0,1.2761778280296023,False,LINEAR,0.0,0.0,0.0,False
d9556cf08e0379dc,ATTACK_V,0.0,0.167592947267063,False,LINEAR,0.0,0.0,0.0,False
84113b94c9ab8aac,ATTACK_V,0.0,1.060946039367757,False,LINEAR,0.0,0.0,0.0,False
8c0e42a34258bcc5,ATTACK_V,0.0,2.9947524283182014,False,LINEAR,0.0,0.0,0.0,False
abc12d48bcb29b4c,ATTACK_V,0.0,0.8163493273339566,False,LINEAR,0.0,0.0,0.0,False
f39aabec69a3af94,ATTACK_V,0.0,2.0146032587692657,False,LINEAR,0.0,0.0,0.0,False
a9d8107d8731110a,ATTACK_V,0.0,1.0029098544254262,False,LINEAR,0.0,0.0,0.0,False
b1ad04cf98af85f2,ATTACK_V,0.0,0.7325460495145846,False,LINEAR,0.0,0.0,0.0,False
ff141a75ba75a441,ATTACK_V,0.0,0.7875092151779871,False,LINEAR,0.0,0.0,0.0,False
9c606fc111fb9cd7,ATTACK_V,0.0,0.9643229350491156,False,LINEAR,0.0,0.0,0.0,False
9f34b453c3ce3d02,ATTACK_V,0.0,1.1455182637572927,False,LINEAR,0.0,0.0,0.0,False
8f6ad0a321f6be7e,ATTACK_V,0.0,0.6330857816207336,False,LINEAR,0.0,0.0,0.0,False
6781555ff2300978,ATTACK_V,0.0,1.651673230729753,False,LINEAR,0.0,0.0,0.0,False
89aa455ba0b9eca2,ATTACK_V,0.0,0.074470761218489,False,LINEAR,0.0,0.0,0.0,False
5d635308fd81db6b,ATTACK_V,0.0,1.6464412193777342,False,LINEAR,0.0,0.0,0.0,False
9bc389198c72c9ed,ATTACK_V,0.0,1.4438202557518496,False,LINEAR,0.0,0.0,0.0,False
4a7d99dda6209670,ATTACK_V,0.0,1.1463204290448556,False,LINEAR,0.0,0.0,0.0,False
ea703e955e7c9a54,ATTACK_V,0.0,1.6554744410379378,False,LINEAR,0.0,0.0,0.0,False
63a6001076038dbb,ATTACK_V,0.0,0.8317515560259613,False,LINEAR,0.0,0.0,0.0,False
553a05554e2b9c6e,ATTACK_V,0.0,1.6008181474119667,False,LINEAR,0.0,0.0,0.0,False
dda9d7edd4ece77d,ATTACK_V,0.0,0.2928176720009171,False,LINEAR,0.0,0.0,0.0,False
3e477c364b5534fa,ATTACK_V,0.0,1.6169995330226603,False,LINEAR,0.0,0.0,0.0,False
91e9e2887df8bfcb,ATTACK_V,0.0,1.5441808131579706,False,LINEAR,0.0,0.0,0.0,False
fc398333091ea5aa,ATTACK_V,0.0,1.92670781215426,False,LINEAR,0.0,0.0,0.0,False
65e45b44460e0a0f,ATTACK_V,0.0,1.7171231894291932,False,LINEAR,0.0,0.0,0.0,False
91c99b702ea9dfd1,ATTACK_V,0.0,1.826195178399986,False,LINEAR,0.0,0.0,0.0,False
b08ae5c8bec9f94e,ATTACK_V,0.0,0.2431421096752221,False,LINEAR,0.0,0.0,0.0,False
1498df6cc7b5d270,ATTACK_V,0.0,2.410932291317295,False,LINEAR,0.0,0.0,0.0,False
1b7f63b89fb9f8d2,ATTACK_V,0.0,1.4788813014538724,False,LINEAR,0.0,0.0,0.0,False
2f32b5274dbc3292,ATTACK_V,0.0,0.7180859766878325,False,LINEAR,0.0,0.0,0.0,False
4f62c3e3bfd76c43,ATTACK_V,0.0,1.585549607864312,False,LINEAR,0.0,0.0,0.0,False
c665dc47e8d96b36,ATTACK_V,0.0,1.4129721274444669,False,LINEAR,0.0,0.0,0.0,False
501e47241c38b6c2,ATTACK_V,0.0,1.3719373800751662,False,LINEAR,0.0,0.0,0.0,False
a302a63bb718496b,ATTACK_V,0.0,0.6729857143146415,False,LINEAR,0.0,0.0,0.0,False
60d2e5a2d18165df,ATTACK_V,0.0,1.2165545575639638,False,LINEAR,0.0,0.0,0.0,False
72f5e3495c780674,ATTACK_V,0.0,2.043570138603026,False,LINEAR,0.0,0.0,0.0,False
3e3cb1b7047a7c94,ATTACK_V,0.0,2.2828229537032554,False,LINEAR,0.0,0.0,0.0,False
cae456a82a66c529,ATTACK_V,0.0,-0.7515159194504826,True,LINEAR,0.5474565041728522,0.02242535655912202,0.02242535655912202,False
3607be54e561643d,ATTACK_V,0.0,0.3934092428200601,False,LINEAR,0.0,0.0,0.0,False
773ac3be8241d2cb,ATTACK_V,0.0,0.5564511468931974,False,LINEAR,0.0,0.0,0.0,False
bf485b5b79a25bb4,ATTACK_V,0.0,1.4531010166281122,False,LINEAR,0.0,0.0,0.0,False
1ce920f6317406e6,ATTACK_V,0.0,0.6086708092855672,False,LINEAR,0.0,0.0,0.0,False
1bc2aa64c1716ab9,ATTACK_V,0.0,2.195176032530315,False,LINEAR,0.0,0.0,0.0,False
4ea8c2d0f9fd52c9,ATTACK_V,0.0,3.049896545921058,False,LINEAR,0.0,0.0,0.0,False
d0f2b2e19cf2df14,ATTACK_V,0.0,0.5870371022284598,False,LINEAR,0.0,0.0,0.0,False
33e45cb46d373426,ATTACK_V,0.0,1.1307061763831758,False,LINEAR,0.0,0.0,0.0,False
4d6333256f180649,ATTACK_V,0.0,2.5335679093050385,False,LINEAR,0.0,0.0,0.0,False
4d0ad5a5d6952750,ATTACK_V,0.0,1.2675867283780329,False,LINEAR,0.0,0.0,0.0,False
3829636934aeb1ce,ATTACK_V,0.0,2.1698509001676793,False,LINEAR,0.0,0.0,0.0,False
f9a33277821863e2,ATTACK_V,0.0,2.101216914560641,False,LINEAR,0.0,0.0,0.0,False
8509b323daaf8bb3,ATTACK_V,0.0,0.4234364190942728,False,LINEAR,0.0,0.0,0.0,False
534c74fcc0574828,ATTACK_V,0.0,-0.1488751359534501,True,LINEAR,0.10845101131979963,0.004442458130474593,0.004442458130474593,False
d913e88d622280ca,ATTACK_V,0.0,1.498993427293008,False,LINEAR,0.0,0.0,0.0,False
a87c2773a76ac8d5,ATTACK_V,0.0,2.007428426254382,False,LINEAR,0.0,0.0,0.0,False
cea76c3b755523da,ATTACK_V,0.0,1.198021855958236,False,LINEAR,0.0,0.0,0.0,False
10fd3cf841d7f013,ATTACK_V,0.0,2.2171728636342074,False,LINEAR,0.0,0.0,0.0,False
ed50ffad18dd9bf9,ATTACK_V,0.0,1.4145915508079443,False,LINEAR,0.0,0.0,0.0,False
346ed7b21c2b9b94,ATTACK_V,0.0,0.1987470582167718,False,LINEAR,0.0,0.0,0.0,False
abf40f8634cddd3f,ATTACK_V,0.0,1.5909154916396535,False,LINEAR,0.0,0.0,0.0,False
5ee501d61707d2f8,ATTACK_V,0.0,1.430726515478881,False,LINEAR,0.0,0.0,0.0,False
618f4281ffc0978a,ATTACK_V,0.0,2.0556287294633027,False,LINEAR,0.0,0.0,0.0,False
93c21dbd57eba64d,ATTACK_V,0.0,1.885594979153926,False,LINEAR,0.0,0.0,0.0,False
3e9186d4acd63119,ATTACK_V,0.0,0.3619460550220671,False,LINEAR,0.0,0.0,0.0,False
64b2ac0946f6e61a,ATTACK_V,0.0,0.9865146620550408,False,LINEAR,0.0,0.0,0.0,False
0fe6ca17a5ffdbaa,ATTACK_V,0.0,2.1321032307871772,False,LINEAR,0.0,0.0,0.0,False
