pid,family,epsilon,h_attacked_norm,d_clean,d_attacked,x_clean,x_attacked,risk_eligible,delta_d,delta_x,delta_r_R
093cc118cfe99487,ATTACK_V,0.0,18.407917070728992,0.8437465714852829,0.8437465714852829,0.0,0.0,False,0.0,0.0,0.0
f82d0bccb7c81549,ATTACK_V,0.0,18.629964167470977,2.5510830145825034,2.5510830145825034,0.0,0.0,False,0.0,0.0,0.0
c9baf989dd1a0ca8,ATTACK_V,0.0,18.09408864055319,1.0534983143170633,1.0534983143170633,0.0,0.0,False,0.0,0.0,0.0
837431d2762743b0,ATTACK_V,0.0,18.2761534167467,2.1403509622127164,2.1403509622127164,0.0,0.0,False,0.0,0.0,0.0
e42f544685c0b9c1,ATTACK_V,0.0,18.883090991235747,-0.1543389323697522,-0.1543389323697522,0.1543389323697522,0.1543389323697522,True,0.0,0.0,0.0
fe20e5c53341b7c7,ATTACK_V,0.0,17.608764513205625,-0.22258312448764983,-0.22258312448764983,0.22258312448764983,0.22258312448764983,True,0.0,0.0,0.0
3946fb8d13353591,ATTACK_V,0.0,18.14388323412905,1.5406101601949618,1.5406101601949618,0.0,0.0,False,0.0,0.0,0.0
9cb9c9925c5c0201,ATTACK_V,0.0,18.519217394575417,1.137225999166994,1.137225999166994,0.0,0.0,False,0.0,0.0,0.0
e8752fd5a78ad7c1,ATTACK_V,0.0,17.87080053738274,0.2228560294574037,0.2228560294574037,0.0,0.0,False,0.0,0.0,0.0
6578408fb1b51507,ATTACK_V,0.0,18.705387166481703,0.529190241160605,0.529190241160605,0.0,0.0,False,0.0,0.0,0.0
a6086d1fbfeb9d9a,ATTACK_V,0.0,18.122408483101214,0.7881587216489855,0.7881587216489855,0.0,0.0,False,0.0,0.0,0.0
08cc0dfa68bb1d51,ATTACK_V,0.0,18.317979113689457,0.7295063718186349,0.7295063718186349,0.0,0.0,False,0.0,0.0,0.0
b25e6f16edc38808,ATTACK_V,0.0,18.195983626419537,0.7277744275312396,0.7277744275312396,0.0,0.0,False,0.0,0.0,0.0
472a94219db0fd54,ATTACK_V,0.0,18.59504237836034,1.5241591084752708,1.5241591084752708,0.0,0.0,False,0.0,0.0,0.0
